,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2016,Jan,1,0.00,128,122,10195,0,0,8,-9999,50,0.0,2016Jan1,55.040000000000006
1,2016,Jan,1,1.00,128,117,10206,0,0,-9999,0,-9999,0.0,2016Jan1,55.040000000000006
2,2016,Jan,1,2.00,122,117,10206,0,0,-9999,0,-9999,0.0,2016Jan1,53.96
3,2016,Jan,1,3.00,122,111,10201,0,0,-9999,0,-9999,0.0,2016Jan1,53.96
4,2016,Jan,1,4.00,122,111,10200,0,0,-9999,0,-9999,0.0,2016Jan1,53.96
5,2016,Jan,1,5.00,106,78,10201,40,31,-9999,0,-9999,0.0,2016Jan1,51.08
6,2016,Jan,1,6.00,100,61,10198,20,21,8,0,-9999,0.0,2016Jan1,50.0
7,2016,Jan,1,7.00,94,56,10201,20,21,-9999,0,-9999,0.0,2016Jan1,48.92
8,2016,Jan,1,8.00,89,44,10204,10,21,-9999,0,-9999,0.0,2016Jan1,48.019999999999996
9,2016,Jan,1,9.00,83,39,10205,-9999,15,-9999,0,-9999,0.0,2016Jan1,46.94
10,2016,Jan,1,10.00,83,33,10203,20,26,-9999,0,-9999,0.0,2016Jan1,46.94
11,2016,Jan,1,11.00,78,28,10205,20,21,-9999,0,-9999,0.0,2016Jan1,46.04
12,2016,Jan,1,12.00,78,22,10209,-9999,15,8,0,-9999,0.0,2016Jan1,46.04
13,2016,Jan,1,13.00,72,22,10210,340,21,-9999,0,-9999,0.0,2016Jan1,44.96
14,2016,Jan,1,14.00,72,28,10219,-9999,15,-9999,0,-9999,0.0,2016Jan1,44.96
15,2016,Jan,1,15.00,78,17,10223,-9999,15,-9999,0,-9999,0.0,2016Jan1,46.04
16,2016,Jan,1,16.00,89,17,10226,-9999,15,-9999,0,-9999,0.0,2016Jan1,48.019999999999996
17,2016,Jan,1,17.00,89,17,10219,-9999,31,-9999,0,-9999,0.0,2016Jan1,48.019999999999996
18,2016,Jan,1,18.00,94,11,10207,300,21,8,0,-9999,0.0,2016Jan1,48.92
19,2016,Jan,1,19.00,94,17,10198,0,0,-9999,0,-9999,0.0,2016Jan1,48.92
20,2016,Jan,1,20.00,100,17,10198,0,0,-9999,0,-9999,0.0,2016Jan1,50.0
21,2016,Jan,1,21.00,94,22,10205,300,15,-9999,0,-9999,0.0,2016Jan1,48.92
22,2016,Jan,1,22.00,89,22,10204,0,0,-9999,0,-9999,0.0,2016Jan1,48.019999999999996
23,2016,Jan,1,23.00,78,33,10206,0,0,-9999,0,-9999,0.0,2016Jan1,46.04
24,2016,Jan,2,0.00,78,33,10214,0,0,6,0,-9999,0.0,2016Jan2,46.04
25,2016,Jan,2,1.00,72,33,10216,0,0,-9999,0,-9999,0.0,2016Jan2,44.96
26,2016,Jan,2,2.00,67,39,10214,0,0,-9999,0,-9999,0.0,2016Jan2,44.06
27,2016,Jan,2,3.00,61,44,10216,0,0,-9999,0,-9999,0.0,2016Jan2,42.980000000000004
28,2016,Jan,2,4.00,61,39,10220,0,0,-9999,0,-9999,0.0,2016Jan2,42.980000000000004
29,2016,Jan,2,5.00,61,-6,10225,320,15,-9999,0,-9999,0.0,2016Jan2,42.980000000000004
30,2016,Jan,2,6.00,56,-33,10224,-9999,26,8,0,-9999,0.0,2016Jan2,42.08
31,2016,Jan,2,7.00,44,-39,10222,0,0,-9999,0,-9999,0.0,2016Jan2,39.92
32,2016,Jan,2,8.00,44,-44,10222,-9999,15,-9999,0,-9999,0.0,2016Jan2,39.92
33,2016,Jan,2,9.00,33,-50,10221,0,0,-9999,0,-9999,0.0,2016Jan2,37.94
34,2016,Jan,2,10.00,22,-44,10225,0,0,4,0,-9999,0.0,2016Jan2,35.96
35,2016,Jan,2,11.00,17,-44,10227,0,0,0,0,-9999,0.0,2016Jan2,35.06
36,2016,Jan,2,12.00,11,-44,10230,0,0,2,0,-9999,0.0,2016Jan2,33.98
37,2016,Jan,2,13.00,0,-33,10238,0,0,2,0,-9999,0.0,2016Jan2,32.0
38,2016,Jan,2,14.00,33,-28,10241,0,0,2,0,-9999,0.0,2016Jan2,37.94
39,2016,Jan,2,15.00,56,-39,10249,30,15,2,0,-9999,0.0,2016Jan2,42.08
40,2016,Jan,2,16.00,72,-39,10246,-9999,15,2,0,-9999,0.0,2016Jan2,44.96
41,2016,Jan,2,17.00,83,-33,10234,20,21,2,0,-9999,0.0,2016Jan2,46.94
42,2016,Jan,2,18.00,94,-33,10224,0,0,2,0,-9999,0.0,2016Jan2,48.92
43,2016,Jan,2,19.00,100,-28,10208,200,15,2,0,-9999,0.0,2016Jan2,50.0
44,2016,Jan,2,20.00,106,-17,10204,230,31,2,0,-9999,0.0,2016Jan2,51.08
45,2016,Jan,2,21.00,106,-22,10201,260,21,4,0,-9999,0.0,2016Jan2,51.08
46,2016,Jan,2,22.00,89,-11,10202,250,15,4,0,-9999,0.0,2016Jan2,48.019999999999996
47,2016,Jan,2,23.00,67,-11,10203,0,0,2,0,-9999,0.0,2016Jan2,44.06
48,2016,Jan,3,0.00,61,-6,10202,0,0,2,0,-9999,0.0,2016Jan3,42.980000000000004
49,2016,Jan,3,1.00,50,-6,10203,0,0,2,0,-9999,0.0,2016Jan3,41.0
50,2016,Jan,3,2.00,33,-6,10201,210,26,0,0,-9999,0.0,2016Jan3,37.94
51,2016,Jan,3,3.00,33,-11,10197,250,15,2,0,-9999,0.0,2016Jan3,37.94
52,2016,Jan,3,4.00,22,-11,10194,230,21,2,0,-9999,0.0,2016Jan3,35.96
53,2016,Jan,3,5.00,22,-6,10189,230,15,2,0,-9999,0.0,2016Jan3,35.96
54,2016,Jan,3,6.00,17,-11,10188,250,15,2,0,-9999,0.0,2016Jan3,35.06
