,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2019,Jan,1,0.00,-56,-156,10190,20,46,6,-9999,0,0.0,2019Jan1,21.92
1,2019,Jan,1,1.00,-56,-161,10202,20,62,-9999,0,-9999,0.0,2019Jan1,21.92
2,2019,Jan,1,2.00,-56,-167,10208,20,57,-9999,0,-9999,0.0,2019Jan1,21.92
3,2019,Jan,1,3.00,-50,-183,10216,-9999,15,6,0,-9999,0.0,2019Jan1,23.0
4,2019,Jan,1,4.00,-67,-167,10215,230,21,-9999,0,-9999,0.0,2019Jan1,19.939999999999998
5,2019,Jan,1,5.00,-67,-172,10217,0,0,4,0,-9999,0.0,2019Jan1,19.939999999999998
6,2019,Jan,1,6.00,-89,-178,10220,210,41,2,0,-9999,0.0,2019Jan1,15.98
7,2019,Jan,1,7.00,-89,-189,10228,240,15,4,0,-9999,0.0,2019Jan1,15.98
8,2019,Jan,1,8.00,-94,-189,10231,290,21,4,0,-9999,0.0,2019Jan1,15.079999999999998
9,2019,Jan,1,9.00,-111,-178,10238,0,0,4,0,-9999,0.0,2019Jan1,12.02
10,2019,Jan,1,10.00,-122,-172,10240,0,0,2,0,-9999,0.0,2019Jan1,10.04
11,2019,Jan,1,11.00,-139,-189,10245,350,15,2,0,-9999,0.0,2019Jan1,6.98
12,2019,Jan,1,12.00,-128,-167,10251,0,0,2,0,-9999,0.0,2019Jan1,8.959999999999997
13,2019,Jan,1,13.00,-128,-183,-9999,0,0,2,0,-9999,0.0,2019Jan1,8.959999999999997
14,2019,Jan,1,14.00,-117,-167,10268,0,0,2,0,-9999,0.0,2019Jan1,10.940000000000001
15,2019,Jan,1,15.00,-139,-178,10283,270,15,2,0,-9999,0.0,2019Jan1,6.98
16,2019,Jan,1,16.00,-111,-156,10286,170,21,2,0,-9999,0.0,2019Jan1,12.02
17,2019,Jan,1,17.00,-89,-150,10288,260,26,4,0,-9999,0.0,2019Jan1,15.98
18,2019,Jan,1,18.00,-67,-156,10287,350,15,4,0,-9999,0.0,2019Jan1,19.939999999999998
19,2019,Jan,1,19.00,-56,-144,10282,0,0,-9999,0,-9999,0.0,2019Jan1,21.92
20,2019,Jan,1,20.00,-61,-150,10280,10,21,2,0,-9999,0.0,2019Jan1,21.02
21,2019,Jan,1,21.00,-56,-150,10284,290,41,2,0,-9999,0.0,2019Jan1,21.92
22,2019,Jan,1,22.00,-56,-144,10288,280,26,4,0,-9999,0.0,2019Jan1,21.92
23,2019,Jan,1,23.00,-61,-144,10291,270,26,4,0,-9999,0.0,2019Jan1,21.02
24,2019,Jan,2,0.00,-70,-150,-9999,340,15,2,0,-9999,0.0,2019Jan2,19.4
25,2019,Jan,2,1.00,-78,-139,10305,0,0,4,0,-9999,0.0,2019Jan2,17.96
26,2019,Jan,2,2.00,-89,-133,10311,0,0,4,0,-9999,0.0,2019Jan2,15.98
27,2019,Jan,2,3.00,-89,-139,10317,0,0,4,0,-9999,0.0,2019Jan2,15.98
28,2019,Jan,2,4.00,-100,-144,10318,180,26,2,0,-9999,0.0,2019Jan2,14.0
29,2019,Jan,2,5.00,-100,-150,10313,150,15,2,0,-9999,0.0,2019Jan2,14.0
30,2019,Jan,2,6.00,-100,-150,10310,180,15,2,0,-9999,0.0,2019Jan2,14.0
31,2019,Jan,2,7.00,-100,-144,10307,140,31,4,0,-9999,0.0,2019Jan2,14.0
32,2019,Jan,2,8.00,-100,-139,10312,150,31,-9999,0,-9999,0.0,2019Jan2,14.0
33,2019,Jan,2,9.00,-106,-144,10313,130,31,2,0,-9999,0.0,2019Jan2,12.920000000000002
34,2019,Jan,2,10.00,-111,-150,-9999,130,31,2,0,-9999,0.0,2019Jan2,12.02
35,2019,Jan,2,11.00,-106,-144,10315,140,31,2,0,-9999,0.0,2019Jan2,12.920000000000002
36,2019,Jan,2,12.00,-111,-150,10317,110,31,4,0,-9999,0.0,2019Jan2,12.02
37,2019,Jan,2,13.00,-111,-150,10319,130,36,2,0,-9999,0.0,2019Jan2,12.02
38,2019,Jan,2,14.00,-111,-150,10330,140,31,2,0,-9999,0.0,2019Jan2,12.02
39,2019,Jan,2,15.00,-117,-150,10335,130,31,4,0,-9999,0.0,2019Jan2,10.940000000000001
40,2019,Jan,2,16.00,-106,-150,10338,130,41,2,0,-9999,0.0,2019Jan2,12.920000000000002
41,2019,Jan,2,17.00,-94,-144,10339,150,31,2,0,-9999,0.0,2019Jan2,15.079999999999998
42,2019,Jan,2,18.00,-78,-139,10337,140,26,4,0,-9999,0.0,2019Jan2,17.96
43,2019,Jan,2,19.00,-67,-139,10327,90,15,-9999,0,-9999,0.0,2019Jan2,19.939999999999998
44,2019,Jan,2,20.00,-50,-133,10322,280,15,-9999,0,-9999,0.0,2019Jan2,23.0
45,2019,Jan,2,21.00,-44,-128,10310,360,15,2,0,-9999,0.0,2019Jan2,24.08
46,2019,Jan,2,22.00,-44,-128,-9999,350,21,2,0,-9999,0.0,2019Jan2,24.08
47,2019,Jan,2,23.00,-50,-128,10313,10,21,2,0,-9999,0.0,2019Jan2,23.0
48,2019,Jan,3,0.00,-56,-117,10319,330,15,2,0,-9999,0.0,2019Jan3,21.92
49,2019,Jan,3,1.00,-72,-117,10321,360,21,2,0,-9999,0.0,2019Jan3,19.04
50,2019,Jan,3,2.00,-72,-117,10333,240,15,2,0,-9999,0.0,2019Jan3,19.04
51,2019,Jan,3,3.00,-72,-117,10339,0,0,0,0,-9999,0.0,2019Jan3,19.04
52,2019,Jan,3,4.00,-78,-133,10337,130,36,0,0,-9999,0.0,2019Jan3,17.96
53,2019,Jan,3,5.00,-89,-133,10333,140,31,0,0,-9999,0.0,2019Jan3,15.98
54,2019,Jan,3,6.00,-89,-133,10330,130,36,0,0,-9999,0.0,2019Jan3,15.98
55,2019,Jan,3,7.00,-89,-128,10333,150,31,0,0,-9999,0.0,2019Jan3,15.98
56,2019,Jan,3,8.00,-89,-128,10332,150,21,0,0,-9999,0.0,2019Jan3,15.98
57,2019,Jan,3,9.00,-94,-133,10336,160,15,0,0,-9999,0.0,2019Jan3,15.079999999999998
58,2019,Jan,3,10.00,-94,-133,10332,150,31,0,0,-9999,0.0,2019Jan3,15.079999999999998
59,2019,Jan,3,11.00,-94,-128,10334,150,31,0,0,-9999,0.0,2019Jan3,15.079999999999998
60,2019,Jan,3,12.00,-100,-133,10337,100,31,0,0,-9999,0.0,2019Jan3,14.0
61,2019,Jan,3,13.00,-94,-133,10334,130,36,0,0,-9999,0.0,2019Jan3,15.079999999999998
