,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2016,Jan,1,0.00,106,28,10211,290,15,0,-9999,-9999,0.0,2016Jan1,51.08
1,2016,Jan,1,1.00,100,28,10214,0,0,0,0,-9999,0.0,2016Jan1,50.0
2,2016,Jan,1,2.00,78,28,10214,0,0,0,0,-9999,0.0,2016Jan1,46.04
3,2016,Jan,1,3.00,67,28,10216,0,0,0,0,-9999,0.0,2016Jan1,44.06
4,2016,Jan,1,4.00,56,28,10219,310,15,0,0,-9999,0.0,2016Jan1,42.08
5,2016,Jan,1,5.00,39,22,10220,0,0,0,0,-9999,0.0,2016Jan1,39.019999999999996
6,2016,Jan,1,6.00,33,17,10218,0,0,0,0,-9999,0.0,2016Jan1,37.94
7,2016,Jan,1,7.00,22,11,10214,0,0,0,0,-9999,0.0,2016Jan1,35.96
8,2016,Jan,1,8.00,11,0,10212,60,15,2,0,-9999,0.0,2016Jan1,33.98
9,2016,Jan,1,9.00,11,-6,10209,60,15,4,0,-9999,0.0,2016Jan1,33.98
10,2016,Jan,1,10.00,6,-6,10207,0,0,4,0,-9999,0.0,2016Jan1,33.08
11,2016,Jan,1,11.00,0,-17,10206,0,0,4,0,-9999,0.0,2016Jan1,32.0
12,2016,Jan,1,12.00,0,-17,10203,0,0,4,0,-9999,0.0,2016Jan1,32.0
13,2016,Jan,1,13.00,-6,-22,10204,30,21,4,0,-9999,0.0,2016Jan1,30.92
14,2016,Jan,1,14.00,-11,-22,10206,70,15,4,0,-9999,0.0,2016Jan1,30.02
15,2016,Jan,1,15.00,-17,-28,10212,280,15,4,0,-9999,0.0,2016Jan1,28.94
16,2016,Jan,1,16.00,-6,-17,10218,300,15,0,0,-9999,0.0,2016Jan1,30.92
17,2016,Jan,1,17.00,17,-6,10224,0,0,0,0,-9999,0.0,2016Jan1,35.06
18,2016,Jan,1,18.00,44,11,10230,290,15,0,0,-9999,0.0,2016Jan1,39.92
19,2016,Jan,1,19.00,67,11,10229,0,0,0,0,-9999,0.0,2016Jan1,44.06
20,2016,Jan,1,20.00,89,11,10222,0,0,0,0,-9999,0.0,2016Jan1,48.019999999999996
21,2016,Jan,1,21.00,106,-11,10215,190,31,0,0,-9999,0.0,2016Jan1,51.08
22,2016,Jan,1,22.00,106,-11,10209,0,0,0,0,-9999,0.0,2016Jan1,51.08
23,2016,Jan,1,23.00,111,-11,10206,0,0,0,0,-9999,0.0,2016Jan1,51.980000000000004
24,2016,Jan,2,0.00,111,-6,10205,0,0,4,0,-9999,0.0,2016Jan2,51.980000000000004
25,2016,Jan,2,1.00,106,-17,10203,0,0,4,0,-9999,0.0,2016Jan2,51.08
26,2016,Jan,2,2.00,94,-6,10202,300,15,4,0,-9999,0.0,2016Jan2,48.92
27,2016,Jan,2,3.00,83,22,10205,310,21,4,0,-9999,0.0,2016Jan2,46.94
28,2016,Jan,2,4.00,78,17,10204,310,21,4,0,-9999,0.0,2016Jan2,46.04
29,2016,Jan,2,5.00,61,17,10206,310,21,4,0,-9999,0.0,2016Jan2,42.980000000000004
30,2016,Jan,2,6.00,67,17,10211,330,21,4,0,-9999,0.0,2016Jan2,44.06
31,2016,Jan,2,7.00,61,17,10214,0,0,4,0,-9999,0.0,2016Jan2,42.980000000000004
32,2016,Jan,2,8.00,56,22,10212,0,0,-9999,0,-9999,0.0,2016Jan2,42.08
33,2016,Jan,2,9.00,56,17,10208,110,15,-9999,0,-9999,0.0,2016Jan2,42.08
34,2016,Jan,2,10.00,50,22,10209,0,0,-9999,0,-9999,0.0,2016Jan2,41.0
35,2016,Jan,2,11.00,50,22,10205,0,0,-9999,0,-9999,0.0,2016Jan2,41.0
36,2016,Jan,2,12.00,56,22,10196,60,31,8,0,-9999,0.0,2016Jan2,42.08
37,2016,Jan,2,13.00,50,22,10198,300,21,-9999,0,-9999,0.0,2016Jan2,41.0
38,2016,Jan,2,14.00,56,22,10196,0,0,-9999,0,-9999,0.0,2016Jan2,42.08
