,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2015,Jan,1,0.00,28,-61,10288,0,0,6,-9999,-9999,0.0,2015Jan1,37.04
1,2015,Jan,1,1.00,6,-44,10285,0,0,4,0,-9999,0.0,2015Jan1,33.08
2,2015,Jan,1,2.00,0,-44,10286,0,0,2,0,-9999,0.0,2015Jan1,32.0
3,2015,Jan,1,3.00,-17,-50,10284,0,0,2,0,-9999,0.0,2015Jan1,28.94
4,2015,Jan,1,4.00,-17,-50,10283,0,0,0,0,-9999,0.0,2015Jan1,28.94
5,2015,Jan,1,5.00,-22,-50,10282,0,0,2,0,-9999,0.0,2015Jan1,28.04
6,2015,Jan,1,6.00,-22,-56,10280,0,0,2,0,-9999,0.0,2015Jan1,28.04
7,2015,Jan,1,7.00,-17,-50,10278,0,0,2,0,-9999,0.0,2015Jan1,28.94
8,2015,Jan,1,8.00,-22,-44,10275,0,0,2,0,-9999,0.0,2015Jan1,28.04
9,2015,Jan,1,9.00,-28,-50,10266,0,0,2,0,-9999,0.0,2015Jan1,26.96
10,2015,Jan,1,10.00,-28,-56,10267,0,0,2,0,-9999,0.0,2015Jan1,26.96
11,2015,Jan,1,11.00,-39,-61,10269,230,15,2,0,-9999,0.0,2015Jan1,24.98
12,2015,Jan,1,12.00,-44,-67,10271,0,0,2,0,-9999,0.0,2015Jan1,24.08
13,2015,Jan,1,13.00,-33,-61,10276,0,0,2,0,-9999,0.0,2015Jan1,26.060000000000002
14,2015,Jan,1,14.00,-11,-39,10278,0,0,4,0,-9999,0.0,2015Jan1,30.02
15,2015,Jan,1,15.00,22,-39,10281,0,0,2,0,-9999,0.0,2015Jan1,35.96
16,2015,Jan,1,16.00,56,-61,10275,230,15,2,0,-9999,0.0,2015Jan1,42.08
17,2015,Jan,1,17.00,72,-28,10262,230,41,2,0,-9999,0.0,2015Jan1,44.96
18,2015,Jan,1,18.00,94,-33,10252,260,46,2,0,-9999,0.0,2015Jan1,48.92
19,2015,Jan,1,19.00,100,-17,10242,230,46,2,0,-9999,0.0,2015Jan1,50.0
20,2015,Jan,1,20.00,106,-11,10233,220,46,4,0,-9999,0.0,2015Jan1,51.08
21,2015,Jan,1,21.00,100,-6,10235,230,57,4,0,-9999,0.0,2015Jan1,50.0
22,2015,Jan,1,22.00,94,0,10234,220,41,4,0,-9999,0.0,2015Jan1,48.92
23,2015,Jan,1,23.00,61,-6,10233,200,26,4,0,-9999,0.0,2015Jan1,42.980000000000004
24,2015,Jan,2,0.00,50,-11,10238,220,21,4,0,-9999,0.0,2015Jan2,41.0
25,2015,Jan,2,1.00,61,0,10233,210,31,-9999,0,-9999,0.0,2015Jan2,42.980000000000004
26,2015,Jan,2,2.00,50,0,10236,230,26,-9999,0,-9999,0.0,2015Jan2,41.0
27,2015,Jan,2,3.00,56,6,10237,230,31,-9999,0,-9999,0.0,2015Jan2,42.08
28,2015,Jan,2,4.00,56,6,10239,220,26,-9999,0,-9999,0.0,2015Jan2,42.08
29,2015,Jan,2,5.00,56,11,10239,230,26,-9999,0,-9999,0.0,2015Jan2,42.08
30,2015,Jan,2,6.00,67,11,10234,230,31,8,0,-9999,0.0,2015Jan2,44.06
31,2015,Jan,2,7.00,61,11,10240,230,31,-9999,0,-9999,0.0,2015Jan2,42.980000000000004
32,2015,Jan,2,8.00,61,11,10239,230,26,-9999,0,-9999,0.0,2015Jan2,42.980000000000004
33,2015,Jan,2,9.00,67,11,10237,290,15,-9999,0,-9999,0.0,2015Jan2,44.06
34,2015,Jan,2,10.00,61,11,10232,220,21,-9999,0,-9999,0.0,2015Jan2,42.980000000000004
