,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2017,Jan,1,0.00,-56,-78,10181,0,0,8,-9999,-9999,0.0,2017Jan1,21.92
1,2017,Jan,1,1.00,-56,-78,10178,260,21,-9999,0,-9999,0.0,2017Jan1,21.92
2,2017,Jan,1,2.00,-56,-78,10173,280,21,-9999,0,-9999,0.0,2017Jan1,21.92
3,2017,Jan,1,3.00,-61,-78,10173,0,0,8,0,-9999,0.0,2017Jan1,21.02
4,2017,Jan,1,4.00,-61,-78,10172,0,0,-9999,0,-9999,0.0,2017Jan1,21.02
5,2017,Jan,1,5.00,-61,-78,10168,0,0,-9999,0,-9999,0.0,2017Jan1,21.02
6,2017,Jan,1,6.00,-56,-72,10157,120,26,8,0,-9999,0.0,2017Jan1,21.92
7,2017,Jan,1,7.00,-56,-72,10151,0,0,-9999,0,-9999,0.0,2017Jan1,21.92
8,2017,Jan,1,8.00,-56,-72,10139,40,15,-9999,0,-9999,0.0,2017Jan1,21.92
9,2017,Jan,1,9.00,-56,-72,10133,360,26,8,0,-9999,0.0,2017Jan1,21.92
10,2017,Jan,1,10.00,-61,-72,10129,360,31,-9999,0,-9999,0.0,2017Jan1,21.02
11,2017,Jan,1,11.00,-61,-78,10125,10,26,-9999,0,-9999,0.0,2017Jan1,21.02
12,2017,Jan,1,12.00,-56,-67,10107,0,0,8,0,-9999,0.0,2017Jan1,21.92
13,2017,Jan,1,13.00,-56,-72,10105,10,15,-9999,0,-9999,0.0,2017Jan1,21.92
14,2017,Jan,1,14.00,-56,-72,10105,330,46,-9999,0,-9999,0.0,2017Jan1,21.92
15,2017,Jan,1,15.00,-61,-67,10107,350,31,8,0,-9999,0.0,2017Jan1,21.02
16,2017,Jan,1,16.00,-61,-67,10100,0,0,-9999,0,-9999,0.0,2017Jan1,21.02
17,2017,Jan,1,17.00,-50,-72,10100,340,36,-9999,0,-9999,0.0,2017Jan1,23.0
18,2017,Jan,1,18.00,-44,-67,10098,360,31,8,0,-9999,0.0,2017Jan1,24.08
19,2017,Jan,1,19.00,-39,-67,10076,0,0,-9999,0,-9999,0.0,2017Jan1,24.98
20,2017,Jan,1,20.00,-28,-61,10064,290,31,4,0,-9999,0.0,2017Jan1,26.96
21,2017,Jan,1,21.00,-39,-61,10058,340,31,8,0,-9999,0.0,2017Jan1,24.98
22,2017,Jan,1,22.00,-39,-61,10058,320,46,-9999,0,-9999,0.0,2017Jan1,24.98
23,2017,Jan,1,23.00,-44,-67,10059,300,46,-9999,0,-9999,0.0,2017Jan1,24.08
24,2017,Jan,2,0.00,-44,-67,10059,330,46,8,0,-9999,0.0,2017Jan2,24.08
25,2017,Jan,2,1.00,-50,-61,10053,10,21,-9999,0,-9999,0.0,2017Jan2,23.0
26,2017,Jan,2,2.00,-50,-67,10057,340,57,-9999,0,-9999,0.0,2017Jan2,23.0
27,2017,Jan,2,3.00,-50,-67,10057,340,41,8,0,-9999,0.0,2017Jan2,23.0
28,2017,Jan,2,4.00,-44,-61,10049,0,0,-9999,0,-9999,0.0,2017Jan2,24.08
29,2017,Jan,2,5.00,-44,-61,10043,300,15,-9999,0,-9999,0.0,2017Jan2,24.08
30,2017,Jan,2,6.00,-50,-61,10042,260,31,8,0,-9999,0.0,2017Jan2,23.0
31,2017,Jan,2,7.00,-44,-61,10045,320,51,-9999,0,-9999,0.0,2017Jan2,24.08
32,2017,Jan,2,8.00,-50,-61,10049,330,62,-9999,3,-9999,0.0,2017Jan2,23.0
33,2017,Jan,2,9.00,-50,-56,10065,330,57,9,8,-9999,0.0,2017Jan2,23.0
34,2017,Jan,2,10.00,-50,-61,10084,350,51,9,25,-9999,0.0,2017Jan2,23.0
35,2017,Jan,2,11.00,-50,-56,10097,330,21,9,10,-9999,0.0,2017Jan2,23.0
36,2017,Jan,2,12.00,-50,-56,10096,170,21,8,5,50,0.0,2017Jan2,23.0
37,2017,Jan,2,13.00,-61,-72,10095,150,36,-9999,-1,-9999,0.0,2017Jan2,21.02
38,2017,Jan,2,14.00,-67,-78,10102,160,41,-9999,0,-9999,0.0,2017Jan2,19.939999999999998
39,2017,Jan,2,15.00,-67,-78,10110,110,36,6,0,-9999,0.0,2017Jan2,19.939999999999998
40,2017,Jan,2,16.00,-61,-78,10113,100,31,-9999,-1,-9999,0.0,2017Jan2,21.02
41,2017,Jan,2,17.00,-44,-72,10123,290,21,-9999,-1,-9999,0.0,2017Jan2,24.08
42,2017,Jan,2,18.00,-44,-67,10137,360,36,6,-1,-1,0.0,2017Jan2,24.08
43,2017,Jan,2,19.00,-50,-67,10136,230,31,-9999,0,-9999,0.0,2017Jan2,23.0
44,2017,Jan,2,20.00,-22,-56,10132,280,15,-9999,0,-9999,0.0,2017Jan2,28.04
45,2017,Jan,2,21.00,-39,-61,10137,320,31,6,0,-9999,0.0,2017Jan2,24.98
46,2017,Jan,2,22.00,-33,-56,10144,330,21,-9999,-1,-9999,0.0,2017Jan2,26.060000000000002
47,2017,Jan,2,23.00,-33,-50,10146,0,0,-9999,-1,-9999,0.0,2017Jan2,26.060000000000002
48,2017,Jan,3,0.00,-39,-50,10157,0,0,8,3,-9999,0.0,2017Jan3,24.98
49,2017,Jan,3,1.00,-33,-50,10160,0,0,-9999,3,-9999,0.0,2017Jan3,26.060000000000002
50,2017,Jan,3,2.00,-28,-44,-9999,240,26,-9999,-1,-9999,0.0,2017Jan3,26.96
51,2017,Jan,3,3.00,-33,-44,10171,0,0,8,3,-9999,0.0,2017Jan3,26.060000000000002
52,2017,Jan,3,4.00,-33,-44,10168,190,15,-9999,5,-9999,0.0,2017Jan3,26.060000000000002
53,2017,Jan,3,5.00,-33,-39,10178,240,26,-9999,3,-9999,0.0,2017Jan3,26.060000000000002
54,2017,Jan,3,6.00,-44,-56,10186,350,36,8,3,20,0.0,2017Jan3,24.08
55,2017,Jan,3,7.00,-39,-50,10189,340,51,-9999,3,-9999,0.0,2017Jan3,24.98
56,2017,Jan,3,8.00,-50,-56,10190,270,26,-9999,3,-9999,0.0,2017Jan3,23.0
57,2017,Jan,3,9.00,-39,-50,10198,240,26,8,-1,-9999,0.0,2017Jan3,24.98
58,2017,Jan,3,10.00,-39,-50,10199,160,31,-9999,-1,-9999,0.0,2017Jan3,24.98
59,2017,Jan,3,11.00,-50,-56,10207,170,26,-9999,0,-9999,0.0,2017Jan3,23.0
60,2017,Jan,3,12.00,-56,-67,10210,100,26,6,0,5,0.0,2017Jan3,21.92
61,2017,Jan,3,13.00,-61,-72,10211,120,26,-9999,0,-9999,0.0,2017Jan3,21.02
62,2017,Jan,3,14.00,-50,-61,10209,130,46,4,0,-9999,0.0,2017Jan3,23.0
63,2017,Jan,3,15.00,-56,-67,10212,130,26,6,0,-9999,0.0,2017Jan3,21.92
64,2017,Jan,3,16.00,-39,-56,10212,100,36,-9999,0,-9999,0.0,2017Jan3,24.98
65,2017,Jan,3,17.00,-78,-94,10223,240,21,-9999,0,-9999,0.0,2017Jan3,17.96
