,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2019,Jan,1,0.00,111,28,10150,0,0,-9999,-9999,-9999,0.0,2019Jan1,51.980000000000004
1,2019,Jan,1,1.00,94,33,10152,50,15,0,0,-9999,0.0,2019Jan1,48.92
2,2019,Jan,1,2.00,83,33,10153,0,0,0,0,-9999,0.0,2019Jan1,46.94
3,2019,Jan,1,3.00,78,28,10157,0,0,0,0,-9999,0.0,2019Jan1,46.04
4,2019,Jan,1,4.00,67,28,10167,0,0,0,0,-9999,0.0,2019Jan1,44.06
5,2019,Jan,1,5.00,44,22,10176,60,15,0,0,-9999,0.0,2019Jan1,39.92
6,2019,Jan,1,6.00,39,17,10181,70,15,0,0,-9999,0.0,2019Jan1,39.019999999999996
7,2019,Jan,1,7.00,39,17,10180,100,15,0,0,-9999,0.0,2019Jan1,39.019999999999996
8,2019,Jan,1,8.00,28,11,10181,130,26,0,0,-9999,0.0,2019Jan1,37.04
9,2019,Jan,1,9.00,28,11,10188,0,0,0,0,-9999,0.0,2019Jan1,37.04
10,2019,Jan,1,10.00,28,6,10194,0,0,0,0,-9999,0.0,2019Jan1,37.04
11,2019,Jan,1,11.00,39,17,10194,110,31,0,0,-9999,0.0,2019Jan1,39.019999999999996
12,2019,Jan,1,12.00,17,6,10204,40,21,0,0,-9999,0.0,2019Jan1,35.06
13,2019,Jan,1,13.00,17,0,10210,0,0,0,0,-9999,0.0,2019Jan1,35.06
14,2019,Jan,1,14.00,11,0,10218,0,0,0,0,-9999,0.0,2019Jan1,33.98
15,2019,Jan,1,15.00,11,-6,10235,260,15,0,0,-9999,0.0,2019Jan1,33.98
16,2019,Jan,1,16.00,11,0,10244,300,21,2,0,-9999,0.0,2019Jan1,33.98
17,2019,Jan,1,17.00,28,6,10253,110,15,-9999,0,-9999,0.0,2019Jan1,37.04
18,2019,Jan,1,18.00,44,17,10255,110,15,8,0,-9999,0.0,2019Jan1,39.92
19,2019,Jan,1,19.00,56,22,10253,120,15,-9999,0,-9999,0.0,2019Jan1,42.08
20,2019,Jan,1,20.00,72,22,10243,120,26,0,0,-9999,0.0,2019Jan1,44.96
21,2019,Jan,1,21.00,83,33,10234,120,31,2,0,-9999,0.0,2019Jan1,46.94
22,2019,Jan,1,22.00,100,39,10232,280,15,2,0,-9999,0.0,2019Jan1,50.0
23,2019,Jan,1,23.00,100,33,10237,270,31,-9999,0,-9999,0.0,2019Jan1,50.0
24,2019,Jan,2,0.00,100,33,10239,0,0,6,0,-9999,0.0,2019Jan2,50.0
25,2019,Jan,2,1.00,94,39,10238,0,0,-9999,0,-9999,0.0,2019Jan2,48.92
26,2019,Jan,2,2.00,78,39,10239,0,0,-9999,0,-9999,0.0,2019Jan2,46.04
27,2019,Jan,2,3.00,67,33,10244,290,15,2,0,-9999,0.0,2019Jan2,44.06
28,2019,Jan,2,4.00,56,28,10245,270,21,0,0,-9999,0.0,2019Jan2,42.08
29,2019,Jan,2,5.00,50,17,10248,40,15,0,0,-9999,0.0,2019Jan2,41.0
30,2019,Jan,2,6.00,44,17,10245,0,0,0,0,-9999,0.0,2019Jan2,39.92
31,2019,Jan,2,7.00,33,17,10245,0,0,0,0,-9999,0.0,2019Jan2,37.94
32,2019,Jan,2,8.00,22,6,10245,40,15,0,0,-9999,0.0,2019Jan2,35.96
33,2019,Jan,2,9.00,28,11,10247,0,0,0,0,-9999,0.0,2019Jan2,37.04
34,2019,Jan,2,10.00,22,6,10250,0,0,0,0,-9999,0.0,2019Jan2,35.96
35,2019,Jan,2,11.00,17,6,10249,0,0,0,0,-9999,0.0,2019Jan2,35.06
36,2019,Jan,2,12.00,11,0,10244,0,0,0,0,-9999,0.0,2019Jan2,33.98
37,2019,Jan,2,13.00,17,6,10240,80,21,0,0,-9999,0.0,2019Jan2,35.06
38,2019,Jan,2,14.00,11,-6,10240,0,0,0,0,-9999,0.0,2019Jan2,33.98
39,2019,Jan,2,15.00,11,-6,10247,0,0,0,0,-9999,0.0,2019Jan2,33.98
40,2019,Jan,2,16.00,6,-6,10255,110,15,0,0,-9999,0.0,2019Jan2,33.08
41,2019,Jan,2,17.00,28,6,10263,120,21,0,0,-9999,0.0,2019Jan2,37.04
42,2019,Jan,2,18.00,50,11,10267,120,26,0,0,0,0.0,2019Jan2,41.0
43,2019,Jan,2,19.00,67,22,10259,120,21,0,0,-9999,0.0,2019Jan2,44.06
44,2019,Jan,2,20.00,83,22,10248,110,15,0,0,-9999,0.0,2019Jan2,46.94
45,2019,Jan,2,21.00,106,6,10238,0,0,0,0,-9999,0.0,2019Jan2,51.08
46,2019,Jan,2,22.00,117,0,10234,0,0,0,0,-9999,0.0,2019Jan2,53.06
47,2019,Jan,2,23.00,122,-22,10232,0,0,0,0,-9999,0.0,2019Jan2,53.96
48,2019,Jan,3,0.00,128,-22,10233,0,0,0,0,-9999,0.0,2019Jan3,55.040000000000006
49,2019,Jan,3,1.00,117,-28,10239,0,0,0,0,-9999,0.0,2019Jan3,53.06
50,2019,Jan,3,2.00,94,-6,10244,0,0,0,0,-9999,0.0,2019Jan3,48.92
51,2019,Jan,3,3.00,78,0,10249,0,0,0,0,-9999,0.0,2019Jan3,46.04
52,2019,Jan,3,4.00,67,-6,10254,0,0,0,0,-9999,0.0,2019Jan3,44.06
53,2019,Jan,3,5.00,50,6,10259,0,0,0,0,-9999,0.0,2019Jan3,41.0
54,2019,Jan,3,6.00,44,-6,10263,0,0,0,0,-9999,0.0,2019Jan3,39.92
55,2019,Jan,3,7.00,33,-6,10261,70,15,0,0,-9999,0.0,2019Jan3,37.94
56,2019,Jan,3,8.00,33,-6,10254,0,0,0,0,-9999,0.0,2019Jan3,37.94
57,2019,Jan,3,9.00,28,-6,10252,0,0,0,0,-9999,0.0,2019Jan3,37.04
58,2019,Jan,3,10.00,17,-6,10256,330,26,0,0,-9999,0.0,2019Jan3,35.06
59,2019,Jan,3,11.00,17,-11,10254,0,0,0,0,-9999,0.0,2019Jan3,35.06
60,2019,Jan,3,12.00,11,-11,10250,90,15,0,0,-9999,0.0,2019Jan3,33.98
61,2019,Jan,3,13.00,11,-11,10248,0,0,0,0,-9999,0.0,2019Jan3,33.98
62,2019,Jan,3,14.00,6,-17,10248,70,21,0,0,-9999,0.0,2019Jan3,33.08
63,2019,Jan,3,15.00,11,-17,10249,0,0,0,0,-9999,0.0,2019Jan3,33.98
64,2019,Jan,3,16.00,11,-11,10253,110,15,4,0,-9999,0.0,2019Jan3,33.98
65,2019,Jan,3,17.00,44,0,10257,0,0,0,0,-9999,0.0,2019Jan3,39.92
66,2019,Jan,3,18.00,67,6,10256,120,15,2,0,-9999,0.0,2019Jan3,44.06
67,2019,Jan,3,19.00,89,11,10247,0,0,0,0,-9999,0.0,2019Jan3,48.019999999999996
68,2019,Jan,3,20.00,111,6,10233,290,15,0,0,-9999,0.0,2019Jan3,51.980000000000004
69,2019,Jan,3,21.00,122,-11,10220,310,15,0,0,-9999,0.0,2019Jan3,53.96
70,2019,Jan,3,22.00,139,-6,10215,300,21,2,0,-9999,0.0,2019Jan3,57.019999999999996
71,2019,Jan,3,23.00,144,-11,10211,320,15,2,0,-9999,0.0,2019Jan3,57.92
72,2019,Jan,4,0.00,144,-11,10205,0,0,4,0,-9999,0.0,2019Jan4,57.92
73,2019,Jan,4,1.00,133,-11,10208,270,15,4,0,-9999,0.0,2019Jan4,55.94
74,2019,Jan,4,2.00,100,17,10214,300,26,4,0,-9999,0.0,2019Jan4,50.0
75,2019,Jan,4,3.00,94,11,10215,0,0,4,0,-9999,0.0,2019Jan4,48.92
76,2019,Jan,4,4.00,83,17,10213,0,0,4,0,-9999,0.0,2019Jan4,46.94
77,2019,Jan,4,5.00,67,17,10211,0,0,4,0,-9999,0.0,2019Jan4,44.06
78,2019,Jan,4,6.00,61,11,10213,0,0,4,0,-9999,0.0,2019Jan4,42.980000000000004
79,2019,Jan,4,7.00,50,11,10210,50,21,4,0,-9999,0.0,2019Jan4,41.0
80,2019,Jan,4,8.00,44,11,10205,0,0,4,0,-9999,0.0,2019Jan4,39.92
81,2019,Jan,4,9.00,33,0,10202,0,0,4,0,-9999,0.0,2019Jan4,37.94
82,2019,Jan,4,10.00,33,6,10200,0,0,4,0,-9999,0.0,2019Jan4,37.94
83,2019,Jan,4,11.00,33,0,10196,90,15,4,0,-9999,0.0,2019Jan4,37.94
84,2019,Jan,4,12.00,22,0,10187,0,0,4,0,-9999,0.0,2019Jan4,35.96
85,2019,Jan,4,13.00,22,-6,10178,0,0,4,0,-9999,0.0,2019Jan4,35.96
86,2019,Jan,4,14.00,17,-6,10179,0,0,2,0,-9999,0.0,2019Jan4,35.06
87,2019,Jan,4,15.00,22,-6,10177,70,21,-9999,0,-9999,0.0,2019Jan4,35.96
88,2019,Jan,4,16.00,22,-6,10179,140,15,-9999,0,-9999,0.0,2019Jan4,35.96
89,2019,Jan,4,17.00,50,6,10185,130,15,-9999,0,-9999,0.0,2019Jan4,41.0
90,2019,Jan,4,18.00,78,17,10184,120,26,6,0,0,0.0,2019Jan4,46.04
91,2019,Jan,4,19.00,100,22,10172,140,26,-9999,0,-9999,0.0,2019Jan4,50.0
92,2019,Jan,4,20.00,122,17,10161,180,21,-9999,0,-9999,0.0,2019Jan4,53.96
93,2019,Jan,4,21.00,144,17,10153,260,15,-9999,0,-9999,0.0,2019Jan4,57.92
94,2019,Jan,4,22.00,161,6,10151,280,15,4,0,-9999,0.0,2019Jan4,60.980000000000004
95,2019,Jan,4,23.00,172,0,10141,290,15,2,0,-9999,0.0,2019Jan4,62.96
96,2019,Jan,5,0.00,172,0,10137,0,0,2,0,-9999,0.0,2019Jan5,62.96
97,2019,Jan,5,1.00,150,33,10131,100,26,0,0,-9999,0.0,2019Jan5,59.0
98,2019,Jan,5,2.00,128,17,10132,0,0,0,0,-9999,0.0,2019Jan5,55.040000000000006
99,2019,Jan,5,3.00,111,22,10136,80,21,0,0,-9999,0.0,2019Jan5,51.980000000000004
100,2019,Jan,5,4.00,89,33,10137,0,0,0,0,-9999,0.0,2019Jan5,48.019999999999996
101,2019,Jan,5,5.00,83,28,10133,90,15,0,0,-9999,0.0,2019Jan5,46.94
102,2019,Jan,5,6.00,72,28,10129,120,21,0,0,-9999,0.0,2019Jan5,44.96
103,2019,Jan,5,7.00,72,28,10121,100,15,0,0,-9999,0.0,2019Jan5,44.96
104,2019,Jan,5,8.00,67,28,10123,0,0,-9999,0,-9999,0.0,2019Jan5,44.06
105,2019,Jan,5,9.00,72,22,10118,80,36,-9999,0,-9999,0.0,2019Jan5,44.96
106,2019,Jan,5,10.00,56,22,10115,100,26,-9999,0,-9999,0.0,2019Jan5,42.08
107,2019,Jan,5,11.00,50,22,10109,90,15,-9999,0,-9999,0.0,2019Jan5,41.0
108,2019,Jan,5,12.00,56,17,10101,0,0,6,0,-9999,0.0,2019Jan5,42.08
109,2019,Jan,5,13.00,44,17,10091,130,26,-9999,0,-9999,0.0,2019Jan5,39.92
110,2019,Jan,5,14.00,56,17,10099,0,0,-9999,0,-9999,0.0,2019Jan5,42.08
111,2019,Jan,5,15.00,61,17,10108,110,15,-9999,0,-9999,0.0,2019Jan5,42.980000000000004
