,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2017,Jan,1,0.00,83,-72,10206,220,72,8,-9999,-9999,0.0,2017Jan1,46.94
1,2017,Jan,1,1.00,83,-72,10203,220,67,-9999,0,-9999,0.0,2017Jan1,46.94
2,2017,Jan,1,2.00,78,-61,10200,230,51,-9999,0,-9999,0.0,2017Jan1,46.04
3,2017,Jan,1,3.00,78,-61,10201,220,62,-9999,0,-9999,0.0,2017Jan1,46.04
4,2017,Jan,1,4.00,78,-56,10203,230,67,-9999,0,-9999,0.0,2017Jan1,46.04
5,2017,Jan,1,5.00,78,-50,10202,230,67,-9999,0,-9999,0.0,2017Jan1,46.04
6,2017,Jan,1,6.00,78,-44,10203,240,62,8,0,-9999,0.0,2017Jan1,46.04
7,2017,Jan,1,7.00,78,-33,10199,220,57,-9999,0,-9999,0.0,2017Jan1,46.04
8,2017,Jan,1,8.00,78,-33,10203,240,41,-9999,0,-9999,0.0,2017Jan1,46.04
9,2017,Jan,1,9.00,78,-33,10204,230,57,-9999,0,-9999,0.0,2017Jan1,46.04
10,2017,Jan,1,10.00,67,-6,10207,240,51,-9999,-1,-9999,0.0,2017Jan1,44.06
11,2017,Jan,1,11.00,56,33,10215,230,67,-9999,3,-9999,0.0,2017Jan1,42.08
12,2017,Jan,1,12.00,50,39,10224,240,31,8,10,8,0.0,2017Jan1,41.0
13,2017,Jan,1,13.00,50,39,10225,220,46,-9999,20,-9999,0.0,2017Jan1,41.0
14,2017,Jan,1,14.00,56,50,10229,230,31,-9999,13,-9999,0.0,2017Jan1,42.08
15,2017,Jan,1,15.00,72,61,-9999,230,31,-9999,10,-9999,0.0,2017Jan1,44.96
16,2017,Jan,1,16.00,89,78,10238,250,21,-9999,0,-9999,0.0,2017Jan1,48.019999999999996
17,2017,Jan,1,17.00,89,78,10237,230,31,-9999,3,-9999,0.0,2017Jan1,48.019999999999996
18,2017,Jan,1,18.00,89,83,10231,250,15,8,8,60,0.0,2017Jan1,48.019999999999996
19,2017,Jan,1,19.00,94,83,10230,180,15,-9999,20,-9999,0.0,2017Jan1,48.92
20,2017,Jan,1,20.00,94,83,10233,0,0,-9999,8,-9999,0.0,2017Jan1,48.92
21,2017,Jan,1,21.00,94,83,10236,0,0,-9999,10,-9999,0.0,2017Jan1,48.92
22,2017,Jan,1,22.00,100,89,10240,0,0,-9999,-1,-9999,0.0,2017Jan1,50.0
23,2017,Jan,1,23.00,100,89,10245,0,0,-9999,-1,-9999,0.0,2017Jan1,50.0
24,2017,Jan,2,0.00,100,89,10251,130,21,8,-1,40,0.0,2017Jan2,50.0
25,2017,Jan,2,1.00,100,94,10253,130,15,-9999,5,-9999,0.0,2017Jan2,50.0
26,2017,Jan,2,2.00,100,94,10253,130,21,-9999,10,-9999,0.0,2017Jan2,50.0
27,2017,Jan,2,3.00,100,94,10251,120,21,-9999,8,-9999,0.0,2017Jan2,50.0
28,2017,Jan,2,4.00,100,94,10251,130,31,-9999,10,-9999,0.0,2017Jan2,50.0
29,2017,Jan,2,5.00,100,94,10246,110,26,-9999,-1,-9999,0.0,2017Jan2,50.0
30,2017,Jan,2,6.00,106,100,10238,90,26,8,10,40,0.0,2017Jan2,51.08
31,2017,Jan,2,7.00,106,100,10237,40,15,-9999,38,-9999,0.0,2017Jan2,51.08
32,2017,Jan,2,8.00,100,94,10239,40,26,-9999,51,-9999,0.0,2017Jan2,50.0
33,2017,Jan,2,9.00,100,94,10238,20,15,-9999,28,-9999,0.0,2017Jan2,50.0
34,2017,Jan,2,10.00,94,89,10234,40,31,-9999,15,-9999,0.0,2017Jan2,48.92
35,2017,Jan,2,11.00,100,89,10233,50,21,-9999,5,-9999,0.0,2017Jan2,50.0
36,2017,Jan,2,12.00,100,89,10234,50,31,8,10,150,0.0,2017Jan2,50.0
37,2017,Jan,2,13.00,100,94,10236,30,21,-9999,15,-9999,0.0,2017Jan2,50.0
38,2017,Jan,2,14.00,100,89,10241,20,21,-9999,74,-9999,0.0,2017Jan2,50.0
39,2017,Jan,2,15.00,100,94,10245,20,15,-9999,18,-9999,0.0,2017Jan2,50.0
40,2017,Jan,2,16.00,100,89,-9999,30,36,-9999,2,-9999,0.0,2017Jan2,50.0
41,2017,Jan,2,17.00,94,83,10233,30,31,-9999,3,-9999,0.0,2017Jan2,48.92
42,2017,Jan,2,18.00,94,83,10227,340,21,8,-1,120,0.0,2017Jan2,48.92
43,2017,Jan,2,19.00,94,83,10224,-9999,31,-9999,0,-9999,0.0,2017Jan2,48.92
44,2017,Jan,2,20.00,94,83,10221,30,31,-9999,0,-9999,0.0,2017Jan2,48.92
45,2017,Jan,2,21.00,89,83,10224,30,36,-9999,0,-9999,0.0,2017Jan2,48.019999999999996
46,2017,Jan,2,22.00,89,78,10228,30,31,-9999,0,-9999,0.0,2017Jan2,48.019999999999996
47,2017,Jan,2,23.00,89,78,10219,50,21,-9999,0,-9999,0.0,2017Jan2,48.019999999999996
48,2017,Jan,3,0.00,89,78,10227,-9999,15,8,-1,-9999,0.0,2017Jan3,48.019999999999996
49,2017,Jan,3,1.00,83,78,10220,30,26,-9999,-1,-9999,0.0,2017Jan3,46.94
50,2017,Jan,3,2.00,83,78,10219,30,36,-9999,-1,-9999,0.0,2017Jan3,46.94
51,2017,Jan,3,3.00,83,78,10212,50,31,-9999,-1,-9999,0.0,2017Jan3,46.94
52,2017,Jan,3,4.00,83,78,10211,40,21,-9999,-1,-9999,0.0,2017Jan3,46.94
53,2017,Jan,3,5.00,83,78,10200,50,21,-9999,-1,-9999,0.0,2017Jan3,46.94
54,2017,Jan,3,6.00,83,78,10187,40,26,8,-1,-1,0.0,2017Jan3,46.94
55,2017,Jan,3,7.00,83,78,10171,50,41,-9999,5,-9999,0.0,2017Jan3,46.94
56,2017,Jan,3,8.00,83,78,10158,50,26,-9999,20,-9999,0.0,2017Jan3,46.94
