year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,sunrise,sunset,is_day,warm_enough,dry,cold_enough,flight_hour,cold_enough,DHBFH,AHBFH,AHBFD,DHBCH,AHBCH,AHBCD
2019,Jan,1,0.0,111,28,10150,0,0,-9999,-9999,-9999,0.0,51.98,7.11,16.53,0,0,1,0,,0,0,2370,255,23.0,1546.0,140
2019,Jan,2,0.0,100,33,10239,0,0,6,0,-9999,0.0,50.0,7.11,16.54,0,0,0,1,,1,0,2370,255,21.0,1546.0,140
2019,Jan,3,0.0,128,-22,10233,0,0,0,0,-9999,0.0,55.040000000000006,7.11,16.55,0,1,0,0,,0,0,2370,255,18.0,1546.0,140
2019,Jan,4,0.0,144,-11,10205,0,0,4,0,-9999,0.0,57.92,7.12,16.56,0,1,0,0,,0,0,2370,255,18.0,1546.0,140
2019,Jan,5,0.0,172,0,10137,0,0,2,0,-9999,0.0,62.96,7.12,16.57,0,1,0,0,,0,0,2370,255,15.0,1546.0,140
2019,Jan,6,0.0,100,78,10125,120,67,8,25,50,0.0,50.0,7.12,16.58,0,0,0,1,,1,0,2370,255,19.0,1546.0,140
2019,Jan,7,0.0,106,83,10162,110,46,8,13,20,0.0,51.08,7.12,16.58,0,0,0,0,,0,0,2370,255,7.0,1546.0,140
2019,Jan,8,0.0,167,100,10213,110,26,6,0,-9999,0.0,62.06,7.12,16.59,0,1,0,0,,0,0,2370,255,0.0,1546.0,140
2019,Jan,9,11.0,128,89,10181,110,31,-9999,0,-9999,0.0,55.040000000000006,7.12,17.0,1,1,0,0,1.0,0,6,2370,255,0.0,1546.0,140
2019,Jan,10,0.0,133,117,10200,130,41,8,23,20,0.0,55.94,7.11,17.01,0,1,0,0,,0,0,2370,255,6.0,1546.0,140
2019,Jan,11,0.0,139,100,10201,140,15,2,0,-9999,0.0,57.02,7.11,17.02,0,1,0,0,,0,0,2370,255,15.0,1546.0,140
2019,Jan,12,0.0,167,111,10130,120,21,6,0,-9999,0.0,62.06,7.11,17.03,0,1,0,0,,0,0,2370,255,6.0,1546.0,140
2019,Jan,13,0.0,167,61,10156,170,41,4,0,-9999,0.0,62.06,7.11,17.04,0,1,0,0,,0,0,2370,255,12.0,1546.0,140
2019,Jan,14,0.0,167,56,10159,280,26,6,0,-9999,0.0,62.06,7.11,17.05,0,1,0,0,,0,0,2370,255,11.0,1546.0,140
2019,Jan,15,0.0,111,83,10138,190,15,8,15,20,0.0,51.98,7.1,17.06,0,0,0,0,,0,0,2370,255,14.0,1546.0,140
2019,Jan,16,12.0,128,89,10176,90,41,8,0,-1,0.0,55.040000000000006,7.1,17.07,1,1,0,0,1.0,0,2,2370,255,0.0,1546.0,140
2019,Jan,17,9.0,139,111,10142,120,67,-9999,33,-9999,0.0,57.02,7.1,17.08,1,1,0,0,1.0,0,8,2370,255,0.0,1546.0,140
2019,Jan,18,0.0,139,117,10208,330,21,8,-1,-1,0.0,57.02,7.09,17.09,0,1,0,0,,0,0,2370,255,0.0,1546.0,140
2019,Jan,19,0.0,178,83,10261,310,21,4,0,-9999,0.0,64.03999999999999,7.09,17.1,0,1,0,0,,0,0,2370,255,12.0,1546.0,140
2019,Jan,20,0.0,178,78,10252,100,15,6,0,-9999,0.0,64.03999999999999,7.08,17.11,0,1,0,0,,0,0,2370,255,9.0,1546.0,140
