year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,sunrise,sunset,is_day,warm_enough,dry,cold_enough,flight_hour,cold_enough,DHBFH,AHBFH,AHBFD,DHBCH,AHBCH,AHBCD
2015,Jan,1,0.0,-89,-172,10282,350,15,2,-9999,-9999,0.0,15.98,7.51,17.1,0,0,1,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,2,0.0,-67,-122,10256,240,21,2,0,-9999,0.0,19.94,7.51,17.11,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,3,0.0,-56,-122,10246,310,31,2,0,-9999,0.0,21.92,7.51,17.12,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,4,0.0,-28,-89,10266,0,0,2,0,-9999,0.0,26.96,7.51,17.13,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,5,0.0,0,-33,10317,340,46,8,0,-9999,0.0,32.0,7.51,17.14,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,6,0.0,22,-17,10322,300,31,8,0,-9999,0.0,35.96,7.51,17.15,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,7,0.0,50,0,10327,310,41,4,0,-9999,0.0,41.0,7.51,17.16,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,8,0.0,39,-6,10300,320,21,4,0,-9999,0.0,39.02,7.51,17.17,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,9,0.0,44,6,10225,310,31,6,0,-9999,0.0,39.92,7.51,17.18,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,10,0.0,28,0,10209,320,15,6,0,-9999,0.0,37.04,7.51,17.19,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,11,0.0,17,0,10174,340,15,8,0,-1,0.0,35.06,7.51,17.2,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,12,0.0,50,33,10200,340,26,6,0,-9999,0.0,41.0,7.5,17.21,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,13,0.0,22,11,10189,40,15,8,18,80,0.0,35.96,7.5,17.22,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,14,0.0,28,-11,10256,310,41,2,0,-9999,0.0,37.04,7.5,17.23,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,15,0.0,0,-28,10308,310,26,8,0,-9999,0.0,32.0,7.49,17.24,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,16,0.0,11,-22,10301,270,21,6,0,-9999,0.0,33.98,7.49,17.25,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,17,0.0,11,-22,10240,0,0,8,0,-9999,0.0,33.98,7.48,17.26,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,18,0.0,50,-6,10273,290,36,2,0,-9999,0.0,41.0,7.48,17.28,0,0,0,1,,1,0,1940,220,22.0,3581.0,205
2015,Jan,19,0.0,78,6,10227,270,21,6,0,-9999,0.0,46.04,7.47,17.29,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,20,0.0,50,28,10233,180,21,6,10,10,0.0,41.0,7.47,17.3,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,21,0.0,28,-44,10245,310,51,6,0,-9999,0.0,37.04,7.46,17.31,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,22,0.0,22,-89,10282,340,46,2,0,-9999,0.0,35.96,7.45,17.32,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,23,0.0,28,-78,10314,340,31,4,0,-9999,0.0,37.04,7.45,17.33,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,24,0.0,28,-61,10338,330,57,4,0,-9999,0.0,37.04,7.44,17.35,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,25,0.0,33,-39,10326,0,0,8,0,-9999,0.0,37.94,7.43,17.36,0,0,0,1,,1,0,1940,220,22.0,3581.0,205
2015,Jan,26,0.0,83,6,10296,310,36,4,0,-9999,0.0,46.94,7.43,17.37,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,27,0.0,72,17,10230,290,36,2,0,-9999,0.0,44.96,7.42,17.38,0,0,0,1,,1,0,1940,220,19.0,3581.0,205
2015,Jan,28,0.0,100,28,10203,0,0,4,0,-9999,0.0,50.0,7.41,17.4,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,29,0.0,78,28,10254,340,31,6,0,-9999,0.0,46.04,7.4,17.41,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
2015,Jan,30,0.0,56,22,10253,270,26,8,0,-9999,0.0,42.08,7.39,17.42,0,0,0,1,,1,0,1940,220,24.0,3581.0,205
