year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,sunrise,sunset,is_day,warm_enough,dry,cold_enough,flight_hour,cold_enough,DHBFH,AHBFH,AHBFD,DHBCH,AHBCH,AHBCD
2018,Jan,1,1.0,-101,-119,-9999,0,0,-9999,-9999,-9999,0.0,13.82,7.37,17.22,0,0,1,1,,1,0,2019,213,23.0,3726.0,202
2018,Jan,2,0.0,-130,-191,-9999,330,36,0,-9999,-9999,0.0,8.599999999999998,7.38,17.23,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,3,0.0,-71,-196,-9999,0,0,0,-9999,-9999,0.0,19.22,7.38,17.24,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,4,0.0,-50,-162,-9999,280,36,0,-9999,-9999,0.0,23.0,7.38,17.25,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,5,0.0,-125,-193,-9999,330,21,4,-9999,-9999,0.0,9.5,7.38,17.26,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,6,0.0,-120,-205,-9999,280,77,0,-9999,-9999,0.0,10.4,7.38,17.27,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,7,0.0,-110,-227,-9999,280,21,0,-9999,-9999,0.0,12.2,7.38,17.27,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,8,0.0,-75,-167,-9999,0,0,0,-9999,-9999,0.0,18.5,7.38,17.28,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,9,0.0,20,10,-9999,0,0,0,-9999,5,0.0,35.6,7.38,17.29,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,10,0.0,61,38,-9999,0,0,4,-9999,-9999,0.0,42.98,7.38,17.3,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,11,0.0,58,58,-9999,150,15,-9999,-9999,-9999,0.0,42.44,7.37,17.31,0,0,1,1,,1,0,2019,213,22.0,3726.0,202
2018,Jan,12,9.0,135,135,-9999,130,41,-9999,36,-9999,0.0,56.3,7.37,17.32,1,1,0,0,1.0,0,8,2019,213,2.0,3726.0,202
2018,Jan,13,0.0,104,67,-9999,270,41,-9999,10,211,0.0,50.72,7.37,17.33,0,0,0,0,,0,0,2019,213,22.0,3726.0,202
2018,Jan,14,0.0,-95,-132,-9999,310,62,0,-9999,-9999,0.0,14.9,7.37,17.34,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,15,0.0,-74,-134,-9999,0,0,0,-9999,-9999,0.0,18.68,7.37,17.35,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,16,0.0,-37,-106,-9999,0,0,0,-9999,-9999,0.0,25.34,7.36,17.36,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,17,0.0,-1,-61,-9999,0,0,0,-9999,-9999,0.0,31.82,7.36,17.37,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,18,0.0,-125,-165,-9999,300,77,0,-9999,-9999,0.0,9.5,7.36,17.38,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,19,0.0,-20,-194,-9999,310,51,0,-9999,-9999,0.0,28.4,7.35,17.39,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,20,0.0,8,-143,-9999,270,21,0,-9999,-9999,0.0,33.44,7.35,17.4,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,21,0.0,70,16,-9999,290,21,0,-9999,-9999,0.0,44.6,7.34,17.41,0,0,1,1,,1,0,2019,213,16.0,3726.0,202
2018,Jan,22,0.0,77,28,-9999,0,0,0,-9999,-9999,0.0,45.86,7.34,17.42,0,0,1,1,,1,0,2019,213,19.0,3726.0,202
2018,Jan,23,0.0,71,63,-9999,90,15,4,-9999,-9999,0.0,44.78,7.33,17.43,0,0,1,1,,1,0,2019,213,23.0,3726.0,202
2018,Jan,24,0.0,30,-45,-9999,290,103,0,-9999,-9999,0.0,37.4,7.33,17.44,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,25,0.0,-23,-80,-9999,300,124,4,-9999,-9999,0.0,27.86,7.32,17.45,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,26,0.0,-1,-103,-9999,0,0,0,-9999,-9999,0.0,31.82,7.31,17.46,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,27,0.0,32,-82,-9999,0,0,0,-9999,-9999,0.0,37.76,7.31,17.48,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,28,0.0,60,60,-9999,0,0,4,20,28,0.0,42.8,7.3,17.49,0,0,0,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,29,0.0,72,72,-9999,0,0,4,20,61,0.0,44.96,7.29,17.5,0,0,0,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,30,0.0,32,-81,-9999,310,57,0,-9999,-9999,0.0,37.76,7.29,17.51,0,0,1,1,,1,0,2019,213,24.0,3726.0,202
2018,Jan,31,0.0,-50,-135,-9999,310,72,0,-9999,-9999,0.0,23.0,7.28,17.52,0,0,1,1,,1,0,2019,213,23.0,3726.0,202
