year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,sunrise,sunset,is_day,warm_enough,dry,cold_enough,flight_hour,cold_enough,DHBFH,AHBFH,AHBFD,DHBCH,AHBCH,AHBCD
2015,Jan,1,0.0,28,-61,10288,0,0,6,-9999,-9999,0.0,37.04,7.24,17.11,0,0,1,1,,1,0,2511,280,23.0,2293.0,147
2015,Jan,2,0.0,50,-11,10238,220,21,4,0,-9999,0.0,41.0,7.24,17.12,0,0,0,1,,1,0,2511,280,16.0,2293.0,147
2015,Jan,3,0.0,100,44,10287,0,0,8,0,-9999,0.0,50.0,7.24,17.13,0,0,0,1,,1,0,2511,280,23.0,2293.0,147
2015,Jan,4,9.0,144,133,10186,210,41,-9999,8,-9999,0.0,57.92,7.24,17.14,1,1,0,0,1.0,0,8,2511,280,9.0,2293.0,147
2015,Jan,5,0.0,183,156,10133,230,93,8,0,20,0.0,64.94,7.25,17.14,0,1,0,0,,0,0,2511,280,14.0,2293.0,147
2015,Jan,6,0.0,56,-67,10302,0,0,4,0,-9999,0.0,42.08,7.25,17.15,0,0,0,1,,1,0,2511,280,20.0,2293.0,147
2015,Jan,7,0.0,61,-50,10199,0,0,4,0,-9999,0.0,42.98,7.25,17.16,0,0,0,1,,1,0,2511,280,24.0,2293.0,147
2015,Jan,8,0.0,-33,-178,10271,-9999,31,6,0,-9999,0.0,26.06,7.25,17.17,0,0,0,1,,1,0,2511,280,24.0,2293.0,147
2015,Jan,9,0.0,-56,-189,10323,0,0,2,0,-9999,0.0,21.92,7.24,17.18,0,0,0,1,,1,0,2511,280,24.0,2293.0,147
2015,Jan,10,0.0,22,-128,10236,0,0,6,0,-9999,0.0,35.96,7.24,17.19,0,0,0,1,,1,0,2511,280,24.0,2293.0,147
2015,Jan,11,1.0,-33,-150,10362,0,0,2,0,-9999,0.0,26.06,7.24,17.2,0,0,0,1,,1,0,2511,280,23.0,2293.0,147
2015,Jan,12,0.0,72,-117,10349,90,15,8,0,-9999,0.0,44.96,7.24,17.21,0,0,0,1,,1,0,2511,280,24.0,2293.0,147
