year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,sunrise,sunset,is_day,warm_enough,dry,cold_enough,flight_hour,cold_enough,DHBFH,AHBFH,AHBFD,DHBCH,AHBCH,AHBCD
2019,Jan,1,9.0,189,172,10144,230,77,-9999,0,-9999,0.0,66.02,7.24,17.11,1,1,0,0,1.0,0,8,2449,260,0.0,2545.0,158
2019,Jan,2,0.0,150,94,10205,0,0,8,0,-9999,0.0,59.0,7.24,17.12,0,1,0,0,,0,0,2449,260,8.0,2545.0,158
2019,Jan,3,0.0,106,61,10208,90,21,8,0,-9999,0.0,51.08,7.24,17.13,0,0,0,0,,0,0,2449,260,13.0,2545.0,158
2019,Jan,4,0.0,106,106,10173,0,0,6,0,-1,0.0,51.08,7.24,17.14,0,0,0,0,,0,0,2449,260,16.0,2545.0,158
2019,Jan,5,0.0,122,117,10034,120,88,8,-1,70,0.0,53.96,7.25,17.14,0,0,0,0,,0,0,2449,260,7.0,2545.0,158
2019,Jan,6,16.0,128,33,10206,-9999,31,-9999,0,-9999,0.0,55.040000000000006,7.25,17.15,1,1,0,0,1.0,0,1,2449,260,9.0,2545.0,158
2019,Jan,7,0.0,111,28,10223,340,26,2,0,-9999,0.0,51.98,7.25,17.16,0,0,0,0,,0,0,2449,260,23.0,2545.0,158
2019,Jan,8,16.0,128,94,10191,200,41,-9999,0,-9999,0.0,55.040000000000006,7.25,17.17,1,1,0,0,1.0,0,1,2449,260,15.0,2545.0,158
2019,Jan,9,0.0,161,94,10115,220,41,6,0,-9999,0.0,60.98,7.25,17.18,0,1,0,0,,0,0,2449,260,9.0,2545.0,158
2019,Jan,10,0.0,78,-72,10124,330,21,2,0,-9999,0.0,46.04,7.24,17.19,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,11,0.0,11,-106,10218,340,36,6,0,-9999,0.0,33.98,7.24,17.2,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,12,0.0,11,-78,10286,60,15,2,0,-9999,0.0,33.98,7.24,17.21,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,13,0.0,17,-17,10301,60,21,8,-1,3,0.0,35.06,7.24,17.22,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,14,0.0,11,0,10213,20,36,8,-1,3,0.0,33.98,7.24,17.23,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,15,0.0,17,-11,10236,0,0,4,0,-9999,0.0,35.06,7.23,17.24,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,16,0.0,22,0,10228,0,0,2,0,-9999,0.0,35.96,7.23,17.25,0,0,0,1,,1,0,2449,260,19.0,2545.0,158
2019,Jan,17,0.0,56,0,10230,0,0,2,0,-9999,0.0,42.08,7.23,17.26,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,18,0.0,72,33,10221,140,31,8,3,3,0.0,44.96,7.22,17.27,0,0,0,1,,1,0,2449,260,17.0,2545.0,158
2019,Jan,19,0.0,94,39,10197,0,0,4,0,-9999,0.0,48.92,7.22,17.28,0,0,0,1,,1,0,2449,260,21.0,2545.0,158
2019,Jan,20,9.0,144,133,9952,180,72,-9999,20,-9999,0.0,57.92,7.22,17.29,1,1,0,0,1.0,0,6,2449,260,8.0,2545.0,158
2019,Jan,21,0.0,11,-122,10119,310,51,4,0,-9999,0.0,33.98,7.21,17.3,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,22,0.0,-33,-194,10331,0,0,2,0,-9999,0.0,26.06,7.21,17.31,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,23,0.0,11,-156,10367,140,21,2,0,-9999,0.0,33.98,7.2,17.32,0,0,0,1,,1,0,2449,260,18.0,2545.0,158
2019,Jan,24,9.0,167,156,10057,180,77,-9999,3,-9999,0.0,62.06,7.2,17.33,1,1,0,0,1.0,0,8,2449,260,0.0,2545.0,158
2019,Jan,25,0.0,94,6,10096,340,21,2,0,-9999,0.0,48.92,7.19,17.34,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,26,0.0,28,-67,10222,0,0,4,0,-9999,0.0,37.04,7.19,17.35,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,27,0.0,44,-72,10224,0,0,2,0,-9999,0.0,39.92,7.18,17.36,0,0,0,1,,1,0,2449,260,20.0,2545.0,158
2019,Jan,28,0.0,78,-22,10174,230,15,8,0,-9999,0.0,46.04,7.17,17.37,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,29,0.0,56,-39,10149,130,31,2,0,-9999,0.0,42.08,7.17,17.38,0,0,0,1,,1,0,2449,260,19.0,2545.0,158
2019,Jan,30,0.0,50,44,10121,0,0,6,5,40,0.0,41.0,7.16,17.39,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Jan,31,0.0,39,-128,10206,300,36,2,0,-9999,0.0,39.02,7.15,17.4,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,1,0.0,6,-106,10295,170,26,2,0,-9999,0.0,33.08,7.14,17.41,0,0,0,1,,1,0,2449,260,18.0,2545.0,158
2019,Feb,2,0.0,117,-28,10259,0,0,6,0,-9999,0.0,53.06,7.14,17.42,0,0,0,0,,0,0,2449,260,17.0,2545.0,158
2019,Feb,3,0.0,100,17,10232,150,26,2,0,-9999,0.0,50.0,7.13,17.43,0,0,0,1,,1,0,2449,260,16.0,2545.0,158
2019,Feb,4,16.0,150,44,10186,50,41,2,0,-9999,0.0,59.0,7.12,17.44,1,1,0,0,1.0,0,1,2449,260,14.0,2545.0,158
2019,Feb,5,15.0,139,72,10178,-9999,15,-9999,0,-9999,0.0,57.02,7.11,17.45,1,1,0,0,1.0,0,2,2449,260,12.0,2545.0,158
2019,Feb,6,14.0,144,117,10197,0,0,2,0,-9999,0.0,57.92,7.1,17.46,1,1,0,0,1.0,0,3,2449,260,8.0,2545.0,158
2019,Feb,7,9.0,167,150,10175,230,46,-9999,0,-9999,0.0,62.06,7.09,17.47,1,1,0,0,1.0,0,8,2449,260,0.0,2545.0,158
2019,Feb,8,9.0,167,133,10155,230,36,2,0,-9999,0.0,62.06,7.08,17.48,1,1,0,0,1.0,0,8,2449,260,0.0,2545.0,158
2019,Feb,9,0.0,133,-50,10249,340,31,6,0,-9999,0.0,55.94,7.07,17.5,0,1,0,0,,0,0,2449,260,22.0,2545.0,158
2019,Feb,10,0.0,39,-83,10389,0,0,6,0,-9999,0.0,39.02,7.06,17.51,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,11,0.0,56,-39,10309,0,0,8,0,-9999,0.0,42.08,7.05,17.52,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,12,0.0,61,61,10224,70,21,8,-1,-1,0.0,42.98,7.04,17.53,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,13,0.0,78,78,10089,10,31,8,-1,-1,0.0,46.04,7.03,17.54,0,0,0,1,,1,0,2449,260,17.0,2545.0,158
2019,Feb,14,0.0,100,-106,10157,260,26,2,0,-9999,0.0,50.0,7.02,17.55,0,0,0,1,,1,0,2449,260,16.0,2545.0,158
2019,Feb,15,15.0,144,50,10126,230,51,-9999,0,-9999,0.0,57.92,7.01,17.56,1,1,0,0,1.0,0,2,2449,260,2.0,2545.0,158
2019,Feb,16,8.0,133,111,10078,210,26,-9999,0,-9999,0.0,55.94,7.0,17.57,1,1,0,0,1.0,0,3,2449,260,11.0,2545.0,158
2019,Feb,17,0.0,39,11,10140,40,21,8,0,3,0.0,39.02,6.59,17.58,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,18,0.0,33,28,10161,170,15,8,-1,5,0.0,37.94,6.58,17.59,0,0,0,1,,1,0,2449,260,16.0,2545.0,158
2019,Feb,19,0.0,111,-11,10230,-9999,21,6,0,-9999,0.0,51.98,6.57,18.0,0,0,0,0,,0,0,2449,260,23.0,2545.0,158
2019,Feb,20,0.0,56,-17,10353,130,21,8,0,-9999,0.0,42.08,6.56,18.0,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,21,0.0,17,17,10232,360,26,8,-1,40,0.0,35.06,6.54,18.01,0,0,0,1,,1,0,2449,260,19.0,2545.0,158
2019,Feb,22,0.0,117,111,10200,150,21,6,0,-9999,0.0,53.06,6.53,18.02,0,0,0,0,,0,0,2449,260,16.0,2545.0,158
2019,Feb,23,0.0,61,61,10288,70,26,8,15,40,0.0,42.98,6.52,18.03,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Feb,24,0.0,50,44,10208,0,0,8,18,130,0.0,41.0,6.51,18.04,0,0,0,1,,1,0,2449,260,17.0,2545.0,158
2019,Feb,25,0.0,167,-28,10098,280,72,4,0,-9999,0.0,62.06,6.49,18.05,0,1,0,0,,0,0,2449,260,11.0,2545.0,158
2019,Feb,26,16.0,133,-22,10301,-9999,15,4,0,-9999,0.0,55.94,6.48,18.06,1,1,0,0,1.0,0,2,2449,260,16.0,2545.0,158
2019,Feb,27,0.0,128,-28,10266,180,26,6,0,-9999,0.0,55.040000000000006,6.47,18.07,0,1,0,0,,0,0,2449,260,21.0,2545.0,158
2019,Feb,28,16.0,133,89,10180,40,51,-9999,0,-9999,0.0,55.94,6.46,18.08,1,1,0,0,1.0,0,2,2449,260,15.0,2545.0,158
2019,Mar,1,0.0,117,72,10184,110,36,6,0,-9999,0.0,53.06,6.44,18.09,0,0,0,0,,0,0,2449,260,20.0,2545.0,158
2019,Mar,2,0.0,50,44,10176,30,26,8,18,110,0.0,41.0,6.43,18.1,0,0,0,1,,1,0,2449,260,18.0,2545.0,158
2019,Mar,3,0.0,106,61,10181,50,26,6,0,-9999,0.0,51.08,6.42,18.11,0,0,0,0,,0,0,2449,260,22.0,2545.0,158
2019,Mar,4,0.0,83,72,10069,60,31,8,0,0,0.0,46.94,6.4,18.12,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Mar,5,0.0,56,-17,10164,0,0,4,0,-9999,0.0,42.08,6.39,18.13,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Mar,6,0.0,28,-61,10155,0,0,2,0,-9999,0.0,37.04,6.38,18.14,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Mar,7,0.0,22,-128,10256,0,0,2,0,-9999,0.0,35.96,6.36,18.14,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Mar,8,0.0,67,-117,10268,0,0,6,0,-9999,0.0,44.06,6.35,18.15,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Mar,9,0.0,61,56,10225,0,0,8,15,20,0.0,42.98,6.34,18.16,0,0,0,1,,1,0,2449,260,24.0,2545.0,158
2019,Mar,10,14.0,128,128,10184,220,46,-9999,0,-9999,0.0,55.040000000000006,7.32,19.17,1,1,0,0,1.0,0,5,2449,260,14.0,2545.0,158
2019,Mar,11,9.0,139,72,10198,0,0,-9999,0,-9999,0.0,57.02,7.31,19.18,1,1,0,0,1.0,0,10,2449,260,1.0,2545.0,158
2019,Mar,12,17.0,128,-56,10261,-9999,15,-9999,0,-9999,0.0,55.040000000000006,7.29,19.19,1,1,0,0,1.0,0,2,2449,260,11.0,2545.0,158
2019,Mar,13,16.0,139,11,10281,230,41,-9999,0,-9999,0.0,57.02,7.28,19.2,1,1,0,0,1.0,0,3,2449,260,14.0,2545.0,158
2019,Mar,14,14.0,156,94,10238,210,46,4,0,-9999,0.0,60.08,7.27,19.21,1,1,0,0,1.0,0,5,2449,260,3.0,2545.0,158
2019,Mar,15,9.0,167,133,10176,210,57,-9999,0,-9999,0.0,62.06,7.25,19.21,1,1,0,0,1.0,0,10,2449,260,0.0,2545.0,158
2019,Mar,16,18.0,128,-44,10221,290,26,6,0,-9999,0.0,55.040000000000006,7.24,19.22,1,1,0,0,1.0,0,1,2449,260,6.0,2545.0,158
2019,Mar,17,0.0,94,-22,10214,0,0,6,0,-9999,0.0,48.92,7.22,19.23,0,0,0,1,,1,0,2449,260,17.0,2545.0,158
2019,Mar,18,16.0,133,-6,10225,270,31,0,0,-9999,0.0,55.94,7.21,19.24,1,1,0,0,1.0,0,3,2449,260,15.0,2545.0,158
2019,Mar,19,0.0,100,-33,10246,30,26,4,0,-9999,0.0,50.0,7.19,19.25,0,0,0,1,,1,0,2449,260,18.0,2545.0,158
2019,Mar,20,0.0,83,-56,10277,30,26,4,0,-9999,0.0,46.94,7.18,19.26,0,0,0,1,,1,0,2449,260,23.0,2545.0,158
2019,Mar,21,0.0,61,50,10220,30,31,8,-1,10,0.0,42.98,7.17,19.26,0,0,0,1,,1,0,2449,260,17.0,2545.0,158
2019,Mar,22,16.0,128,0,10095,270,57,2,0,-9999,0.0,55.040000000000006,7.15,19.27,1,1,0,0,1.0,0,3,2449,260,15.0,2545.0,158
2019,Mar,23,17.0,133,-72,10237,320,41,0,0,-9999,0.0,55.94,7.14,19.28,1,1,0,0,1.0,0,2,2449,260,13.0,2545.0,158
2019,Mar,24,15.0,144,-11,10268,230,41,-9999,0,-9999,0.0,57.92,7.12,19.29,1,1,0,0,1.0,0,4,2449,260,13.0,2545.0,158
2019,Mar,25,13.0,133,100,10177,230,36,-9999,0,-9999,0.0,55.94,7.11,19.3,1,1,0,0,1.0,0,6,2449,260,0.0,2545.0,158
2019,Mar,26,0.0,139,122,10131,20,15,8,5,40,0.0,57.02,7.09,19.31,0,1,0,0,,0,0,2449,260,9.0,2545.0,158
