Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,accum_day,concat3,concat_hour,num_month,month_concat
0,2017,Jan,1,3.0,22,-42,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,35.96,0,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan13.035.96,1,2017113.0
1,2017,Jan,1,4.0,48,-20,-9999,270,15,-9999,-9999,-9999,0.0,2017Jan1,40.64,1,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan14.040.64,1,2017114.0
2,2017,Jan,1,5.0,40,0,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,39.2,2,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan15.039.2,1,2017115.0
3,2017,Jan,1,6.0,40,-5,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,39.2,3,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan16.039.2,1,2017116.0
4,2017,Jan,1,7.0,50,2,-9999,0,0,-9999,-9999,-9999,0.0,2017Jan1,41.0,4,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan17.041.0,1,2017117.0
5,2017,Jan,1,8.0,52,11,-9999,230,31,4,-9999,-9999,0.0,2017Jan1,41.36,5,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan18.041.36,1,2017118.0
6,2017,Jan,1,9.0,42,12,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,39.56,6,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan19.039.56,1,2017119.0
7,2017,Jan,1,10.0,36,6,-9999,10,21,-9999,-9999,-9999,0.0,2017Jan1,38.48,7,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan110.038.48,1,20171110.0
8,2017,Jan,1,11.0,25,5,-9999,0,0,-9999,-9999,-9999,0.0,2017Jan1,36.5,8,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan111.036.5,1,20171111.0
9,2017,Jan,1,12.0,27,22,-9999,0,0,-9999,-9999,-9999,0.0,2017Jan1,36.86,9,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan112.036.86,1,20171112.0
10,2017,Jan,1,13.0,33,10,-9999,0,0,-9999,-9999,-9999,0.0,2017Jan1,37.94,10,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan113.037.94,1,20171113.0
11,2017,Jan,1,14.0,43,21,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,39.74,11,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan114.039.74,1,20171114.0
12,2017,Jan,1,15.0,68,39,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,44.24,12,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan115.044.24,1,20171115.0
13,2017,Jan,1,16.0,100,60,-9999,0,0,4,-9999,-9999,0.0,2017Jan1,50.0,13,7.37,17.23,1,0,1,,1,2017Jan1nan,2017Jan11,2017Jan116.050.0,1,20171116.0
14,2017,Jan,1,17.0,118,66,-9999,0,0,-9999,-9999,-9999,0.0,2017Jan1,53.24,14,7.37,17.23,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan117.053.24,1,20171117.0
