Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,accum_day,concat3,concat_hour,num_month,month_concat
0,2017,Jan,1,0.0,67,44,10134,280,41,6,-9999,20,0.0,2017Jan1,44.06,0,7.11,16.54,0,0,1,,1,2017Jan1nan,2017Jan11,2017Jan10.044.06,1,2017110.0
1,2017,Jan,1,1.0,67,44,10135,310,36,-9999,0,-9999,0.0,2017Jan1,44.06,1,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan11.044.06,1,2017111.0
2,2017,Jan,1,2.0,72,44,10143,180,15,-9999,0,-9999,0.0,2017Jan1,44.96,2,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan12.044.96,1,2017112.0
3,2017,Jan,1,3.0,67,50,10147,110,15,-9999,0,-9999,0.0,2017Jan1,44.06,3,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan13.044.06,1,2017113.0
4,2017,Jan,1,4.0,67,50,10145,160,15,-9999,0,-9999,0.0,2017Jan1,44.06,4,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan14.044.06,1,2017114.0
5,2017,Jan,1,5.0,67,50,10151,150,15,-9999,0,-9999,0.0,2017Jan1,44.06,5,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan15.044.06,1,2017115.0
6,2017,Jan,1,6.0,67,50,10158,180,26,6,0,-9999,0.0,2017Jan1,44.06,6,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan16.044.06,1,2017116.0
7,2017,Jan,1,7.0,61,44,10160,180,31,-9999,0,-9999,0.0,2017Jan1,42.98,7,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan17.042.98,1,2017117.0
8,2017,Jan,1,8.0,61,44,10155,200,21,-9999,0,-9999,0.0,2017Jan1,42.98,8,7.11,16.54,0,0,0,,1,2017Jan1nan,2017Jan11,2017Jan18.042.98,1,2017118.0
9,2017,Jan,1,9.0,61,44,10150,170,21,-9999,0,-9999,0.0,2017Jan1,42.98,9,7.11,16.54,1,0,0,,1,2017Jan1nan,2017Jan11,2017Jan19.042.98,1,2017119.0
10,2017,Jan,1,10.0,61,44,10154,130,15,-9999,0,-9999,0.0,2017Jan1,42.98,10,7.11,16.54,1,0,0,,1,2017Jan1nan,2017Jan11,2017Jan110.042.98,1,20171110.0
11,2017,Jan,1,11.0,56,44,10158,130,21,-9999,0,-9999,0.0,2017Jan1,42.08,11,7.11,16.54,1,0,0,,1,2017Jan1nan,2017Jan11,2017Jan111.042.08,1,20171111.0
12,2017,Jan,1,12.0,56,44,10158,120,36,8,0,-9999,0.0,2017Jan1,42.08,12,7.11,16.54,1,0,0,,1,2017Jan1nan,2017Jan11,2017Jan112.042.08,1,20171112.0
13,2017,Jan,1,13.0,56,44,10157,130,36,-9999,0,-9999,0.0,2017Jan1,42.08,13,7.11,16.54,1,0,0,,1,2017Jan1nan,2017Jan11,2017Jan113.042.08,1,20171113.0
