DHBCH,concat,Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,concat3,concat_hour,num_month,month_concat,DHBFH
6.0,2019Apr10,2376,2019,Apr,10,0.0,200,17,10182,320,124,2,0,-9999,0.0,68.0,2376,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr100.068.0,4,20194100.0,0
6.0,2019Apr10,2377,2019,Apr,10,1.0,189,22,10186,320,113,2,0,-9999,0.0,66.02,2377,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr101.066.02,4,20194101.0,0
6.0,2019Apr10,2378,2019,Apr,10,2.0,161,17,10188,320,88,2,0,-9999,0.0,60.98,2378,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr102.060.98,4,20194102.0,0
6.0,2019Apr10,2379,2019,Apr,10,3.0,156,28,10192,320,93,2,0,-9999,0.0,60.08,2379,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr103.060.08,4,20194103.0,0
6.0,2019Apr10,2380,2019,Apr,10,4.0,150,39,10195,310,67,2,0,-9999,0.0,59.0,2380,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr104.059.0,4,20194104.0,0
6.0,2019Apr10,2381,2019,Apr,10,5.0,144,33,10196,310,88,0,0,-9999,0.0,57.92,2381,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr105.057.92,4,20194105.0,0
6.0,2019Apr10,2382,2019,Apr,10,6.0,133,39,10200,300,67,0,0,0,0.0,55.94,2382,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr106.055.94,4,20194106.0,0
6.0,2019Apr10,2383,2019,Apr,10,7.0,128,39,10202,300,77,0,0,-9999,0.0,55.040000000000006,2383,6.32,19.29,0,1,0,,0,2019Apr100,2019Apr107.055.040000000000006,4,20194107.0,0
6.0,2019Apr10,2384,2019,Apr,10,8.0,122,39,10204,330,57,0,0,-9999,0.0,53.96,2384,6.32,19.29,1,0,0,,0,2019Apr100,2019Apr108.053.96,4,20194108.0,0
6.0,2019Apr10,2385,2019,Apr,10,9.0,111,44,10207,320,72,0,0,-9999,0.0,51.98,2385,6.32,19.29,1,0,0,,0,2019Apr100,2019Apr109.051.98,4,20194109.0,0
