year,month,day,hour,air_temp[C]_scale_10,dew_point_temp[C]_scale_10,wind_direction[degrees],wind_speed_rate[meters.per.second]_scale_10,coverage_code,precipitation[millimeters]_1Hour,precipitation[millimeters]_6Hour
2017,1,1,3,22,-42,0,0,4,-9999,-9999
2017,1,1,4,48,-20,270,15,-9999,-9999,-9999
2017,1,1,5,40,0,0,0,4,-9999,-9999
2017,1,1,6,40,-5,0,0,4,-9999,-9999
2017,1,1,7,50,2,0,0,-9999,-9999,-9999
2017,1,1,8,52,11,230,31,4,-9999,-9999
2017,1,1,9,42,12,0,0,4,-9999,-9999
2017,1,1,10,36,6,10,21,-9999,-9999,-9999
2017,1,1,11,25,5,0,0,-9999,-9999,-9999
2017,1,1,12,27,22,0,0,-9999,-9999,-9999
2017,1,1,13,33,10,0,0,-9999,-9999,-9999
2017,1,1,14,43,21,0,0,4,-9999,-9999
2017,1,1,15,68,39,0,0,4,-9999,-9999
2017,1,1,16,100,60,0,0,4,-9999,-9999
2017,1,1,17,118,66,0,0,-9999,-9999,-9999
2017,1,1,18,100,37,120,21,-9999,-9999,-9999
2017,1,1,19,75,30,110,26,-9999,-9999,-9999
2017,1,1,20,86,25,0,0,4,-9999,-9999
2017,1,1,21,78,20,130,21,4,-9999,-9999
2017,1,1,22,56,48,130,21,-9999,3,-9999
2017,1,1,23,55,54,130,15,-9999,-9999,-9999
2017,1,2,0,56,56,140,36,-9999,-9999,3
2017,1,2,1,50,50,130,21,-9999,-9999,-9999
2017,1,2,2,47,47,130,31,-9999,-9999,-9999
2017,1,2,3,42,42,120,15,-9999,-9999,-9999
2017,1,2,4,43,43,0,0,-9999,-9999,-9999
2017,1,2,5,45,45,0,0,-9999,-9999,-9999
2017,1,2,6,48,48,0,0,-9999,-9999,-9999
2017,1,2,7,48,48,0,0,-9999,-9999,-9999
2017,1,2,8,50,50,0,0,-9999,-9999,-9999
2017,1,2,9,50,50,0,0,9,8,-9999
2017,1,2,10,52,52,0,0,4,20,-9999
2017,1,2,11,55,55,0,0,-9999,18,-9999
2017,1,2,12,55,55,0,0,-9999,10,56
2017,1,2,13,59,59,0,0,0,20,-9999
2017,1,2,14,61,61,0,0,9,18,-9999
2017,1,2,15,65,65,110,15,-9999,30,-9999
2017,1,2,16,73,73,90,15,-9999,3,-9999
2017,1,2,17,81,81,0,0,-9999,-9999,-9999
2017,1,2,18,88,88,0,0,-9999,-9999,74
2017,1,2,19,95,95,0,0,-9999,-9999,-9999
2017,1,2,20,93,93,130,15,-9999,-9999,-9999
2017,1,2,21,85,85,120,31,-9999,-9999,-9999
2017,1,2,22,77,77,0,0,-9999,-9999,-9999
2017,1,2,23,70,70,120,21,-9999,-9999,-9999
2017,1,3,0,67,67,0,0,-9999,-9999,-9999
2017,1,3,1,65,65,0,0,-9999,-9999,-9999
2017,1,3,2,64,64,120,26,-9999,-9999,-9999
2017,1,3,3,62,62,90,15,-9999,-9999,-9999
2017,1,3,4,63,63,0,0,-9999,-9999,-9999
2017,1,3,5,62,62,120,26,-9999,-9999,-9999
2017,1,3,6,57,57,0,0,4,13,13
2017,1,3,7,55,55,0,0,-9999,5,-9999
2017,1,3,8,55,55,0,0,0,28,-9999
2017,1,3,9,55,55,0,0,4,15,-9999
2017,1,3,10,55,55,0,0,-9999,-9999,-9999
2017,1,3,11,56,56,0,0,-9999,3,-9999
2017,1,3,12,54,54,160,15,-9999,-9999,53
2017,1,3,13,58,58,0,0,-9999,-9999,-9999
2017,1,3,14,67,67,0,0,-9999,-9999,-9999
2017,1,3,15,83,83,140,21,-9999,-9999,-9999
2017,1,3,16,93,93,0,0,-9999,-9999,-9999
2017,1,3,17,95,95,120,15,4,-9999,-9999
2017,1,3,18,96,92,80,15,-9999,-9999,-9999
2017,1,3,19,121,102,300,62,4,-9999,-9999
2017,1,3,20,126,90,280,62,0,-9999,-9999
2017,1,3,21,130,85,290,77,0,-9999,-9999
2017,1,3,22,125,90,290,41,4,-9999,-9999
2017,1,3,23,120,91,290,51,-9999,-9999,-9999
2017,1,4,0,117,92,290,57,4,3,3
2017,1,4,1,116,91,280,36,-9999,-9999,-9999
2017,1,4,2,112,107,290,57,-9999,3,-9999
2017,1,4,3,110,105,300,57,-9999,5,-9999
2017,1,4,4,106,101,290,46,-9999,3,-9999
2017,1,4,5,103,102,290,31,-9999,8,-9999
2017,1,4,6,103,100,280,46,-9999,-9999,18
2017,1,4,7,102,96,290,98,-9999,-9999,-9999
2017,1,4,8,90,85,300,129,-9999,3,-9999
2017,1,4,9,77,75,290,124,-9999,-9999,-9999
2017,1,4,10,70,57,290,134,-9999,-9999,-9999
2017,1,4,11,70,37,290,118,4,-9999,-9999
2017,1,4,12,66,32,300,113,4,-9999,3
2017,1,4,13,54,30,300,113,-9999,-9999,-9999
2017,1,4,14,46,29,300,88,-9999,-9999,-9999
2017,1,4,15,42,10,290,93,-9999,-9999,-9999
2017,1,4,16,36,1,300,82,4,-9999,-9999
2017,1,4,17,25,-2,310,93,-9999,-9999,-9999
2017,1,4,18,31,-20,300,93,4,-9999,-9999
2017,1,4,19,36,-39,290,57,4,-9999,-9999
2017,1,4,20,30,-40,290,88,0,-9999,-9999
2017,1,4,21,26,-46,300,57,0,-9999,-9999
2017,1,4,22,17,-78,300,77,0,-9999,-9999
2017,1,4,23,10,-99,290,98,0,-9999,-9999
2017,1,5,0,1,-108,290,98,0,-9999,-9999
2017,1,5,1,-2,-101,290,98,0,-9999,-9999
2017,1,5,2,-13,-92,300,93,0,-9999,-9999
2017,1,5,3,-19,-96,290,72,0,-9999,-9999
2017,1,5,4,-25,-98,300,72,0,-9999,-9999
2017,1,5,5,-30,-102,0,0,0,-9999,-9999
2017,1,5,6,-33,-97,320,21,0,-9999,-9999
2017,1,5,7,-38,-100,0,0,0,-9999,-9999
2017,1,5,8,-40,-105,0,0,0,-9999,-9999
2017,1,5,9,-38,-103,320,21,0,-9999,-9999
2017,1,5,10,-49,-95,0,0,0,-9999,-9999
2017,1,5,11,-40,-95,0,0,-9999,-9999,-9999
2017,1,5,12,-33,-100,300,15,-9999,-9999,-9999
2017,1,5,13,-11,-137,260,21,-9999,-9999,-9999
2017,1,5,14,-10,-132,290,21,4,-9999,-9999
2017,1,5,15,0,-136,0,0,-9999,-9999,-9999
2017,1,5,16,5,-132,220,46,4,-9999,-9999
2017,1,5,17,7,-129,210,31,-9999,-9999,-9999
2017,1,5,18,6,-116,200,36,-9999,-9999,-9999
2017,1,5,19,15,-106,200,15,-9999,-9999,-9999
2017,1,5,20,11,-90,160,15,-9999,-9999,-9999
2017,1,5,21,8,-94,0,0,-9999,-9999,-9999
2017,1,5,22,3,-81,140,26,-9999,-9999,-9999
2017,1,5,23,-1,-81,0,0,-9999,-9999,-9999
2017,1,6,0,-2,-83,0,0,-9999,-9999,-9999
2017,1,6,1,-6,-73,0,0,-9999,-9999,-9999
2017,1,6,2,5,-71,260,26,-9999,-9999,-9999
2017,1,6,3,2,-74,280,36,-9999,-9999,-9999
2017,1,6,4,-5,-83,280,46,-9999,-9999,-9999
2017,1,6,5,-13,-77,280,51,-9999,-9999,-9999
2017,1,6,6,-18,-73,290,62,-9999,-9999,-9999
2017,1,6,7,-26,-61,280,41,4,-9999,-9999
2017,1,6,8,-32,-52,290,41,-9999,-9999,-9999
2017,1,6,9,-30,-51,290,51,-9999,-9999,-9999
2017,1,6,10,-31,-47,290,46,-9999,-9999,-9999
2017,1,6,11,-35,-38,300,57,-9999,-9999,-9999
2017,1,6,12,-35,-35,290,41,-9999,-9999,-9999
2017,1,6,13,-36,-41,300,41,-9999,-9999,-9999
2017,1,6,14,-38,-41,300,36,-9999,-9999,-9999
2017,1,6,15,-34,-55,300,88,-9999,-9999,-9999
2017,1,6,16,-32,-57,270,41,-9999,-9999,-9999
2017,1,6,17,-25,-63,280,57,4,-9999,-9999
2017,1,6,18,-26,-68,300,36,-9999,-9999,-9999
2017,1,6,19,-30,-68,290,36,-9999,-9999,-9999
2017,1,6,20,-35,-62,280,36,-9999,-9999,-9999
2017,1,6,21,-37,-58,290,26,-9999,-9999,-9999
2017,1,6,22,-42,-63,270,31,-9999,-9999,-9999
2017,1,6,23,-46,-67,290,36,-9999,-9999,-9999
2017,1,7,0,-47,-70,0,0,-9999,-9999,-9999
2017,1,7,1,-48,-68,0,0,-9999,-9999,-9999
2017,1,7,2,-44,-45,0,0,-9999,3,-9999
2017,1,7,3,-45,-46,0,0,-9999,-9999,-9999
2017,1,7,4,-50,-50,110,21,4,3,-9999
2017,1,7,5,-55,-55,0,0,-9999,5,-9999
2017,1,7,6,-60,-65,0,0,4,10,20
2017,1,7,7,-60,-66,0,0,-9999,10,-9999
2017,1,7,8,-61,-63,0,0,-9999,15,-9999
2017,1,7,9,-65,-70,360,15,-9999,8,-9999
2017,1,7,10,-66,-82,290,41,-9999,-9999,-9999
2017,1,7,11,-69,-91,300,67,-9999,-9999,-9999
2017,1,7,12,-82,-114,320,51,-9999,-9999,36
2017,1,7,13,-91,-125,300,62,-9999,-9999,-9999
2017,1,7,14,-98,-125,310,72,-9999,-9999,-9999
2017,1,7,15,-100,-135,300,57,0,-9999,-9999
2017,1,7,16,-100,-134,300,77,-9999,-9999,-9999
2017,1,7,17,-105,-139,300,82,-9999,-9999,-9999
2017,1,7,18,-97,-140,310,113,0,-9999,-9999
2017,1,7,19,-100,-142,300,103,0,-9999,-9999
2017,1,7,20,-96,-150,300,72,0,-9999,-9999
2017,1,7,21,-102,-151,310,82,0,-9999,-9999
2017,1,7,22,-105,-161,320,41,0,-9999,-9999
2017,1,7,23,-111,-150,300,51,0,-9999,-9999
2017,1,8,0,-115,-151,300,103,0,-9999,-9999
2017,1,8,1,-118,-155,310,98,0,-9999,-9999
2017,1,8,2,-121,-162,290,88,0,-9999,-9999
2017,1,8,3,-125,-172,300,77,0,-9999,-9999
2017,1,8,4,-130,-179,300,72,0,-9999,-9999
2017,1,8,5,-133,-182,310,62,0,-9999,-9999
2017,1,8,6,-135,-179,320,77,0,-9999,-9999
2017,1,8,7,-138,-177,320,51,-9999,-9999,-9999
2017,1,8,8,-142,-172,320,41,4,-9999,-9999
2017,1,8,9,-145,-175,330,41,9,-9999,-9999
2017,1,8,10,-147,-179,310,41,-9999,-9999,-9999
2017,1,8,11,-152,-187,300,67,4,-9999,-9999
2017,1,8,12,-153,-185,290,67,-9999,-9999,-9999
2017,1,8,13,-156,-195,300,57,-9999,-9999,-9999
2017,1,8,14,-155,-195,320,72,-9999,-9999,-9999
2017,1,8,15,-151,-195,310,72,0,-9999,-9999
2017,1,8,16,-137,-194,330,82,0,-9999,-9999
2017,1,8,17,-124,-186,300,88,0,-9999,-9999
2017,1,8,18,-115,-181,300,88,0,-9999,-9999
2017,1,8,19,-112,-182,310,62,0,-9999,-9999
2017,1,8,20,-106,-170,290,82,0,-9999,-9999
2017,1,8,21,-110,-173,290,67,0,-9999,-9999
2017,1,8,22,-115,-171,280,57,0,-9999,-9999
2017,1,8,23,-120,-170,300,41,0,-9999,-9999
2017,1,9,0,-125,-170,310,41,0,-9999,-9999
2017,1,9,1,-125,-170,290,51,0,-9999,-9999
2017,1,9,2,-122,-170,290,77,0,-9999,-9999
2017,1,9,3,-116,-172,280,62,0,-9999,-9999
2017,1,9,4,-113,-171,280,57,0,-9999,-9999
2017,1,9,5,-105,-179,280,36,0,-9999,-9999
2017,1,9,6,-108,-175,280,15,4,-9999,-9999
2017,1,9,7,-127,-167,0,0,0,-9999,-9999
2017,1,9,8,-133,-164,0,0,4,-9999,-9999
2017,1,9,9,-120,-161,0,0,4,-9999,-9999
2017,1,9,10,-120,-157,0,0,4,-9999,-9999
2017,1,9,11,-110,-155,0,0,4,-9999,-9999
2017,1,9,12,-103,-153,0,0,4,-9999,-9999
2017,1,9,13,-83,-194,200,36,-9999,-9999,-9999
2017,1,9,14,-85,-187,210,41,-9999,-9999,-9999
2017,1,9,15,-76,-174,0,0,-9999,-9999,-9999
2017,1,9,16,-59,-164,140,21,-9999,-9999,-9999
2017,1,9,17,-55,-149,100,15,0,-9999,-9999
2017,1,9,18,-52,-143,130,26,0,-9999,-9999
2017,1,9,19,-45,-136,120,26,-9999,-9999,-9999
2017,1,9,20,-46,-131,120,21,0,-9999,-9999
2017,1,9,21,-44,-127,130,21,0,-9999,-9999
2017,1,9,22,-57,-139,160,26,0,-9999,-9999
2017,1,9,23,-69,-138,0,0,0,-9999,-9999
2017,1,10,0,-69,-142,210,15,0,-9999,-9999
2017,1,10,1,-83,-135,0,0,0,-9999,-9999
2017,1,10,2,-81,-127,0,0,4,-9999,-9999
2017,1,10,3,-65,-126,0,0,-9999,-9999,-9999
2017,1,10,4,-62,-122,130,15,-9999,-9999,-9999
2017,1,10,5,-52,-126,200,41,4,-9999,-9999
2017,1,10,6,-53,-134,190,31,-9999,-9999,-9999
2017,1,10,7,-53,-134,0,0,-9999,-9999,-9999
2017,1,10,8,-52,-137,0,0,0,-9999,-9999
2017,1,10,9,-55,-118,0,0,0,-9999,-9999
2017,1,10,10,-52,-131,0,0,4,-9999,-9999
2017,1,10,11,-60,-123,0,0,0,-9999,-9999
2017,1,10,12,-64,-116,0,0,0,-9999,-9999
2017,1,10,13,-44,-104,0,0,-9999,-9999,-9999
2017,1,10,14,-24,-116,200,26,-9999,-9999,-9999
2017,1,10,15,-11,-85,0,0,-9999,-9999,-9999
2017,1,10,16,15,-64,150,15,4,-9999,-9999
2017,1,10,17,22,-93,190,41,0,-9999,-9999
2017,1,10,18,12,-118,60,21,0,-9999,-9999
2017,1,10,19,5,-146,190,51,0,-9999,-9999
2017,1,10,20,2,-120,190,57,0,-9999,-9999
2017,1,10,21,1,-112,130,41,0,-9999,-9999
2017,1,10,22,0,-107,220,21,0,-9999,-9999
2017,1,10,23,-6,-98,230,31,0,-9999,-9999
2017,1,11,0,-2,-85,0,0,0,-9999,-9999
2017,1,11,1,17,-37,240,21,4,-9999,-9999
2017,1,11,2,22,-26,270,41,4,-9999,-9999
2017,1,11,3,28,-17,250,46,4,-9999,-9999
2017,1,11,4,35,-3,260,57,-9999,-9999,-9999
2017,1,11,5,37,2,220,21,-9999,-9999,-9999
2017,1,11,6,45,10,260,93,0,-9999,-9999
2017,1,11,7,56,17,0,0,0,-9999,-9999
2017,1,11,8,48,22,0,0,4,-9999,-9999
2017,1,11,9,47,21,0,0,-9999,-9999,-9999
2017,1,11,10,34,34,0,0,-9999,-9999,-9999
2017,1,11,11,22,22,0,0,-9999,-9999,-9999
2017,1,11,12,17,17,0,0,0,-9999,-9999
2017,1,11,13,13,13,0,0,-9999,-9999,-9999
2017,1,11,14,22,22,0,0,-9999,3,-9999
2017,1,11,15,31,31,0,0,-9999,-9999,-9999
2017,1,11,16,45,45,0,0,-9999,-9999,-9999
2017,1,11,17,80,65,0,0,0,-9999,-9999
2017,1,11,18,81,63,200,51,-9999,-9999,3
2017,1,11,19,85,65,0,0,4,-9999,-9999
2017,1,11,20,89,61,140,21,4,-9999,-9999
2017,1,11,21,68,60,210,36,4,-9999,-9999
2017,1,11,22,75,66,200,67,0,-9999,-9999
2017,1,11,23,91,72,210,15,0,-9999,-9999
2017,1,12,0,89,71,190,57,-9999,-9999,-9999
2017,1,12,1,80,70,190,57,0,-9999,-9999
2017,1,12,2,81,71,300,15,4,-9999,-9999
2017,1,12,3,84,75,0,0,0,-9999,-9999
2017,1,12,4,82,74,0,0,0,-9999,-9999
2017,1,12,5,81,73,230,21,0,-9999,-9999
2017,1,12,6,92,76,140,15,0,-9999,-9999
2017,1,12,7,86,76,0,0,0,-9999,-9999
2017,1,12,8,82,74,160,15,0,-9999,-9999
2017,1,12,9,78,73,0,0,0,-9999,-9999
2017,1,12,10,93,67,220,15,0,-9999,-9999
2017,1,12,11,87,72,0,0,0,-9999,-9999
2017,1,12,12,88,74,140,21,0,-9999,-9999
2017,1,12,13,85,71,90,15,0,-9999,-9999
2017,1,12,14,97,68,0,0,0,-9999,-9999
2017,1,12,15,116,70,180,26,0,-9999,-9999
2017,1,12,16,136,73,0,0,0,-9999,-9999
2017,1,12,17,160,75,250,36,0,-9999,-9999
2017,1,12,18,169,69,240,46,0,-9999,-9999
2017,1,12,19,166,72,250,51,4,-9999,-9999
2017,1,12,20,173,61,260,62,4,-9999,-9999
2017,1,12,21,161,75,150,31,4,-9999,-9999
2017,1,12,22,150,79,190,31,-9999,-9999,-9999
2017,1,12,23,145,76,230,21,0,-9999,-9999
2017,1,13,0,108,70,0,0,0,-9999,-9999
2017,1,13,1,80,59,0,0,0,-9999,-9999
2017,1,13,2,70,65,0,0,0,-9999,-9999
2017,1,13,3,67,64,0,0,0,-9999,-9999
2017,1,13,4,70,65,0,0,0,-9999,-9999
2017,1,13,5,129,87,280,31,0,-9999,-9999
2017,1,13,6,132,86,290,62,0,-9999,-9999
2017,1,13,7,132,91,290,51,0,-9999,-9999
2017,1,13,8,136,96,280,36,0,-9999,-9999
2017,1,13,9,139,98,280,51,4,-9999,-9999
2017,1,13,10,140,100,280,31,0,-9999,-9999
2017,1,13,11,141,105,290,72,4,-9999,-9999
2017,1,13,12,136,106,290,41,0,-9999,-9999
2017,1,13,13,137,105,280,46,-9999,-9999,-9999
2017,1,13,14,133,110,310,46,-9999,-9999,-9999
2017,1,13,15,128,124,330,31,-9999,-9999,-9999
2017,1,13,16,128,125,290,21,-9999,-9999,-9999
2017,1,13,17,131,126,310,26,-9999,-9999,-9999
2017,1,13,18,128,126,290,26,-9999,-9999,-9999
2017,1,13,19,129,122,290,31,-9999,-9999,-9999
2017,1,13,20,138,126,290,15,-9999,-9999,-9999
2017,1,13,21,150,110,260,21,-9999,-9999,-9999
2017,1,13,22,145,107,0,0,-9999,-9999,-9999
2017,1,13,23,140,105,0,0,0,-9999,-9999
2017,1,14,0,128,106,280,15,0,-9999,-9999
2017,1,14,1,133,107,0,0,4,-9999,-9999
2017,1,14,2,129,118,0,0,0,-9999,-9999
2017,1,14,3,100,100,0,0,0,-9999,-9999
2017,1,14,4,98,98,130,26,4,-9999,-9999
2017,1,14,5,106,104,120,15,4,-9999,-9999
2017,1,14,6,103,100,0,0,-9999,-9999,-9999
2017,1,14,7,100,82,100,15,-9999,-9999,-9999
2017,1,14,8,98,87,0,0,0,-9999,-9999
2017,1,14,9,95,90,0,0,4,-9999,-9999
2017,1,14,10,93,88,0,0,4,-9999,-9999
2017,1,14,11,88,88,0,0,-9999,-9999,-9999
2017,1,14,12,85,85,110,15,-9999,-9999,-9999
2017,1,14,13,73,73,120,21,-9999,-9999,-9999
2017,1,14,14,67,67,0,0,-9999,-9999,-9999
2017,1,14,15,62,62,0,0,-9999,-9999,-9999
2017,1,14,16,86,86,220,15,-9999,-9999,-9999
2017,1,14,17,102,88,80,15,4,-9999,-9999
2017,1,14,18,104,71,130,26,0,-9999,-9999
2017,1,14,19,90,70,100,15,4,-9999,-9999
2017,1,14,20,72,65,130,15,4,-9999,-9999
2017,1,14,21,90,75,0,0,4,-9999,-9999
2017,1,14,22,139,93,290,21,0,-9999,-9999
2017,1,14,23,131,103,280,46,4,-9999,-9999
2017,1,15,0,135,93,290,31,0,-9999,-9999
2017,1,15,1,134,101,290,51,-9999,-9999,-9999
2017,1,15,2,128,115,280,57,0,3,-9999
2017,1,15,3,130,112,290,57,0,-9999,-9999
2017,1,15,4,132,108,290,77,0,-9999,-9999
2017,1,15,5,122,118,300,41,-9999,3,-9999
2017,1,15,6,122,118,280,41,-9999,3,8
2017,1,15,7,123,120,290,46,-9999,-9999,-9999
2017,1,15,8,125,119,290,82,4,-9999,-9999
2017,1,15,9,120,116,300,77,-9999,5,-9999
2017,1,15,10,120,112,290,67,0,-9999,-9999
2017,1,15,11,115,110,300,57,4,-9999,-9999
2017,1,15,12,115,105,290,46,4,-9999,5
2017,1,15,13,115,105,320,26,-9999,-9999,-9999
2017,1,15,14,115,101,300,46,4,-9999,-9999
2017,1,15,15,117,100,280,15,0,-9999,-9999
2017,1,15,16,124,97,280,31,0,-9999,-9999
2017,1,15,17,132,90,300,36,0,-9999,-9999
2017,1,15,18,129,92,290,31,0,-9999,-9999
2017,1,15,19,125,108,290,15,-9999,-9999,-9999
2017,1,15,20,122,112,290,15,-9999,3,-9999
2017,1,15,21,120,114,300,21,-9999,-9999,-9999
2017,1,15,22,118,115,290,21,-9999,-9999,-9999
2017,1,15,23,115,114,0,0,4,5,-9999
2017,1,16,0,105,105,0,0,4,-9999,8
2017,1,16,1,107,107,0,0,-9999,-9999,-9999
2017,1,16,2,102,102,110,15,9,-9999,-9999
2017,1,16,3,103,103,120,15,-9999,-9999,-9999
2017,1,16,4,100,100,160,15,-9999,-9999,-9999
2017,1,16,5,95,95,140,15,-9999,-9999,-9999
2017,1,16,6,88,88,130,21,-9999,-9999,-9999
2017,1,16,7,85,85,0,0,-9999,-9999,-9999
2017,1,16,8,80,80,130,15,-9999,-9999,-9999
2017,1,16,9,76,76,130,26,-9999,-9999,-9999
2017,1,16,10,77,77,0,0,-9999,-9999,-9999
2017,1,16,11,71,71,130,21,9,-9999,-9999
2017,1,16,12,70,70,0,0,-9999,-9999,-9999
2017,1,16,13,70,70,0,0,-9999,-9999,-9999
2017,1,16,14,77,77,0,0,-9999,-9999,-9999
2017,1,16,15,85,85,0,0,-9999,-9999,-9999
2017,1,16,16,89,89,140,15,-9999,-9999,-9999
2017,1,16,17,97,97,100,21,4,-9999,-9999
2017,1,16,18,123,103,150,46,4,-9999,-9999
2017,1,16,19,126,88,140,15,4,-9999,-9999
2017,1,16,20,145,60,250,51,4,-9999,-9999
2017,1,16,21,103,77,90,21,4,-9999,-9999
2017,1,16,22,92,82,0,0,4,-9999,-9999
2017,1,16,23,77,76,0,0,0,-9999,-9999
2017,1,17,0,95,84,0,0,0,-9999,-9999
2017,1,17,1,108,73,180,21,0,-9999,-9999
2017,1,17,2,85,81,160,31,4,-9999,-9999
2017,1,17,3,75,75,0,0,-9999,-9999,-9999
2017,1,17,4,81,81,0,0,-9999,-9999,-9999
2017,1,17,5,85,82,0,0,4,-9999,-9999
2017,1,17,6,94,88,10,15,-9999,-9999,-9999
2017,1,17,7,101,87,290,31,4,-9999,-9999
2017,1,17,8,104,92,260,26,0,-9999,-9999
2017,1,17,9,106,87,250,41,-9999,-9999,-9999
2017,1,17,10,96,85,0,0,0,-9999,-9999
2017,1,17,11,96,85,180,15,0,-9999,-9999
2017,1,17,12,90,82,0,0,-9999,-9999,-9999
2017,1,17,13,90,84,0,0,0,-9999,-9999
2017,1,17,14,96,85,0,0,-9999,-9999,-9999
2017,1,17,15,130,79,250,26,-9999,-9999,-9999
2017,1,17,16,136,77,250,51,-9999,-9999,-9999
2017,1,17,17,142,80,250,41,0,-9999,-9999
2017,1,17,18,137,82,250,51,-9999,-9999,-9999
2017,1,17,19,145,82,250,51,0,-9999,-9999
2017,1,17,20,143,90,240,46,-9999,-9999,-9999
2017,1,17,21,145,86,250,62,-9999,-9999,-9999
2017,1,17,22,136,89,220,26,0,-9999,-9999
2017,1,17,23,130,92,260,26,-9999,-9999,-9999
2017,1,18,0,133,96,240,51,0,3,3
2017,1,18,1,125,101,200,21,-9999,-9999,-9999
2017,1,18,2,130,101,240,41,-9999,-9999,-9999
2017,1,18,3,133,101,210,36,4,-9999,-9999
2017,1,18,4,133,103,210,36,0,-9999,-9999
2017,1,18,5,150,104,220,31,4,-9999,-9999
2017,1,18,6,145,108,270,31,4,-9999,-9999
2017,1,18,7,139,114,280,36,-9999,8,-9999
2017,1,18,8,127,121,310,62,-9999,15,-9999
2017,1,18,9,117,114,290,72,-9999,3,-9999
2017,1,18,10,106,100,280,77,-9999,5,-9999
2017,1,18,11,102,81,300,82,0,-9999,-9999
2017,1,18,12,90,55,290,98,0,-9999,30
2017,1,18,13,83,45,300,77,0,-9999,-9999
2017,1,18,14,84,42,300,144,4,-9999,-9999
2017,1,18,15,80,30,300,149,0,-9999,-9999
2017,1,18,16,86,25,300,149,0,-9999,-9999
2017,1,18,17,96,14,290,154,0,-9999,-9999
2017,1,18,18,103,11,290,67,0,-9999,-9999
2017,1,18,19,103,15,290,57,-9999,-9999,-9999
2017,1,18,20,111,17,300,57,0,-9999,-9999
2017,1,18,21,104,15,290,36,0,-9999,-9999
2017,1,18,22,97,13,290,57,0,-9999,-9999
2017,1,18,23,88,15,290,51,0,-9999,-9999
2017,1,19,0,80,20,290,31,0,-9999,-9999
2017,1,19,1,72,16,290,26,0,-9999,-9999
2017,1,19,2,67,11,320,26,0,-9999,-9999
2017,1,19,3,65,8,290,57,0,-9999,-9999
2017,1,19,4,65,10,280,67,0,-9999,-9999
2017,1,19,5,69,-5,280,46,0,-9999,-9999
2017,1,19,6,67,-15,260,31,0,-9999,-9999
2017,1,19,7,59,-11,260,21,0,-9999,-9999
2017,1,19,8,63,-21,280,31,0,-9999,-9999
2017,1,19,9,67,-35,270,57,0,-9999,-9999
2017,1,19,10,76,-60,260,36,0,-9999,-9999
2017,1,19,11,56,-36,0,0,0,-9999,-9999
2017,1,19,12,25,-20,0,0,0,-9999,-9999
2017,1,19,13,27,-16,0,0,0,-9999,-9999
2017,1,19,14,40,-18,0,0,0,-9999,-9999
2017,1,19,15,82,-27,0,0,0,-9999,-9999
2017,1,19,16,125,-9999,0,0,0,-9999,-9999
2017,1,19,17,146,-61,150,21,0,-9999,-9999
2017,1,19,18,145,-38,200,31,0,-9999,-9999
2017,1,19,19,155,-23,200,15,0,-9999,-9999
2017,1,19,20,138,-1,180,36,4,-9999,-9999
2017,1,19,21,125,4,190,15,4,-9999,-9999
2017,1,19,22,116,11,200,21,4,-9999,-9999
2017,1,19,23,101,2,0,0,4,-9999,-9999
2017,1,20,0,102,3,150,21,4,-9999,-9999
2017,1,20,1,99,5,0,0,0,-9999,-9999
2017,1,20,2,95,2,160,36,0,-9999,-9999
2017,1,20,3,93,0,340,15,0,-9999,-9999
2017,1,20,4,98,2,130,15,-9999,-9999,-9999
2017,1,20,5,93,11,10,15,4,-9999,-9999
2017,1,20,6,91,14,0,0,-9999,-9999,-9999
2017,1,20,7,89,19,130,15,4,-9999,-9999
2017,1,20,8,91,22,0,0,4,-9999,-9999
2017,1,20,9,74,37,120,15,-9999,-9999,-9999
2017,1,20,10,63,63,0,0,-9999,33,-9999
2017,1,20,11,66,66,0,0,-9999,10,-9999
2017,1,20,12,70,70,70,15,-9999,-9999,43
2017,1,20,13,75,75,130,26,-9999,-9999,-9999
2017,1,20,14,75,75,0,0,4,8,-9999
2017,1,20,15,81,81,0,0,4,3,-9999
2017,1,20,16,99,99,280,15,4,3,-9999
2017,1,20,17,132,96,290,77,0,-9999,-9999
2017,1,20,18,141,85,310,51,0,-9999,13
2017,1,20,19,147,78,310,46,4,-9999,-9999
2017,1,20,20,146,75,300,41,0,-9999,-9999
2017,1,20,21,150,76,270,31,0,-9999,-9999
2017,1,20,22,95,93,120,31,-9999,-9999,-9999
2017,1,20,23,100,100,0,0,0,-9999,-9999
2017,1,21,0,81,81,0,0,0,-9999,-9999
2017,1,21,1,70,70,0,0,9,-9999,-9999
2017,1,21,2,55,55,0,0,9,-9999,-9999
2017,1,21,3,47,47,0,0,9,-9999,-9999
2017,1,21,4,47,47,0,0,0,-9999,-9999
2017,1,21,5,41,41,0,0,9,-9999,-9999
2017,1,21,6,40,40,0,0,9,-9999,-9999
2017,1,21,7,26,26,0,0,9,-9999,-9999
2017,1,21,8,22,22,0,0,9,-9999,-9999
2017,1,21,9,28,28,0,0,0,-9999,-9999
2017,1,21,10,16,16,0,0,9,-9999,-9999
2017,1,21,11,15,15,0,0,0,-9999,-9999
2017,1,21,12,23,23,0,0,0,-9999,-9999
2017,1,21,13,27,27,0,0,0,-9999,-9999
2017,1,21,14,31,31,0,0,0,-9999,-9999
