year,month,day,hour,air_temp[C]_scale_10,dew_point_temp[C]_scale_10,wind_direction[degrees],wind_speed_rate[meters.per.second]_scale_10,coverage_code,precipitation[millimeters]_1Hour,precipitation[millimeters]_6Hour
2017,6,19,11,180,170,0,0,0,-9999,-9999
2017,6,19,12,220,150,280,26,4,-9999,-9999
2017,6,19,13,220,160,250,15,0,-9999,-9999
2017,6,19,14,240,160,0,0,4,-9999,-9999
2017,6,19,16,230,160,250,21,4,-9999,-9999
2017,6,19,17,230,170,170,36,-9999,-9999,-9999
2017,6,19,18,230,160,250,26,-9999,-9999,-9999
2017,6,19,19,240,160,230,31,-9999,-9999,-9999
2017,6,19,20,240,170,300,46,4,-9999,-9999
2017,6,19,21,240,160,270,51,-9999,-9999,-9999
2017,6,19,22,210,170,300,51,-9999,-9999,-9999
2017,6,19,23,190,140,290,41,-9999,-9999,-9999
2017,6,20,0,190,150,270,26,-9999,-9999,-9999
2017,6,20,1,190,140,300,46,-9999,-9999,-9999
2017,6,20,3,180,120,0,0,4,-9999,-9999
2017,6,20,7,170,130,270,41,4,-9999,-9999
2017,6,20,12,170,130,300,36,0,-9999,-9999
2017,6,20,15,210,110,270,41,0,-9999,-9999
2017,6,20,16,220,90,280,46,0,-9999,-9999
2017,6,20,17,220,90,250,26,0,-9999,-9999
2017,6,20,18,220,60,260,46,0,-9999,-9999
2017,6,20,20,230,130,190,21,4,-9999,-9999
2017,6,20,21,220,130,200,36,0,-9999,-9999
2017,6,20,22,220,130,200,36,0,-9999,-9999
2017,6,20,23,210,130,190,21,0,-9999,-9999
2017,6,21,0,200,140,170,21,0,-9999,-9999
2017,6,21,1,190,140,0,0,0,-9999,-9999
2017,6,21,2,170,140,0,0,0,-9999,-9999
2017,6,21,3,170,160,0,0,4,-9999,-9999
2017,6,21,4,170,160,0,0,4,-9999,-9999
2017,6,21,6,160,160,0,0,4,-9999,-9999
2017,6,21,8,150,150,0,0,0,-9999,-9999
2017,6,21,9,140,140,0,0,0,-9999,-9999
2017,6,21,10,140,140,0,0,0,-9999,-9999
2017,6,21,11,140,140,0,0,0,-9999,-9999
2017,6,21,12,170,140,0,0,0,-9999,-9999
2017,6,21,14,200,140,290,36,0,-9999,-9999
2017,6,21,16,220,120,280,46,0,-9999,-9999
2017,6,21,17,230,110,300,31,4,-9999,-9999
2017,6,21,18,240,120,310,31,0,-9999,-9999
2017,6,21,19,240,130,250,31,4,-9999,-9999
2017,6,21,20,250,150,260,26,-9999,-9999,-9999
2017,6,21,21,240,130,290,36,0,-9999,-9999
2017,6,21,22,240,130,300,26,4,-9999,-9999
2017,6,21,23,240,130,280,31,0,-9999,-9999
2017,6,22,0,230,140,230,15,0,-9999,-9999
2017,6,22,2,180,170,0,0,0,-9999,-9999
2017,6,22,3,170,170,0,0,0,-9999,-9999
2017,6,22,4,170,170,0,0,0,-9999,-9999
2017,6,22,5,170,160,0,0,4,-9999,-9999
2017,6,22,6,160,160,0,0,0,-9999,-9999
2017,6,22,7,170,140,280,15,0,-9999,-9999
2017,6,22,8,160,160,0,0,0,-9999,-9999
2017,6,22,9,160,160,0,0,0,-9999,-9999
2017,6,22,10,150,150,0,0,0,-9999,-9999
2017,6,22,11,160,160,0,0,0,-9999,-9999
2017,6,22,12,170,160,0,0,4,-9999,-9999
2017,6,22,13,200,160,280,21,0,-9999,-9999
2017,7,6,18,-9999,-9999,300,36,-9999,-9999,-9999
2017,7,6,19,250,170,280,15,-9999,-9999,-9999
2017,7,6,20,-9999,-9999,260,31,4,8,-9999
2017,7,6,21,-9999,-9999,240,21,4,-9999,-9999
2017,7,6,22,230,170,270,26,-9999,-9999,-9999
2017,7,7,1,230,160,240,21,0,-9999,-9999
2017,7,7,2,200,170,0,0,0,-9999,-9999
2017,7,7,4,-9999,-9999,260,31,0,-9999,-9999
2017,7,7,5,-9999,-9999,260,41,0,-9999,-9999
2017,7,7,6,-9999,-9999,280,57,0,-9999,-9999
2017,7,7,10,-9999,-9999,270,62,-9999,-9999,-9999
2017,7,7,12,190,180,270,36,-9999,10,-9999
2017,7,7,13,-9999,-9999,280,46,-9999,13,-9999
2017,7,7,16,-9999,-9999,280,62,4,-9999,-9999
2017,7,7,17,-9999,-9999,300,57,0,-9999,-9999
2017,7,7,20,-9999,-9999,300,57,0,-9999,-9999
2017,7,7,22,-9999,-9999,290,41,0,-9999,-9999
2017,7,8,0,240,160,280,21,0,-9999,-9999
2017,7,8,1,220,160,200,15,0,-9999,-9999
2017,7,8,2,190,170,0,0,0,-9999,-9999
2017,7,8,3,180,180,130,15,0,-9999,-9999
2017,7,8,4,-9999,-9999,300,21,0,-9999,-9999
2017,7,8,5,-9999,-9999,300,51,0,-9999,-9999
2017,7,8,6,-9999,-9999,290,51,0,-9999,-9999
2017,7,8,7,-9999,-9999,280,51,-9999,-9999,-9999
2017,7,8,9,-9999,-9999,280,41,0,-9999,-9999
2017,7,8,10,170,170,150,15,0,-9999,-9999
2017,7,8,11,-9999,-9999,270,62,0,-9999,-9999
2017,7,8,12,-9999,-9999,280,51,0,-9999,-9999
2017,7,8,13,-9999,-9999,280,36,0,-9999,-9999
2017,7,8,17,220,170,290,41,4,-9999,-9999
2017,7,8,21,230,160,280,36,0,-9999,-9999
2017,7,8,22,220,170,290,31,4,-9999,-9999
2017,7,8,23,210,160,260,31,-9999,-9999,-9999
2017,7,9,0,-9999,-9999,350,26,0,-9999,-9999
2017,7,9,1,210,150,280,21,0,-9999,-9999
2017,7,9,2,190,160,280,26,0,-9999,-9999
2017,7,9,3,-9999,-9999,300,26,0,-9999,-9999
2017,7,9,4,190,160,290,31,0,-9999,-9999
2017,7,9,6,-9999,-9999,300,21,0,-9999,-9999
2017,7,9,8,-9999,-9999,280,41,0,-9999,-9999
2017,7,9,9,-9999,-9999,280,36,0,-9999,-9999
2017,7,9,11,-9999,-9999,260,31,0,-9999,-9999
2017,7,9,12,-9999,-9999,270,36,0,-9999,-9999
2017,7,9,13,-9999,-9999,290,21,0,-9999,-9999
2017,7,9,14,-9999,-9999,260,41,0,-9999,-9999
2017,7,9,17,230,100,340,21,4,-9999,-9999
2017,7,9,18,240,100,280,31,4,-9999,-9999
2017,7,9,19,-9999,-9999,280,31,4,-9999,-9999
2017,7,9,20,240,110,290,36,0,-9999,-9999
2017,7,9,21,-9999,-9999,280,41,0,-9999,-9999
2017,7,10,0,-9999,-9999,290,31,4,-9999,-9999
2017,7,10,1,210,130,0,0,4,-9999,-9999
2017,7,10,2,180,130,0,0,0,-9999,-9999
2017,7,10,3,160,140,0,0,0,-9999,-9999
2017,7,10,5,150,140,0,0,0,-9999,-9999
2017,7,10,6,140,140,0,0,4,-9999,-9999
2017,7,10,7,-9999,-9999,0,0,-9999,-9999,-9999
2017,7,10,9,150,140,0,0,4,-9999,-9999
2017,7,10,10,140,140,0,0,0,-9999,-9999
2017,7,10,11,150,140,0,0,4,-9999,-9999
2017,7,10,13,190,160,0,0,4,-9999,-9999
2017,7,10,14,-9999,-9999,310,26,0,-9999,-9999
2017,7,10,15,240,130,300,41,4,-9999,-9999
2017,7,10,16,240,120,310,51,4,-9999,-9999
2017,7,10,17,254,115,340,46,4,-9999,-9999
2017,7,10,18,264,93,300,31,0,-9999,-9999
2017,7,10,19,266,89,320,46,0,-9999,-9999
2017,7,10,20,266,89,300,46,0,-9999,-9999
2017,7,10,21,264,78,0,0,0,-9999,-9999
2017,7,10,22,269,65,280,36,0,-9999,-9999
2017,7,10,23,264,50,290,31,0,-9999,-9999
2017,7,11,0,255,72,0,0,0,-9999,-9999
2017,7,11,1,208,109,0,0,0,-9999,-9999
2017,7,11,2,183,122,0,0,0,-9999,-9999
2017,7,11,3,177,121,0,0,0,-9999,-9999
2017,7,11,4,168,120,0,0,0,-9999,-9999
2017,7,11,5,164,123,350,15,0,-9999,-9999
2017,7,11,6,151,129,0,0,0,-9999,-9999
2017,7,11,7,154,143,0,0,0,-9999,-9999
2017,7,11,8,163,148,0,0,0,-9999,-9999
2017,7,11,9,150,150,0,0,0,-9999,-9999
2017,7,11,10,141,141,0,0,0,-9999,-9999
2017,7,11,11,143,143,0,0,0,-9999,-9999
2017,7,11,12,178,146,290,26,0,-9999,-9999
2017,7,11,13,217,107,270,26,0,-9999,-9999
2017,7,11,14,235,113,270,41,0,-9999,-9999
2017,7,11,15,250,106,270,36,0,-9999,-9999
2017,7,11,16,262,113,270,26,0,-9999,-9999
2017,7,11,17,275,111,300,36,0,-9999,-9999
2017,7,11,18,300,118,200,21,4,-9999,-9999
2017,7,11,19,289,150,140,46,4,-9999,-9999
2017,7,11,20,296,141,150,26,4,-9999,-9999
2017,7,11,21,281,129,270,46,4,-9999,-9999
2017,7,11,22,277,128,280,57,0,-9999,-9999
2017,7,11,23,268,131,290,41,0,-9999,-9999
2017,7,12,0,258,142,260,21,0,-9999,-9999
2017,7,12,1,235,148,0,0,4,-9999,-9999
2017,7,12,2,206,150,0,0,4,-9999,-9999
2017,7,12,3,207,151,0,0,0,-9999,-9999
2017,7,12,4,188,155,0,0,4,-9999,-9999
2017,7,12,5,175,170,0,0,0,-9999,-9999
2017,7,12,6,176,170,0,0,0,-9999,-9999
2017,7,12,7,168,168,0,0,0,-9999,-9999
2017,7,12,8,171,171,0,0,0,-9999,-9999
2017,7,12,9,168,168,0,0,0,-9999,-9999
2017,7,12,10,157,157,0,0,0,-9999,-9999
2017,7,12,11,157,157,0,0,0,-9999,-9999
2017,7,12,12,186,178,0,0,0,-9999,-9999
2017,7,12,13,225,174,280,31,0,-9999,-9999
2017,7,12,14,239,161,300,51,0,-9999,-9999
2017,7,12,15,255,160,290,46,0,-9999,-9999
2017,7,12,16,264,153,250,41,0,-9999,-9999
2017,7,12,17,265,157,320,15,0,-9999,-9999
2017,7,12,18,280,149,290,41,4,-9999,-9999
2017,7,12,19,265,166,250,31,4,-9999,-9999
2017,7,12,20,261,171,240,21,0,-9999,-9999
2017,7,12,21,275,165,250,41,4,-9999,-9999
2017,7,12,22,255,167,250,31,4,-9999,-9999
2017,7,12,23,246,168,280,15,4,-9999,-9999
2017,7,13,0,250,171,0,0,0,-9999,-9999
2017,7,13,1,230,177,0,0,0,-9999,-9999
2017,7,13,2,207,192,0,0,0,-9999,-9999
2017,7,13,3,200,194,0,0,-9999,-9999,-9999
2017,7,13,4,205,192,0,0,0,-9999,-9999
2017,7,13,5,196,192,0,0,0,-9999,-9999
2017,7,13,6,192,187,0,0,0,-9999,-9999
2017,7,13,7,184,184,0,0,0,-9999,-9999
2017,7,13,8,179,179,0,0,0,-9999,-9999
2017,7,13,9,174,174,0,0,0,-9999,-9999
2017,7,13,10,178,176,0,0,0,-9999,-9999
2017,7,13,11,190,182,0,0,4,-9999,-9999
2017,7,13,12,216,185,280,36,4,-9999,-9999
2017,7,13,13,225,187,270,51,4,-9999,-9999
2017,7,13,14,230,186,290,31,4,-9999,-9999
2017,7,13,15,248,178,270,57,4,-9999,-9999
2017,7,13,16,248,179,310,62,0,-9999,-9999
2017,7,13,17,268,168,290,36,0,-9999,-9999
2017,7,13,18,274,169,260,31,4,-9999,-9999
2017,7,13,19,262,179,260,26,4,-9999,-9999
2017,7,13,20,233,189,120,21,4,-9999,-9999
2017,7,13,21,231,225,0,0,4,5,-9999
2017,7,13,22,218,182,200,46,4,-9999,-9999
2017,7,13,23,223,173,280,21,4,-9999,-9999
2017,7,14,0,213,181,0,0,4,-9999,5
2017,7,14,1,205,198,0,0,0,-9999,-9999
2017,7,14,2,196,195,0,0,0,-9999,-9999
2017,7,14,3,200,189,0,0,0,-9999,-9999
2017,7,14,4,205,177,0,0,0,-9999,-9999
2017,7,14,5,187,182,0,0,4,-9999,-9999
2017,7,14,6,198,176,290,21,0,-9999,-9999
2017,7,14,7,200,174,280,21,0,-9999,-9999
2017,7,14,8,202,177,280,31,0,-9999,-9999
2017,7,14,9,204,180,280,31,4,-9999,-9999
2017,7,14,10,210,175,290,31,-9999,-9999,-9999
2017,7,14,11,212,189,280,31,-9999,-9999,-9999
2017,7,14,12,217,193,270,51,4,-9999,-9999
2017,7,14,13,223,190,290,41,4,-9999,-9999
2017,7,14,14,237,182,280,57,4,-9999,-9999
2017,7,14,15,254,178,280,57,0,-9999,-9999
2017,7,14,16,261,172,280,46,0,-9999,-9999
2017,7,14,17,262,175,310,41,4,-9999,-9999
2017,7,14,18,263,173,260,31,4,-9999,-9999
2017,7,14,19,284,171,260,36,4,-9999,-9999
2017,7,14,20,284,172,210,31,-9999,-9999,-9999
2017,7,14,21,269,165,300,72,-9999,-9999,-9999
2017,7,14,22,249,150,270,36,-9999,-9999,-9999
2017,7,14,23,231,162,290,21,0,-9999,-9999
2017,7,15,0,235,166,260,31,0,-9999,-9999
2017,7,15,1,230,170,290,21,0,-9999,-9999
2017,7,15,2,223,170,280,26,0,-9999,-9999
2017,7,15,3,220,171,270,46,4,-9999,-9999
2017,7,15,4,215,175,280,26,0,-9999,-9999
2017,7,15,5,213,175,280,51,0,-9999,-9999
2017,7,15,6,208,170,0,0,4,-9999,-9999
2017,7,15,7,206,172,280,36,0,-9999,-9999
2017,7,15,8,205,173,280,51,4,-9999,-9999
2017,7,15,9,203,173,290,46,-9999,-9999,-9999
2017,7,15,10,205,171,290,51,-9999,-9999,-9999
2017,7,15,11,205,175,290,41,-9999,-9999,-9999
2017,7,15,12,208,175,290,36,-9999,-9999,-9999
2017,7,15,13,210,172,300,62,-9999,-9999,-9999
2017,7,15,14,215,171,310,46,4,-9999,-9999
2017,7,15,15,219,170,300,46,-9999,-9999,-9999
2017,7,15,16,234,168,290,41,-9999,-9999,-9999
2017,7,15,17,252,165,280,31,0,-9999,-9999
2017,7,15,18,244,146,340,41,-9999,-9999,-9999
2017,7,15,19,242,160,290,41,4,-9999,-9999
2017,7,15,20,253,160,290,36,-9999,-9999,-9999
2017,7,15,21,243,157,270,36,4,-9999,-9999
2017,7,15,22,250,157,280,36,0,-9999,-9999
2017,7,15,23,242,162,280,36,4,-9999,-9999
2017,7,16,0,234,165,280,36,0,-9999,-9999
2017,7,16,1,225,170,330,15,0,-9999,-9999
2017,7,16,2,215,171,290,21,0,-9999,-9999
2017,7,16,3,190,184,0,0,4,-9999,-9999
2017,7,16,4,184,184,0,0,0,-9999,-9999
2017,7,16,5,183,172,350,15,4,-9999,-9999
2017,7,16,6,165,160,0,0,0,-9999,-9999
2017,7,16,7,157,155,0,0,0,-9999,-9999
2017,7,16,8,156,154,0,0,0,-9999,-9999
2017,7,16,9,157,157,0,0,0,-9999,-9999
2017,7,16,10,169,164,0,0,0,-9999,-9999
2017,7,16,11,162,158,270,15,0,-9999,-9999
2017,7,16,12,172,158,0,0,0,-9999,-9999
2017,7,16,13,195,138,260,21,0,-9999,-9999
2017,7,16,14,217,130,280,26,0,-9999,-9999
2017,7,16,15,230,105,310,41,0,-9999,-9999
2017,7,16,16,247,87,300,46,0,-9999,-9999
2017,7,16,17,252,78,280,51,0,-9999,-9999
2017,7,16,18,259,74,310,41,0,-9999,-9999
2017,7,16,19,264,95,300,36,0,-9999,-9999
2017,7,16,20,266,88,290,46,0,-9999,-9999
2017,7,16,21,268,101,270,41,0,-9999,-9999
2017,7,16,22,268,86,290,31,0,-9999,-9999
2017,7,16,23,260,82,340,15,0,-9999,-9999
2017,7,17,0,245,92,0,0,0,-9999,-9999
2017,7,17,1,208,133,200,15,0,-9999,-9999
2017,7,17,2,181,136,40,15,0,-9999,-9999
2017,7,17,3,177,128,0,0,4,-9999,-9999
2017,7,17,4,168,130,0,0,0,-9999,-9999
2017,7,17,5,161,131,0,0,0,-9999,-9999
2017,7,17,6,157,132,0,0,0,-9999,-9999
2017,7,17,7,152,146,0,0,0,-9999,-9999
2017,7,17,8,155,150,0,0,0,-9999,-9999
2017,7,17,9,145,145,0,0,0,-9999,-9999
2017,7,17,10,142,142,0,0,0,-9999,-9999
2017,7,17,11,145,145,0,0,4,-9999,-9999
2017,7,17,12,164,161,0,0,4,-9999,-9999
2017,7,17,13,195,163,0,0,4,-9999,-9999
2017,7,17,14,238,165,0,0,0,-9999,-9999
2017,7,17,15,260,134,0,0,-9999,-9999,-9999
2017,7,17,16,261,134,190,15,-9999,-9999,-9999
2017,7,17,17,261,136,220,31,-9999,-9999,-9999
2017,7,17,18,211,166,270,62,-9999,28,28
2017,7,17,19,189,185,0,0,-9999,33,-9999
2017,7,17,20,192,191,0,0,0,3,-9999
2017,7,17,21,236,188,0,0,0,-9999,-9999
2017,7,17,22,254,164,0,0,0,-9999,-9999
2017,7,17,23,222,177,0,0,0,-9999,-9999
2017,7,18,0,222,178,130,21,0,-9999,36
2017,7,18,1,205,148,170,15,0,-9999,-9999
2017,7,18,2,188,155,0,0,0,-9999,-9999
2017,7,18,3,181,167,0,0,0,-9999,-9999
2017,7,18,4,171,171,0,0,0,-9999,-9999
2017,7,18,5,166,166,0,0,0,-9999,-9999
2017,7,18,6,157,157,0,0,0,-9999,-9999
2017,7,18,7,155,155,0,0,0,-9999,-9999
2017,7,18,8,150,150,0,0,0,-9999,-9999
2017,7,18,9,140,140,0,0,0,-9999,-9999
2017,7,18,10,139,139,0,0,0,-9999,-9999
2017,7,18,11,137,137,0,0,0,-9999,-9999
2017,7,18,12,157,157,0,0,0,-9999,-9999
2017,7,18,13,213,149,280,36,0,-9999,-9999
2017,7,18,14,228,154,280,41,0,-9999,-9999
2017,7,18,15,250,153,260,36,4,-9999,-9999
2017,7,18,16,241,159,290,21,-9999,-9999,-9999
2017,7,18,17,219,205,120,31,-9999,3,-9999
2017,7,18,18,252,198,120,21,0,-9999,3
2017,7,18,19,205,172,90,21,-9999,64,-9999
2017,7,18,20,223,175,0,0,0,-9999,-9999
2017,7,18,21,226,153,270,15,0,-9999,-9999
2017,7,18,22,239,152,0,0,0,-9999,-9999
2017,7,18,23,250,166,180,15,0,-9999,-9999
2017,7,19,0,245,158,220,15,0,-9999,64
2017,7,19,1,203,170,0,0,0,-9999,-9999
2017,7,19,2,186,181,0,0,4,-9999,-9999
2017,7,19,3,189,175,360,46,-9999,18,-9999
2017,7,19,4,175,174,0,0,-9999,180,-9999
2017,7,19,5,175,175,0,0,-9999,-9999,-9999
2017,7,19,6,176,173,0,0,-9999,-9999,203
2017,7,19,7,170,170,0,0,0,-9999,-9999
2017,7,19,8,160,160,0,0,0,-9999,-9999
2017,7,19,9,158,158,0,0,0,-9999,-9999
2017,7,19,10,150,150,270,15,0,-9999,-9999
2017,7,19,11,157,157,0,0,0,-9999,-9999
2017,7,19,12,173,173,0,0,0,-9999,-9999
2017,7,19,13,210,167,270,51,0,-9999,-9999
2017,7,19,14,225,165,270,36,0,-9999,-9999
2017,7,19,15,247,168,280,46,0,-9999,-9999
2017,7,19,16,259,145,300,46,0,-9999,-9999
2017,7,19,17,268,135,270,46,0,-9999,-9999
2017,7,19,18,276,131,280,41,0,-9999,-9999
2017,7,19,19,281,119,260,46,4,-9999,-9999
2017,7,19,20,284,119,310,41,4,-9999,-9999
2017,7,19,21,285,110,310,36,4,-9999,-9999
2017,7,19,22,283,108,270,31,0,-9999,-9999
2017,7,19,23,276,125,280,41,0,-9999,-9999
2017,7,20,0,267,144,260,21,0,-9999,-9999
2017,7,20,1,209,165,0,0,0,-9999,-9999
2017,7,20,2,193,166,0,0,0,-9999,-9999
2017,7,20,3,179,176,140,15,4,-9999,-9999
2017,7,20,4,180,176,0,0,0,-9999,-9999
2017,7,20,5,169,169,0,0,0,-9999,-9999
2017,7,20,6,165,165,0,0,0,-9999,-9999
2017,7,20,7,162,162,0,0,0,-9999,-9999
2017,7,20,8,158,158,0,0,0,-9999,-9999
2017,7,20,9,155,155,0,0,0,-9999,-9999
2017,7,20,10,146,146,0,0,0,-9999,-9999
2017,7,20,11,147,147,0,0,0,-9999,-9999
2017,7,20,12,176,173,0,0,0,-9999,-9999
2017,7,20,13,226,165,280,36,0,-9999,-9999
2017,7,20,14,240,165,270,41,0,-9999,-9999
2017,7,20,15,252,155,290,51,0,-9999,-9999
2017,7,20,16,266,137,290,51,0,-9999,-9999
2017,7,20,17,275,142,0,0,0,-9999,-9999
2017,7,20,18,285,141,290,46,0,-9999,-9999
2017,7,20,19,282,141,280,41,4,-9999,-9999
2017,7,20,20,291,116,300,26,0,-9999,-9999
2017,7,20,21,291,112,280,36,0,-9999,-9999
2017,7,20,22,287,93,290,62,0,-9999,-9999
2017,7,20,23,276,153,290,46,0,-9999,-9999
2017,7,21,0,262,167,280,31,0,-9999,-9999
2017,7,21,1,246,171,0,0,0,-9999,-9999
2017,7,21,2,222,175,0,0,0,-9999,-9999
2017,7,21,3,224,174,0,0,0,-9999,-9999
2017,7,21,4,203,181,290,21,0,-9999,-9999
2017,7,21,5,216,175,270,21,0,-9999,-9999
2017,7,21,6,208,174,280,21,0,-9999,-9999
2017,7,21,7,195,181,280,15,0,-9999,-9999
2017,7,21,8,177,174,0,0,0,-9999,-9999
2017,7,21,9,181,180,0,0,0,-9999,-9999
2017,7,21,10,169,169,0,0,0,-9999,-9999
2017,7,21,11,191,165,0,0,0,-9999,-9999
2017,7,21,12,199,183,0,0,0,-9999,-9999
2017,7,21,13,230,167,280,51,0,-9999,-9999
2017,7,21,14,248,168,240,36,0,-9999,-9999
2017,7,21,15,266,164,290,26,0,-9999,-9999
2017,7,21,16,274,165,270,21,0,-9999,-9999
2017,7,21,17,275,168,260,31,-9999,-9999,-9999
2017,7,21,18,250,201,200,26,4,13,13
2017,7,21,19,281,175,290,36,-9999,-9999,-9999
2017,7,21,20,281,166,300,57,-9999,-9999,-9999
2017,7,21,21,271,168,220,15,0,-9999,-9999
2017,7,21,22,275,170,280,36,0,-9999,-9999
2017,7,21,23,276,179,270,15,0,-9999,-9999
2017,7,22,0,269,185,0,0,0,-9999,-9999
2017,7,22,1,246,187,0,0,0,-9999,-9999
2017,7,22,2,214,199,0,0,9,-9999,-9999
2017,7,22,3,216,200,0,0,0,-9999,-9999
2017,7,22,4,200,197,0,0,0,-9999,-9999
2017,7,22,5,194,191,0,0,0,-9999,-9999
2017,7,22,6,189,187,0,0,0,-9999,-9999
2017,7,22,7,184,184,0,0,0,-9999,-9999
2017,7,22,8,181,181,0,0,0,-9999,-9999
2017,7,22,9,180,180,0,0,0,-9999,-9999
2017,7,22,10,180,178,290,15,0,-9999,-9999
2017,7,22,11,180,179,260,15,0,-9999,-9999
2017,7,22,12,209,192,0,0,0,-9999,-9999
2017,7,22,13,236,185,290,15,0,-9999,-9999
2017,7,22,14,255,177,280,36,0,-9999,-9999
2017,7,22,15,271,177,280,41,0,-9999,-9999
2017,7,22,16,285,173,280,31,4,-9999,-9999
2017,7,22,17,288,174,310,36,4,-9999,-9999
2017,7,22,18,293,160,180,36,4,-9999,-9999
2017,7,22,19,284,199,150,15,4,-9999,-9999
2017,7,22,20,269,186,210,15,-9999,-9999,-9999
2017,7,22,21,280,191,210,15,4,-9999,-9999
2017,7,22,22,297,182,220,31,4,-9999,-9999
2017,7,22,23,275,185,180,26,4,-9999,-9999
2017,7,23,0,260,192,190,31,0,-9999,-9999
2017,7,23,1,255,181,260,36,0,-9999,-9999
2017,7,23,2,243,184,290,21,0,-9999,-9999
2017,7,23,3,210,199,320,15,0,-9999,-9999
2017,7,23,4,212,200,280,21,0,-9999,-9999
2017,7,23,5,230,183,280,21,4,-9999,-9999
2017,7,23,6,234,185,310,26,4,-9999,-9999
2017,7,23,7,235,185,280,41,-9999,-9999,-9999
2017,7,23,8,236,185,280,46,4,-9999,-9999
2017,7,23,9,234,187,290,57,0,-9999,-9999
2017,7,23,10,228,191,300,57,-9999,-9999,-9999
2017,7,23,11,226,195,270,57,0,-9999,-9999
2017,7,23,12,227,197,290,57,0,-9999,-9999
2017,7,23,13,232,195,300,67,0,-9999,-9999
2017,7,23,14,242,188,270,46,4,-9999,-9999
2017,7,23,15,242,179,260,51,0,-9999,-9999
2017,7,23,16,254,164,270,57,4,-9999,-9999
2017,7,23,17,251,165,270,36,0,-9999,-9999
2017,7,23,18,262,159,270,26,0,-9999,-9999
2017,7,23,19,260,153,310,31,0,-9999,-9999
2017,7,23,20,258,169,260,51,0,-9999,-9999
2017,7,23,21,252,172,280,31,0,-9999,-9999
2017,7,23,22,250,174,220,15,0,-9999,-9999
2017,7,23,23,251,175,220,21,0,-9999,-9999
2017,7,24,0,245,180,0,0,0,-9999,-9999
2017,7,24,1,223,180,0,0,0,-9999,-9999
2017,7,24,2,216,178,0,0,0,-9999,-9999
2017,7,24,3,217,182,0,0,-9999,-9999,-9999
2017,7,24,4,212,186,240,26,-9999,3,-9999
2017,7,24,5,180,180,0,0,-9999,279,-9999
2017,7,24,6,186,186,270,21,-9999,33,315
2017,7,24,7,187,185,290,36,-9999,10,-9999
2017,7,24,8,190,185,290,41,0,-9999,-9999
2017,7,24,9,188,179,290,41,0,-9999,-9999
2017,7,24,10,185,177,280,41,4,-9999,-9999
2017,7,24,11,185,175,290,72,-9999,-9999,-9999
2017,7,24,12,188,177,300,41,-9999,-9999,10
2017,7,24,13,198,170,280,31,-9999,-9999,-9999
2017,7,24,14,206,168,260,36,-9999,-9999,-9999
2017,7,24,15,223,166,260,31,-9999,-9999,-9999
2017,7,24,16,241,152,280,41,0,-9999,-9999
2017,7,24,17,249,148,260,31,0,-9999,-9999
2017,7,24,18,258,138,240,15,0,-9999,-9999
2017,7,24,19,268,138,280,21,4,-9999,-9999
2017,7,24,20,274,140,280,57,4,-9999,-9999
2017,7,24,21,275,138,290,51,0,-9999,-9999
2017,7,24,22,265,143,280,36,0,-9999,-9999
2017,7,24,23,258,135,300,46,0,-9999,-9999
2017,7,25,0,250,151,240,26,0,-9999,-9999
2017,7,25,1,205,165,0,0,0,-9999,-9999
2017,7,25,2,210,162,270,21,0,-9999,-9999
2017,7,25,3,194,163,0,0,0,-9999,-9999
2017,7,25,4,190,174,0,0,4,-9999,-9999
2017,7,25,5,205,165,290,15,0,-9999,-9999
2017,7,25,6,205,165,270,21,0,-9999,-9999
2017,7,25,7,199,165,320,15,0,-9999,-9999
2017,7,25,8,196,160,300,15,0,-9999,-9999
2017,7,25,9,196,162,270,26,-9999,-9999,-9999
2017,7,25,10,199,160,280,21,-9999,-9999,-9999
2017,7,25,11,200,158,280,15,-9999,-9999,-9999
2017,7,25,12,206,159,270,15,4,-9999,-9999
2017,7,25,13,215,161,260,26,0,-9999,-9999
2017,7,25,14,235,160,280,36,0,-9999,-9999
2017,7,25,15,242,160,280,36,-9999,-9999,-9999
2017,7,25,16,250,151,320,31,-9999,-9999,-9999
2017,7,25,17,258,149,320,46,4,-9999,-9999
2017,7,25,18,268,141,320,36,0,-9999,-9999
2017,7,25,19,268,143,280,36,4,-9999,-9999
2017,7,25,20,276,140,300,26,4,-9999,-9999
2017,7,25,21,281,128,290,51,0,-9999,-9999
2017,7,25,22,276,144,320,15,4,-9999,-9999
2017,7,25,23,269,144,360,21,4,-9999,-9999
2017,7,26,0,250,154,30,21,0,-9999,-9999
2017,7,26,1,212,169,0,0,0,-9999,-9999
2017,7,26,2,193,172,0,0,4,-9999,-9999
2017,7,26,3,184,178,0,0,0,-9999,-9999
2017,7,26,4,181,177,0,0,0,-9999,-9999
2017,7,26,5,173,173,0,0,0,-9999,-9999
2017,7,26,6,167,167,0,0,0,-9999,-9999
2017,7,26,7,160,160,0,0,0,-9999,-9999
2017,7,26,8,156,156,0,0,0,-9999,-9999
2017,7,26,9,157,157,0,0,0,-9999,-9999
2017,7,26,10,169,166,0,0,-9999,-9999,-9999
2017,7,26,11,172,171,100,15,-9999,-9999,-9999
2017,7,26,12,175,175,90,15,-9999,-9999,-9999
2017,7,26,13,178,178,0,0,-9999,-9999,-9999
2017,7,26,14,194,178,0,0,-9999,-9999,-9999
2017,7,26,15,194,184,80,15,-9999,-9999,-9999
