accum_day,DHBFH
2015Apr101,2
2015Apr10nan,0
2015Apr11,3
2015Apr111,6
2015Apr11nan,0
2015Apr121,6
2015Apr12nan,0
2015Apr131,11
2015Apr13nan,0
2015Apr141,6
2015Apr14nan,0
2015Apr151,2
2015Apr15nan,0
2015Apr161,6
2015Apr16nan,0
2015Apr171,9
2015Apr17nan,0
2015Apr181,10
2015Apr18nan,0
2015Apr191,11
2015Apr19nan,0
2015Apr1nan,0
2015Apr201,11
2015Apr20nan,0
2015Apr21,1
2015Apr211,11
2015Apr21nan,0
2015Apr221,7
2015Apr22nan,0
2015Apr231,11
2015Apr23nan,0
2015Apr241,11
2015Apr24nan,0
2015Apr251,4
2015Apr25nan,0
2015Apr261,4
2015Apr26nan,0
2015Apr271,11
2015Apr27nan,0
2015Apr281,11
2015Apr28nan,0
2015Apr291,11
2015Apr29nan,0
2015Apr2nan,0
2015Apr301,11
2015Apr30nan,0
2015Apr31,4
2015Apr3nan,0
2015Apr41,4
2015Apr4nan,0
2015Apr51,3
2015Apr5nan,0
2015Apr61,2
2015Apr6nan,0
2015Apr7nan,0
2015Apr81,2
2015Apr8nan,0
2015Apr91,1
2015Apr9nan,0
2015Aug101,11
2015Aug10nan,0
2015Aug11,12
2015Aug111,11
2015Aug11nan,0
2015Aug121,11
2015Aug12nan,0
2015Aug131,11
2015Aug13nan,0
2015Aug141,11
2015Aug14nan,0
2015Aug151,11
2015Aug15nan,0
2015Aug161,11
2015Aug16nan,0
2015Aug171,11
2015Aug17nan,0
2015Aug181,11
2015Aug18nan,0
2015Aug191,11
2015Aug19nan,0
2015Aug1nan,0
2015Aug201,11
2015Aug20nan,0
2015Aug21,12
2015Aug211,11
2015Aug21nan,0
2015Aug221,11
2015Aug22nan,0
2015Aug231,11
2015Aug23nan,0
2015Aug241,11
2015Aug24nan,0
2015Aug251,11
2015Aug25nan,0
2015Aug261,11
2015Aug26nan,0
2015Aug271,11
2015Aug27nan,0
2015Aug281,11
2015Aug28nan,0
2015Aug291,11
2015Aug29nan,0
2015Aug2nan,0
2015Aug301,11
2015Aug30nan,0
2015Aug31,12
2015Aug311,11
2015Aug31nan,0
2015Aug3nan,0
2015Aug41,12
2015Aug4nan,0
2015Aug51,12
2015Aug5nan,0
2015Aug61,12
2015Aug6nan,0
2015Aug71,11
2015Aug7nan,0
2015Aug81,11
2015Aug8nan,0
2015Aug91,11
2015Aug9nan,0
2015Dec10nan,0
2015Dec11nan,0
2015Dec12nan,0
2015Dec13nan,0
2015Dec14nan,0
2015Dec15nan,0
2015Dec16nan,0
2015Dec17nan,0
2015Dec18nan,0
2015Dec19nan,0
2015Dec1nan,0
2015Dec20nan,0
2015Dec21nan,0
2015Dec22nan,0
2015Dec23nan,0
2015Dec24nan,0
2015Dec25nan,0
2015Dec26nan,0
2015Dec27nan,0
2015Dec28nan,0
2015Dec29nan,0
2015Dec2nan,0
2015Dec30nan,0
2015Dec31nan,0
2015Dec3nan,0
2015Dec4nan,0
2015Dec5nan,0
2015Dec6nan,0
2015Dec7nan,0
2015Dec8nan,0
2015Dec9nan,0
2015Feb10nan,0
2015Feb11nan,0
