DHBCH,concat,Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,concat3,concat_hour,num_month,month_concat,DHBFH
23.0,2015Jan1,0,2015,Jan,1,0.0,28,-61,10288,0,0,6,-9999,-9999,0.0,37.04,0,7.24,17.11,0,0,1,,1,2015Jan11,2015Jan10.037.04,1,2015110.0,0
23.0,2015Jan1,1,2015,Jan,1,1.0,6,-44,10285,0,0,4,0,-9999,0.0,33.08,1,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan11.033.08,1,2015111.0,0
23.0,2015Jan1,2,2015,Jan,1,2.0,0,-44,10286,0,0,2,0,-9999,0.0,32.0,2,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan12.032.0,1,2015112.0,0
23.0,2015Jan1,3,2015,Jan,1,3.0,-17,-50,10284,0,0,2,0,-9999,0.0,28.94,3,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan13.028.94,1,2015113.0,0
23.0,2015Jan1,4,2015,Jan,1,4.0,-17,-50,10283,0,0,0,0,-9999,0.0,28.94,4,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan14.028.94,1,2015114.0,0
23.0,2015Jan1,5,2015,Jan,1,5.0,-22,-50,10282,0,0,2,0,-9999,0.0,28.04,5,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan15.028.04,1,2015115.0,0
23.0,2015Jan1,6,2015,Jan,1,6.0,-22,-56,10280,0,0,2,0,-9999,0.0,28.04,6,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan16.028.04,1,2015116.0,0
23.0,2015Jan1,7,2015,Jan,1,7.0,-17,-50,10278,0,0,2,0,-9999,0.0,28.94,7,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan17.028.94,1,2015117.0,0
23.0,2015Jan1,8,2015,Jan,1,8.0,-22,-44,10275,0,0,2,0,-9999,0.0,28.04,8,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan18.028.04,1,2015118.0,0
23.0,2015Jan1,9,2015,Jan,1,9.0,-28,-50,10266,0,0,2,0,-9999,0.0,26.96,9,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan19.026.96,1,2015119.0,0
23.0,2015Jan1,10,2015,Jan,1,10.0,-28,-56,10267,0,0,2,0,-9999,0.0,26.96,10,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan110.026.96,1,20151110.0,0
23.0,2015Jan1,11,2015,Jan,1,11.0,-39,-61,10269,230,15,2,0,-9999,0.0,24.98,11,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan111.024.98,1,20151111.0,0
23.0,2015Jan1,12,2015,Jan,1,12.0,-44,-67,10271,0,0,2,0,-9999,0.0,24.08,12,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan112.024.08,1,20151112.0,0
23.0,2015Jan1,13,2015,Jan,1,13.0,-33,-61,10276,0,0,2,0,-9999,0.0,26.06,13,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan113.026.06,1,20151113.0,0
23.0,2015Jan1,14,2015,Jan,1,14.0,-11,-39,10278,0,0,4,0,-9999,0.0,30.02,14,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan114.030.02,1,20151114.0,0
23.0,2015Jan1,15,2015,Jan,1,15.0,22,-39,10281,0,0,2,0,-9999,0.0,35.96,15,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan115.035.96,1,20151115.0,0
23.0,2015Jan1,16,2015,Jan,1,16.0,56,-61,10275,230,15,2,0,-9999,0.0,42.08,16,7.24,17.11,1,0,0,,1,2015Jan11,2015Jan116.042.08,1,20151116.0,0
23.0,2015Jan1,17,2015,Jan,1,17.0,72,-28,10262,230,41,2,0,-9999,0.0,44.96,17,7.24,17.11,0,0,0,,1,2015Jan11,2015Jan117.044.96,1,20151117.0,0
