DHBCH,concat,Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,concat3,concat_hour,num_month,month_concat,DHBFH
24.0,2016Jan1,0,2016,Jan,1,0.0,-106,-144,10368,350,41,2,-9999,-9999,0.0,12.920000000000002,0,7.51,17.1,0,0,1,,1,2016Jan11,2016Jan10.012.920000000000002,1,2016110.0,0
24.0,2016Jan1,1,2016,Jan,1,1.0,-122,-150,10375,360,31,2,0,-9999,0.0,10.04,1,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan11.010.04,1,2016111.0,0
24.0,2016Jan1,2,2016,Jan,1,2.0,-100,-133,10370,340,26,0,0,-9999,0.0,14.0,2,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan12.014.0,1,2016112.0,0
24.0,2016Jan1,3,2016,Jan,1,3.0,-111,-139,10376,220,15,0,0,-9999,0.0,12.02,3,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan13.012.02,1,2016113.0,0
24.0,2016Jan1,4,2016,Jan,1,4.0,-111,-139,10373,200,15,0,0,-9999,0.0,12.02,4,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan14.012.02,1,2016114.0,0
24.0,2016Jan1,5,2016,Jan,1,5.0,-117,-150,10373,0,0,0,0,-9999,0.0,10.94,5,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan15.010.94,1,2016115.0,0
24.0,2016Jan1,6,2016,Jan,1,6.0,-144,-178,10376,350,26,0,0,-9999,0.0,6.079999999999997,6,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan16.06.079999999999997,1,2016116.0,0
24.0,2016Jan1,7,2016,Jan,1,7.0,-122,-150,10366,280,15,0,0,-9999,0.0,10.04,7,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan17.010.04,1,2016117.0,0
24.0,2016Jan1,8,2016,Jan,1,8.0,-139,-167,10364,0,0,0,0,-9999,0.0,6.98,8,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan18.06.98,1,2016118.0,0
24.0,2016Jan1,9,2016,Jan,1,9.0,-150,-172,10360,310,15,0,0,-9999,0.0,5.0,9,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan19.05.0,1,2016119.0,0
24.0,2016Jan1,10,2016,Jan,1,10.0,-161,-178,10363,0,0,0,0,-9999,0.0,3.019999999999996,10,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan110.03.019999999999996,1,20161110.0,0
24.0,2016Jan1,11,2016,Jan,1,11.0,-156,-167,10362,190,15,0,0,-9999,0.0,3.9200000000000017,11,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan111.03.9200000000000017,1,20161111.0,0
24.0,2016Jan1,12,2016,Jan,1,12.0,-144,-167,10363,0,0,0,0,-9999,0.0,6.079999999999997,12,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan112.06.079999999999997,1,20161112.0,0
24.0,2016Jan1,13,2016,Jan,1,13.0,-139,-161,10366,130,15,0,0,-9999,0.0,6.98,13,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan113.06.98,1,20161113.0,0
24.0,2016Jan1,14,2016,Jan,1,14.0,-150,-167,10366,0,0,0,0,-9999,0.0,5.0,14,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan114.05.0,1,20161114.0,0
24.0,2016Jan1,15,2016,Jan,1,15.0,-144,-172,10365,0,0,0,0,-9999,0.0,6.079999999999997,15,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan115.06.079999999999997,1,20161115.0,0
24.0,2016Jan1,16,2016,Jan,1,16.0,-156,-172,10369,350,26,2,0,-9999,0.0,3.9200000000000017,16,7.51,17.1,1,0,0,,1,2016Jan11,2016Jan116.03.9200000000000017,1,20161116.0,0
24.0,2016Jan1,17,2016,Jan,1,17.0,-133,-161,10368,350,21,0,0,-9999,0.0,8.059999999999999,17,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan117.08.059999999999999,1,20161117.0,0
24.0,2016Jan1,18,2016,Jan,1,18.0,-100,-139,10370,340,21,0,0,-9999,0.0,14.0,18,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan118.014.0,1,20161118.0,0
24.0,2016Jan1,19,2016,Jan,1,19.0,-83,-133,10352,350,26,0,0,-9999,0.0,17.06,19,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan119.017.06,1,20161119.0,0
24.0,2016Jan1,20,2016,Jan,1,20.0,-72,-144,10342,310,21,0,0,-9999,0.0,19.04,20,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan120.019.04,1,20161120.0,0
24.0,2016Jan1,21,2016,Jan,1,21.0,-72,-128,10338,360,36,0,0,-9999,0.0,19.04,21,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan121.019.04,1,20161121.0,0
24.0,2016Jan1,22,2016,Jan,1,22.0,-72,-128,10339,350,41,0,0,-9999,0.0,19.04,22,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan122.019.04,1,20161122.0,0
24.0,2016Jan1,23,2016,Jan,1,23.0,-67,-139,10338,320,31,0,0,-9999,0.0,19.94,23,7.51,17.1,0,0,0,,1,2016Jan11,2016Jan123.019.94,1,20161123.0,0
24.0,2016Jan2,24,2016,Jan,2,0.0,-83,-139,10335,310,26,0,0,-9999,0.0,17.06,24,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan20.017.06,1,2016120.0,0
24.0,2016Jan2,25,2016,Jan,2,1.0,-100,-150,10335,0,0,0,0,-9999,0.0,14.0,25,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan21.014.0,1,2016121.0,0
24.0,2016Jan2,26,2016,Jan,2,2.0,-111,-139,10339,230,15,0,0,-9999,0.0,12.02,26,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan22.012.02,1,2016122.0,0
24.0,2016Jan2,27,2016,Jan,2,3.0,-106,-139,10334,0,0,0,0,-9999,0.0,12.920000000000002,27,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan23.012.920000000000002,1,2016123.0,0
24.0,2016Jan2,28,2016,Jan,2,4.0,-128,-156,10343,0,0,0,0,-9999,0.0,8.959999999999997,28,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan24.08.959999999999997,1,2016124.0,0
24.0,2016Jan2,29,2016,Jan,2,5.0,-106,-150,10331,0,0,0,0,-9999,0.0,12.920000000000002,29,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan25.012.920000000000002,1,2016125.0,0
24.0,2016Jan2,30,2016,Jan,2,6.0,-106,-139,10320,160,15,0,0,-9999,0.0,12.920000000000002,30,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan26.012.920000000000002,1,2016126.0,0
24.0,2016Jan2,31,2016,Jan,2,7.0,-106,-144,10317,0,0,0,0,-9999,0.0,12.920000000000002,31,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan27.012.920000000000002,1,2016127.0,0
24.0,2016Jan2,32,2016,Jan,2,8.0,-156,-178,10327,10,31,0,0,-9999,0.0,3.9200000000000017,32,7.51,17.11,0,0,0,,1,2016Jan21,2016Jan28.03.9200000000000017,1,2016128.0,0
24.0,2016Jan2,33,2016,Jan,2,9.0,-128,-156,10325,180,21,0,0,-9999,0.0,8.959999999999997,33,7.51,17.11,1,0,0,,1,2016Jan21,2016Jan29.08.959999999999997,1,2016129.0,0
24.0,2016Jan2,34,2016,Jan,2,10.0,-139,-161,10327,260,15,0,0,-9999,0.0,6.98,34,7.51,17.11,1,0,0,,1,2016Jan21,2016Jan210.06.98,1,20161210.0,0
