DHBCH,concat,Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,concat3,concat_hour,num_month,month_concat,DHBFH
24.0,2015Jan1,0,2015,Jan,1,0.0,-89,-172,10282,350,15,2,-9999,-9999,0.0,15.98,0,7.51,17.1,0,0,1,,1,2015Jan11,2015Jan10.015.98,1,2015110.0,0
24.0,2015Jan1,1,2015,Jan,1,1.0,-100,-172,10277,10,21,2,0,-9999,0.0,14.0,1,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan11.014.0,1,2015111.0,0
24.0,2015Jan1,2,2015,Jan,1,2.0,-94,-172,10273,20,15,0,0,-9999,0.0,15.079999999999998,2,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan12.015.079999999999998,1,2015112.0,0
24.0,2015Jan1,3,2015,Jan,1,3.0,-100,-161,10275,0,0,0,0,-9999,0.0,14.0,3,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan13.014.0,1,2015113.0,0
24.0,2015Jan1,4,2015,Jan,1,4.0,-106,-156,10274,240,15,0,0,-9999,0.0,12.920000000000002,4,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan14.012.920000000000002,1,2015114.0,0
24.0,2015Jan1,5,2015,Jan,1,5.0,-106,-167,10258,0,0,0,0,-9999,0.0,12.920000000000002,5,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan15.012.920000000000002,1,2015115.0,0
24.0,2015Jan1,6,2015,Jan,1,6.0,-117,-161,10255,140,21,0,0,-9999,0.0,10.94,6,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan16.010.94,1,2015116.0,0
24.0,2015Jan1,7,2015,Jan,1,7.0,-122,-156,10252,170,21,0,0,-9999,0.0,10.04,7,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan17.010.04,1,2015117.0,0
24.0,2015Jan1,8,2015,Jan,1,8.0,-133,-161,10247,0,0,0,0,-9999,0.0,8.059999999999999,8,7.51,17.1,0,0,0,,1,2015Jan11,2015Jan18.08.059999999999999,1,2015118.0,0
24.0,2015Jan1,9,2015,Jan,1,9.0,-128,-167,10239,170,15,0,0,-9999,0.0,8.959999999999997,9,7.51,17.1,1,0,0,,1,2015Jan11,2015Jan19.08.959999999999997,1,2015119.0,0
24.0,2015Jan1,10,2015,Jan,1,10.0,-128,-161,10239,0,0,0,0,-9999,0.0,8.959999999999997,10,7.51,17.1,1,0,0,,1,2015Jan11,2015Jan110.08.959999999999997,1,20151110.0,0
24.0,2015Jan1,11,2015,Jan,1,11.0,-128,-161,10235,0,0,0,0,-9999,0.0,8.959999999999997,11,7.51,17.1,1,0,0,,1,2015Jan11,2015Jan111.08.959999999999997,1,20151111.0,0
24.0,2015Jan1,12,2015,Jan,1,12.0,-133,-167,10236,0,0,0,0,-9999,0.0,8.059999999999999,12,7.51,17.1,1,0,0,,1,2015Jan11,2015Jan112.08.059999999999999,1,20151112.0,0
24.0,2015Jan1,13,2015,Jan,1,13.0,-128,-167,10236,150,15,0,0,-9999,0.0,8.959999999999997,13,7.51,17.1,1,0,0,,1,2015Jan11,2015Jan113.08.959999999999997,1,20151113.0,0
