year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2018,1,1,0,17,-56,10263,310,21,6,-9999,-9999
2018,1,1,1,0,-61,10271,320,15,-9999,0,-9999
2018,1,1,2,6,-61,10273,260,15,4,0,-9999
2018,1,1,3,-6,-72,10275,0,0,4,0,-9999
2018,1,1,4,-11,-56,10277,0,0,4,0,-9999
2018,1,1,5,-11,-56,10277,0,0,4,0,-9999
2018,1,1,6,-11,-56,10275,120,21,2,0,-9999
2018,1,1,7,-11,-50,10273,0,0,2,0,-9999
2018,1,1,8,-33,-67,10277,0,0,2,0,-9999
2018,1,1,9,-28,-61,10279,50,15,4,0,-9999
2018,1,1,10,-28,-61,10279,0,0,4,0,-9999
2018,1,1,11,-33,-61,10279,160,26,2,0,-9999
2018,1,1,12,-28,-61,10279,360,15,2,0,-9999
2018,1,1,13,-44,-67,10288,10,21,4,0,-9999
2018,1,1,14,-44,-61,10290,0,0,4,0,-9999
2018,1,1,15,-44,-61,10296,0,0,6,0,-9999
2018,1,1,16,-39,-56,10297,130,21,-9999,0,-9999
2018,1,1,17,-11,-50,10293,130,26,-9999,0,-9999
2018,1,1,18,11,-56,10291,0,0,6,0,-9999
2018,1,1,19,39,-50,10285,340,21,4,0,-9999
2018,1,1,20,44,-44,10282,320,26,4,0,-9999
2018,1,1,21,50,-33,10274,320,26,4,0,-9999
2018,1,1,22,56,-44,10271,330,21,4,0,-9999
2018,1,1,23,56,-50,10275,350,26,4,0,-9999
2018,1,2,0,28,-56,10279,300,26,2,0,-9999
2018,1,2,1,17,-33,10283,300,21,0,0,-9999
2018,1,2,2,0,-44,10292,0,0,0,0,-9999
2018,1,2,3,-17,-44,10297,340,31,0,0,-9999
2018,1,2,4,-11,-44,10297,0,0,0,0,-9999
2018,1,2,5,-11,-44,10300,0,0,0,0,-9999
2018,1,2,6,-17,-44,10302,0,0,0,0,-9999
2018,1,2,7,-17,-50,10303,140,15,0,0,-9999
2018,1,2,8,-22,-44,10304,0,0,0,0,-9999
2018,1,2,9,-28,-44,10306,180,15,0,0,-9999
2018,1,2,10,-33,-50,10313,170,21,0,0,-9999
2018,1,2,11,-33,-56,10319,150,26,0,0,-9999
2018,1,2,12,-33,-61,10324,150,21,0,0,-9999
2018,1,2,13,-39,-61,10335,190,15,0,0,-9999
2018,1,2,14,-39,-67,10340,180,15,0,0,-9999
2018,1,2,15,-33,-67,10349,0,0,0,0,-9999
2018,1,2,16,-39,-61,10352,120,21,2,0,-9999
2018,1,2,17,-11,-50,10359,160,26,0,0,-9999
2018,1,2,18,11,-39,10357,170,15,0,0,-9999
2018,1,2,19,28,-39,10352,-9999,15,0,0,-9999
2018,1,2,20,56,-44,10337,0,0,2,0,-9999
2018,1,2,21,67,-50,10316,0,0,2,0,-9999
2018,1,2,22,56,-39,10326,340,41,2,0,-9999
2018,1,2,23,44,-39,10324,320,31,2,0,-9999
2018,1,3,0,17,-50,10325,350,36,2,0,-9999
2018,1,3,1,-6,-44,10332,280,15,2,0,-9999
2018,1,3,2,-17,-50,10334,280,21,2,0,-9999
2018,1,3,3,-17,-44,10338,310,15,0,0,-9999
2018,1,3,4,-17,-50,10339,0,0,0,0,-9999
2018,1,3,5,-17,-50,10339,0,0,0,0,-9999
2018,1,3,6,-28,-50,10337,160,21,0,0,-9999
2018,1,3,7,-28,-56,10331,160,21,0,0,-9999
2018,1,3,8,-39,-61,10321,150,21,0,0,-9999
2018,1,3,9,-39,-67,10320,100,26,0,0,-9999
2018,1,3,10,-28,-67,10321,160,21,2,0,-9999
2018,1,3,11,-44,-67,10319,130,21,2,0,-9999
2018,1,3,12,-39,-72,10314,110,15,2,0,-9999
2018,1,3,13,-50,-78,10318,0,0,0,0,-9999
2018,1,3,14,-39,-72,10317,200,21,4,0,-9999
2018,1,3,15,-50,-78,10319,270,15,6,0,-9999
2018,1,3,16,-39,-67,10314,180,21,-9999,0,-9999
2018,1,3,17,-17,-72,10310,180,26,-9999,0,-9999
2018,1,3,18,-6,-67,10306,0,0,6,0,-9999
2018,1,3,19,11,-44,10296,330,36,-9999,0,-9999
2018,1,3,20,28,-50,10281,320,26,-9999,0,-9999
2018,1,3,21,33,-50,10271,340,21,6,0,-9999
2018,1,3,22,39,-67,10261,340,26,-9999,0,-9999
2018,1,3,23,28,-50,10261,310,31,-9999,0,-9999
2018,1,4,0,11,-50,10265,280,26,6,0,-9999
2018,1,4,1,-11,-44,10266,270,21,-9999,0,-9999
2018,1,4,2,-17,-50,10271,350,15,-9999,0,-9999
2018,1,4,3,-17,-56,10275,0,0,0,0,-9999
2018,1,4,4,-17,-44,10272,0,0,0,0,-9999
2018,1,4,5,-17,-44,10269,0,0,0,0,-9999
2018,1,4,6,-28,-50,10275,0,0,0,0,-9999
2018,1,4,7,-39,-56,10271,0,0,0,0,-9999
2018,1,4,8,-39,-61,10267,0,0,2,0,-9999
2018,1,4,9,-44,-67,10266,0,0,2,0,-9999
2018,1,4,10,-44,-67,10266,140,26,2,0,-9999
2018,1,4,11,-44,-72,10267,130,21,2,0,-9999
2018,1,4,12,-44,-72,10265,150,21,2,0,-9999
2018,1,4,13,-44,-78,10270,0,0,2,0,-9999
2018,1,4,14,-72,-89,10286,360,15,2,0,-9999
2018,1,4,15,-56,-83,10283,0,0,6,0,-9999
2018,1,4,16,-39,-72,10277,0,0,-9999,0,-9999
2018,1,4,17,-17,-61,10277,200,21,-9999,0,-9999
2018,1,4,18,0,-56,10283,290,21,6,0,-9999
2018,1,4,19,22,-44,10275,0,0,-9999,0,-9999
2018,1,4,20,39,-50,10265,0,0,-9999,0,-9999
2018,1,4,21,50,-61,10255,0,0,6,0,-9999
2018,1,4,22,56,-61,10253,290,21,-9999,0,-9999
2018,1,4,23,33,-44,10258,300,36,-9999,0,-9999
2018,1,5,0,11,-44,10262,300,21,6,0,-9999
2018,1,5,1,0,-44,10263,0,0,-9999,0,-9999
2018,1,5,2,0,-33,10266,0,0,-9999,0,-9999
2018,1,5,3,0,-33,10270,300,15,6,0,-9999
2018,1,5,4,-11,-39,10266,250,15,4,0,-9999
2018,1,5,5,-17,-44,10260,130,15,4,0,-9999
2018,1,5,6,-17,-44,10264,0,0,4,0,-9999
2018,1,5,7,-28,-50,10262,0,0,4,0,-9999
2018,1,5,8,-28,-50,10259,0,0,4,0,-9999
2018,1,5,9,-28,-50,10265,160,15,4,0,-9999
2018,1,5,10,-33,-50,10264,0,0,4,0,-9999
2018,1,5,11,-33,-56,10262,130,31,4,0,-9999
2018,1,5,12,-28,-56,10261,0,0,2,0,-9999
2018,1,5,13,-44,-61,10266,10,21,2,0,-9999
2018,1,5,14,-33,-56,10272,280,15,4,0,-9999
2018,1,5,15,-33,-56,10273,0,0,6,0,-9999
2018,1,5,16,-22,-44,10268,160,26,-9999,0,-9999
2018,1,5,17,-6,-33,10281,360,41,2,0,-9999
2018,1,5,18,17,-28,10284,0,0,2,0,-9999
2018,1,5,19,22,-33,10280,0,0,2,0,-9999
2018,1,5,20,56,-39,10267,0,0,2,0,-9999
2018,1,5,21,61,-44,10260,0,0,2,0,-9999
2018,1,5,22,56,-22,10262,310,41,-9999,0,-9999
2018,1,5,23,33,-22,10269,290,31,-9999,0,-9999
2018,1,6,0,28,-33,10273,320,21,6,0,-9999
2018,1,6,1,11,-39,10276,0,0,-9999,0,-9999
2018,1,6,2,11,-33,10268,0,0,4,0,-9999
2018,1,6,3,-6,-33,10270,30,21,2,0,-9999
2018,1,6,4,-6,-39,10270,0,0,2,0,-9999
2018,1,6,5,-17,-39,10274,340,15,2,0,-9999
2018,1,6,6,-11,-39,10265,0,0,4,0,-9999
2018,1,6,7,-11,-33,10255,0,0,-9999,0,-9999
2018,1,6,8,-6,-28,10243,0,0,-9999,0,-9999
2018,1,6,9,-11,-39,10242,10,26,6,0,-9999
2018,1,6,10,-6,-33,10241,0,0,-9999,0,-9999
2018,1,6,11,-11,-33,10236,0,0,-9999,0,-9999
2018,1,6,12,-6,-33,10231,0,0,-9999,0,-9999
2018,1,6,13,0,-22,10221,170,26,-9999,0,-9999
2018,1,6,14,0,-28,10221,10,31,-9999,0,-9999
2018,1,6,15,6,-28,10218,270,26,8,0,-9999
2018,1,6,16,0,-22,10213,0,0,-9999,0,-9999
2018,1,6,17,11,-17,10212,200,15,-9999,0,-9999
2018,1,6,18,17,-17,10212,320,21,8,-1,-1
2018,1,6,19,17,-17,10213,310,46,-9999,-1,-9999
2018,1,6,20,11,-11,-9999,330,41,-9999,2,-9999
2018,1,6,21,11,0,10209,350,26,8,15,-9999
2018,1,6,22,11,-6,10205,0,0,-9999,13,-9999
2018,1,6,23,11,6,10207,150,15,-9999,10,-9999
2018,1,7,0,11,6,10210,170,15,8,3,50
2018,1,7,1,11,6,10214,160,21,-9999,0,-9999
2018,1,7,2,17,6,10224,320,15,-9999,-1,-9999
2018,1,7,3,11,6,10223,0,0,8,8,-9999
2018,1,7,4,11,6,-9999,180,31,-9999,-1,-9999
2018,1,7,5,17,11,10222,60,31,-9999,0,-9999
2018,1,7,6,11,6,10230,320,36,8,-1,8
2018,1,7,7,11,11,10235,300,15,-9999,-1,-9999
2018,1,7,8,11,6,10239,0,0,-9999,-1,-9999
2018,1,7,9,11,6,10244,300,21,8,-1,-9999
2018,1,7,10,11,6,10249,290,21,-9999,3,-9999
2018,1,7,11,11,6,10249,260,15,-9999,0,-9999
2018,1,7,12,11,0,10248,0,0,6,0,3
2018,1,7,13,11,6,10253,0,0,-9999,0,-9999
2018,1,7,14,17,11,10259,110,21,-9999,0,-9999
2018,1,7,15,6,-6,10268,280,21,8,0,-9999
2018,1,7,16,6,0,10276,250,15,-9999,0,-9999
2018,1,7,17,17,6,10275,160,21,4,0,-9999
2018,1,7,18,33,17,10266,130,36,2,0,-9999
