year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2017,1,1,0,67,44,10134,280,41,6,-9999,20
2017,1,1,1,67,44,10135,310,36,-9999,0,-9999
2017,1,1,2,72,44,10143,180,15,-9999,0,-9999
2017,1,1,3,67,50,10147,110,15,-9999,0,-9999
2017,1,1,4,67,50,10145,160,15,-9999,0,-9999
2017,1,1,5,67,50,10151,150,15,-9999,0,-9999
2017,1,1,6,67,50,10158,180,26,6,0,-9999
2017,1,1,7,61,44,10160,180,31,-9999,0,-9999
2017,1,1,8,61,44,10155,200,21,-9999,0,-9999
2017,1,1,9,61,44,10150,170,21,-9999,0,-9999
2017,1,1,10,61,44,10154,130,15,-9999,0,-9999
2017,1,1,11,56,44,10158,130,21,-9999,0,-9999
2017,1,1,12,56,44,10158,120,36,8,0,-9999
2017,1,1,13,56,44,10157,130,36,-9999,0,-9999
2017,1,1,14,50,39,-9999,130,26,-9999,0,-9999
2017,1,1,15,44,33,10158,150,21,-9999,0,-9999
2017,1,1,16,44,33,10158,120,21,-9999,0,-9999
2017,1,1,17,56,39,10165,130,21,-9999,0,-9999
2017,1,1,18,67,39,10162,120,36,6,0,-9999
2017,1,1,19,83,44,10153,140,36,-9999,0,-9999
2017,1,1,20,83,39,10146,-9999,15,-9999,0,-9999
2017,1,1,21,94,39,10144,100,21,-9999,0,-9999
2017,1,1,22,100,39,10139,120,21,-9999,0,-9999
2017,1,1,23,100,44,10139,90,36,-9999,0,-9999
2017,1,2,0,94,33,10138,100,31,6,0,-9999
2017,1,2,1,94,44,10139,100,21,-9999,0,-9999
2017,1,2,2,89,44,10143,110,15,-9999,0,-9999
2017,1,2,3,83,44,10146,140,26,-9999,0,-9999
2017,1,2,4,83,44,10147,130,15,-9999,0,-9999
2017,1,2,5,83,44,10158,0,0,-9999,0,-9999
2017,1,2,6,89,50,10168,0,0,6,0,-9999
2017,1,2,7,72,44,10166,130,15,-9999,0,-9999
2017,1,2,8,78,50,10162,0,0,-9999,0,-9999
2017,1,2,9,72,44,10156,290,15,-9999,0,-9999
2017,1,2,10,61,44,10163,290,21,-9999,0,-9999
2017,1,2,11,61,39,10167,70,26,-9999,0,-9999
2017,1,2,12,50,33,10167,140,15,4,0,-9999
2017,1,2,13,50,33,10165,0,0,-9999,0,-9999
2017,1,2,14,44,28,10168,0,0,-9999,0,-9999
2017,1,2,15,44,28,10173,0,0,-9999,0,-9999
2017,1,2,16,50,33,10178,110,15,-9999,0,-9999
2017,1,2,17,61,39,10182,110,15,-9999,0,-9999
2017,1,2,18,78,50,10186,110,36,8,0,-9999
2017,1,2,19,83,44,10190,140,51,-9999,0,-9999
2017,1,2,20,89,50,10185,120,36,-9999,0,-9999
2017,1,2,21,100,44,10184,120,41,-9999,0,-9999
2017,1,2,22,94,44,10187,110,36,-9999,0,-9999
2017,1,2,23,94,39,10189,110,46,-9999,0,-9999
2017,1,3,0,89,44,10190,120,41,8,0,-9999
2017,1,3,1,83,44,10190,120,31,-9999,0,-9999
2017,1,3,2,83,39,10191,80,21,4,0,-9999
2017,1,3,3,78,39,10197,100,21,-9999,0,-9999
2017,1,3,4,72,39,10203,130,15,-9999,0,-9999
2017,1,3,5,72,39,10205,90,21,-9999,0,-9999
2017,1,3,6,61,28,10205,80,15,4,0,-9999
2017,1,3,7,56,22,10212,100,15,4,0,-9999
2017,1,3,8,56,22,10215,0,0,-9999,0,-9999
2017,1,3,9,56,22,10215,0,0,-9999,0,-9999
2017,1,3,10,61,17,10219,80,31,-9999,0,-9999
2017,1,3,11,67,11,10217,80,46,-9999,0,-9999
2017,1,3,12,72,11,10213,120,21,8,0,-9999
2017,1,3,13,67,17,10210,100,21,-9999,0,-9999
2017,1,3,14,67,17,10213,0,0,-9999,0,-9999
2017,1,3,15,78,17,10208,80,36,-9999,0,-9999
2017,1,3,16,67,17,10208,120,26,-9999,0,-9999
2017,1,3,17,100,17,10204,110,21,-9999,0,-9999
2017,1,3,18,117,39,10205,180,26,8,0,-9999
2017,1,3,19,122,44,10203,190,36,-9999,0,-9999
2017,1,3,20,128,33,10196,130,51,-9999,0,-9999
2017,1,3,21,128,44,10190,110,46,-9999,0,-9999
2017,1,3,22,128,44,10182,110,46,-9999,0,-9999
2017,1,3,23,128,44,10180,110,51,-9999,0,-9999
2017,1,4,0,122,44,10182,110,31,8,-1,0
2017,1,4,1,117,50,10187,110,26,-9999,-1,-9999
2017,1,4,2,106,61,10190,70,36,-9999,8,-9999
2017,1,4,3,100,61,10185,80,67,-9999,15,-9999
2017,1,4,4,100,61,10190,90,36,-9999,10,-9999
2017,1,4,5,94,67,10192,90,46,-9999,20,-9999
2017,1,4,6,100,67,10193,100,31,8,-1,50
2017,1,4,7,100,72,10188,80,57,-9999,13,-9999
2017,1,4,8,100,83,10182,90,57,-9999,8,-9999
2017,1,4,9,100,83,10178,80,57,-9999,10,-9999
2017,1,4,10,106,83,10183,80,41,-9999,15,-9999
