year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2016,1,1,0,-106,-144,10368,350,41,2,-9999,-9999
2016,1,1,1,-122,-150,10375,360,31,2,0,-9999
2016,1,1,2,-100,-133,10370,340,26,0,0,-9999
2016,1,1,3,-111,-139,10376,220,15,0,0,-9999
2016,1,1,4,-111,-139,10373,200,15,0,0,-9999
2016,1,1,5,-117,-150,10373,0,0,0,0,-9999
2016,1,1,6,-144,-178,10376,350,26,0,0,-9999
2016,1,1,7,-122,-150,10366,280,15,0,0,-9999
2016,1,1,8,-139,-167,10364,0,0,0,0,-9999
2016,1,1,9,-150,-172,10360,310,15,0,0,-9999
2016,1,1,10,-161,-178,10363,0,0,0,0,-9999
2016,1,1,11,-156,-167,10362,190,15,0,0,-9999
2016,1,1,12,-144,-167,10363,0,0,0,0,-9999
2016,1,1,13,-139,-161,10366,130,15,0,0,-9999
2016,1,1,14,-150,-167,10366,0,0,0,0,-9999
2016,1,1,15,-144,-172,10365,0,0,0,0,-9999
2016,1,1,16,-156,-172,10369,350,26,2,0,-9999
2016,1,1,17,-133,-161,10368,350,21,0,0,-9999
2016,1,1,18,-100,-139,10370,340,21,0,0,-9999
2016,1,1,19,-83,-133,10352,350,26,0,0,-9999
2016,1,1,20,-72,-144,10342,310,21,0,0,-9999
2016,1,1,21,-72,-128,10338,360,36,0,0,-9999
2016,1,1,22,-72,-128,10339,350,41,0,0,-9999
2016,1,1,23,-67,-139,10338,320,31,0,0,-9999
2016,1,2,0,-83,-139,10335,310,26,0,0,-9999
2016,1,2,1,-100,-150,10335,0,0,0,0,-9999
2016,1,2,2,-111,-139,10339,230,15,0,0,-9999
2016,1,2,3,-106,-139,10334,0,0,0,0,-9999
2016,1,2,4,-128,-156,10343,0,0,0,0,-9999
2016,1,2,5,-106,-150,10331,0,0,0,0,-9999
2016,1,2,6,-106,-139,10320,160,15,0,0,-9999
2016,1,2,7,-106,-144,10317,0,0,0,0,-9999
2016,1,2,8,-156,-178,10327,10,31,0,0,-9999
2016,1,2,9,-128,-156,10325,180,21,0,0,-9999
2016,1,2,10,-139,-161,10327,260,15,0,0,-9999
2016,1,2,11,-133,-150,10323,0,0,4,0,-9999
2016,1,2,12,-139,-167,10327,350,15,4,0,-9999
2016,1,2,13,-133,-156,10331,0,0,-9999,0,-9999
2016,1,2,14,-133,-150,10338,0,0,4,0,-9999
2016,1,2,15,-117,-144,10331,0,0,6,0,-9999
2016,1,2,16,-117,-139,10342,160,21,-9999,0,-9999
2016,1,2,17,-94,-122,10332,130,21,-9999,0,-9999
2016,1,2,18,-67,-122,10329,0,0,6,0,-9999
2016,1,2,19,-61,-122,10320,360,15,-9999,0,-9999
2016,1,2,20,-44,-117,10319,350,15,-9999,0,-9999
2016,1,2,21,-56,-117,10312,320,31,4,0,-9999
2016,1,2,22,-56,-111,10310,300,21,-9999,0,-9999
2016,1,2,23,-61,-128,10310,310,26,-9999,0,-9999
2016,1,3,0,-67,-122,10312,300,15,6,0,-9999
2016,1,3,1,-67,-117,10309,30,15,-9999,0,-9999
2016,1,3,2,-72,-122,10309,10,26,-9999,0,-9999
2016,1,3,3,-72,-128,10307,0,0,6,0,-9999
2016,1,3,4,-67,-117,10309,360,15,-9999,0,-9999
2016,1,3,5,-67,-111,10303,0,0,-9999,0,-9999
2016,1,3,6,-67,-111,10300,350,15,6,0,-9999
2016,1,3,7,-67,-106,10301,0,0,-9999,0,-9999
2016,1,3,8,-67,-106,10293,0,0,-9999,0,-9999
2016,1,3,9,-67,-111,10292,0,0,6,0,-9999
2016,1,3,10,-67,-106,10291,0,0,-9999,0,-9999
2016,1,3,11,-67,-100,10288,0,0,-9999,0,-9999
2016,1,3,12,-61,-106,10282,0,0,6,0,-9999
2016,1,3,13,-67,-100,10283,0,0,-9999,0,-9999
2016,1,3,14,-67,-94,10287,0,0,-9999,0,-9999
2016,1,3,15,-61,-94,10287,140,15,6,0,-9999
2016,1,3,16,-56,-94,10288,0,0,-9999,0,-9999
2016,1,3,17,-50,-89,10286,0,0,-9999,0,-9999
2016,1,3,18,-39,-89,10285,0,0,6,0,-9999
2016,1,3,19,-39,-83,10276,300,21,-9999,0,-9999
2016,1,3,20,-39,-83,10267,310,26,-9999,0,-9999
2016,1,3,21,-33,-78,10260,310,26,6,0,-9999
2016,1,3,22,-33,-72,10254,250,21,-9999,0,-9999
2016,1,3,23,-33,-72,10250,300,21,-9999,0,-9999
2016,1,4,0,-39,-83,10252,290,21,8,0,-9999
2016,1,4,1,-39,-78,10250,290,21,-9999,0,-9999
2016,1,4,2,-44,-78,10253,0,0,-9999,0,-9999
2016,1,4,3,-44,-78,10252,0,0,8,0,-9999
2016,1,4,4,-44,-78,10243,230,15,-9999,0,-9999
2016,1,4,5,-44,-78,10237,0,0,-9999,0,-9999
2016,1,4,6,-72,-100,10238,360,21,6,0,-9999
2016,1,4,7,-67,-94,10231,330,21,-9999,0,-9999
2016,1,4,8,-78,-94,10226,240,15,-9999,0,-9999
2016,1,4,9,-78,-94,10220,50,15,6,0,-9999
2016,1,4,10,-78,-100,10217,0,0,4,0,-9999
2016,1,4,11,-72,-94,10214,0,0,-9999,0,-9999
2016,1,4,12,-67,-89,10208,190,21,4,0,-9999
2016,1,4,13,-61,-83,10206,0,0,2,0,-9999
2016,1,4,14,-72,-89,10210,0,0,4,0,-9999
2016,1,4,15,-67,-83,10210,10,21,6,0,-9999
2016,1,4,16,-61,-78,10201,0,0,-9999,0,-9999
2016,1,4,17,-39,-72,10189,140,21,-9999,0,-9999
2016,1,4,18,-22,-61,10185,0,0,8,0,-9999
2016,1,4,19,-22,-61,10175,340,21,-9999,0,-9999
2016,1,4,20,-11,-67,10164,320,21,-9999,0,-9999
