year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2017,1,1,0,83,-72,10206,220,72,8,-9999,-9999
2017,1,1,1,83,-72,10203,220,67,-9999,0,-9999
2017,1,1,2,78,-61,10200,230,51,-9999,0,-9999
2017,1,1,3,78,-61,10201,220,62,-9999,0,-9999
2017,1,1,4,78,-56,10203,230,67,-9999,0,-9999
2017,1,1,5,78,-50,10202,230,67,-9999,0,-9999
2017,1,1,6,78,-44,10203,240,62,8,0,-9999
2017,1,1,7,78,-33,10199,220,57,-9999,0,-9999
2017,1,1,8,78,-33,10203,240,41,-9999,0,-9999
2017,1,1,9,78,-33,10204,230,57,-9999,0,-9999
2017,1,1,10,67,-6,10207,240,51,-9999,-1,-9999
2017,1,1,11,56,33,10215,230,67,-9999,3,-9999
2017,1,1,12,50,39,10224,240,31,8,10,8
2017,1,1,13,50,39,10225,220,46,-9999,20,-9999
2017,1,1,14,56,50,10229,230,31,-9999,13,-9999
2017,1,1,15,72,61,-9999,230,31,-9999,10,-9999
2017,1,1,16,89,78,10238,250,21,-9999,0,-9999
2017,1,1,17,89,78,10237,230,31,-9999,3,-9999
2017,1,1,18,89,83,10231,250,15,8,8,60
2017,1,1,19,94,83,10230,180,15,-9999,20,-9999
2017,1,1,20,94,83,10233,0,0,-9999,8,-9999
2017,1,1,21,94,83,10236,0,0,-9999,10,-9999
2017,1,1,22,100,89,10240,0,0,-9999,-1,-9999
2017,1,1,23,100,89,10245,0,0,-9999,-1,-9999
2017,1,2,0,100,89,10251,130,21,8,-1,40
2017,1,2,1,100,94,10253,130,15,-9999,5,-9999
2017,1,2,2,100,94,10253,130,21,-9999,10,-9999
2017,1,2,3,100,94,10251,120,21,-9999,8,-9999
2017,1,2,4,100,94,10251,130,31,-9999,10,-9999
2017,1,2,5,100,94,10246,110,26,-9999,-1,-9999
2017,1,2,6,106,100,10238,90,26,8,10,40
2017,1,2,7,106,100,10237,40,15,-9999,38,-9999
2017,1,2,8,100,94,10239,40,26,-9999,51,-9999
2017,1,2,9,100,94,10238,20,15,-9999,28,-9999
2017,1,2,10,94,89,10234,40,31,-9999,15,-9999
2017,1,2,11,100,89,10233,50,21,-9999,5,-9999
2017,1,2,12,100,89,10234,50,31,8,10,150
2017,1,2,13,100,94,10236,30,21,-9999,15,-9999
2017,1,2,14,100,89,10241,20,21,-9999,74,-9999
2017,1,2,15,100,94,10245,20,15,-9999,18,-9999
2017,1,2,16,100,89,-9999,30,36,-9999,2,-9999
2017,1,2,17,94,83,10233,30,31,-9999,3,-9999
2017,1,2,18,94,83,10227,340,21,8,-1,120
2017,1,2,19,94,83,10224,-9999,31,-9999,0,-9999
2017,1,2,20,94,83,10221,30,31,-9999,0,-9999
2017,1,2,21,89,83,10224,30,36,-9999,0,-9999
2017,1,2,22,89,78,10228,30,31,-9999,0,-9999
2017,1,2,23,89,78,10219,50,21,-9999,0,-9999
2017,1,3,0,89,78,10227,-9999,15,8,-1,-9999
2017,1,3,1,83,78,10220,30,26,-9999,-1,-9999
2017,1,3,2,83,78,10219,30,36,-9999,-1,-9999
2017,1,3,3,83,78,10212,50,31,-9999,-1,-9999
2017,1,3,4,83,78,10211,40,21,-9999,-1,-9999
2017,1,3,5,83,78,10200,50,21,-9999,-1,-9999
2017,1,3,6,83,78,10187,40,26,8,-1,-1
2017,1,3,7,83,78,10171,50,41,-9999,5,-9999
2017,1,3,8,83,78,10158,50,26,-9999,20,-9999
2017,1,3,9,83,78,10152,70,26,-9999,-1,-9999
2017,1,3,10,83,78,10136,80,26,-9999,3,-9999
2017,1,3,11,83,78,10117,70,26,-9999,51,-9999
2017,1,3,12,83,78,10124,0,0,8,-1,80
2017,1,3,13,83,78,10116,20,15,-9999,-1,-9999
2017,1,3,14,83,78,10119,-9999,15,-9999,-1,-9999
2017,1,3,15,83,78,10121,0,0,-9999,0,-9999
2017,1,3,16,94,89,10111,0,0,-9999,0,-9999
2017,1,3,17,100,94,10099,250,15,-9999,0,-9999
2017,1,3,18,100,100,10087,250,21,8,0,-1
2017,1,3,19,106,100,10073,230,26,-9999,0,-9999
2017,1,3,20,111,106,10068,250,15,-9999,0,-9999
2017,1,3,21,111,106,10066,240,41,-9999,0,-9999
2017,1,3,22,117,111,10056,240,31,-9999,0,-9999
2017,1,3,23,122,111,10055,240,51,-9999,0,-9999
2017,1,4,0,122,111,10061,240,36,8,0,-9999
2017,1,4,1,128,111,10056,230,41,-9999,0,-9999
2017,1,4,2,128,111,10046,280,21,-9999,0,-9999
2017,1,4,3,122,117,10048,240,31,-9999,0,-9999
2017,1,4,4,128,117,10049,240,21,-9999,0,-9999
2017,1,4,5,128,117,10043,240,26,-9999,0,-9999
2017,1,4,6,128,117,10039,230,31,6,0,-9999
2017,1,4,7,122,117,10038,230,31,-9999,0,-9999
2017,1,4,8,128,117,10037,260,26,-9999,0,-9999
2017,1,4,9,122,117,10035,240,31,-9999,0,-9999
2017,1,4,10,133,122,10035,240,31,-9999,0,-9999
2017,1,4,11,128,122,10038,250,15,-9999,0,-9999
2017,1,4,12,133,122,10045,250,21,6,0,-9999
2017,1,4,13,128,117,10048,230,21,-9999,0,-9999
2017,1,4,14,133,122,10049,270,21,-9999,0,-9999
2017,1,4,15,144,117,10059,260,21,-9999,0,-9999
2017,1,4,16,161,89,10059,300,51,-9999,0,-9999
2017,1,4,17,172,83,10059,340,51,-9999,0,-9999
2017,1,4,18,161,39,10058,320,51,6,0,-9999
2017,1,4,19,167,28,10059,310,41,-9999,0,-9999
2017,1,4,20,150,6,10067,350,36,-9999,0,-9999
2017,1,4,21,139,0,10076,320,36,-9999,0,-9999
2017,1,4,22,122,0,10087,-9999,21,-9999,0,-9999
2017,1,4,23,100,6,10098,0,0,-9999,0,-9999
2017,1,5,0,89,0,10108,260,21,6,0,-9999
2017,1,5,1,83,-17,10115,270,15,-9999,0,-9999
2017,1,5,2,72,-22,10123,270,21,-9999,0,-9999
2017,1,5,3,78,-61,10133,320,26,-9999,0,-9999
2017,1,5,4,67,-72,10141,0,0,-9999,0,-9999
2017,1,5,5,56,-78,10143,280,15,-9999,0,-9999
2017,1,5,6,39,-83,10141,0,0,6,0,-9999
2017,1,5,7,33,-83,10147,0,0,-9999,0,-9999
2017,1,5,8,17,-67,10151,0,0,-9999,0,-9999
2017,1,5,9,17,-83,10157,0,0,4,0,-9999
2017,1,5,10,0,-83,10154,40,26,4,0,-9999
2017,1,5,11,6,-94,10153,0,0,2,0,-9999
2017,1,5,12,-11,-78,10158,0,0,2,0,-9999
2017,1,5,13,-6,-67,10165,0,0,-9999,0,-9999
2017,1,5,14,22,-78,10168,40,36,-9999,0,-9999
2017,1,5,15,33,-89,10174,40,26,-9999,0,-9999
2017,1,5,16,44,-106,10175,10,21,-9999,0,-9999
2017,1,5,17,56,-100,10161,-9999,21,-9999,0,-9999
2017,1,5,18,67,-106,10155,350,15,6,0,-9999
2017,1,5,19,61,-111,10150,-9999,15,-9999,0,-9999
2017,1,5,20,61,-100,10154,0,0,-9999,0,-9999
2017,1,5,21,56,-78,10144,60,15,-9999,0,-9999
2017,1,5,22,61,-100,10136,0,0,-9999,0,-9999
2017,1,5,23,56,-78,10139,0,0,-9999,0,-9999
2017,1,6,0,56,-72,10135,150,15,8,0,-9999
2017,1,6,1,56,-72,10127,0,0,-9999,0,-9999
2017,1,6,2,56,-56,10133,0,0,-9999,0,-9999
2017,1,6,3,50,-44,10133,50,15,-9999,0,-9999
2017,1,6,4,44,-44,10127,0,0,-9999,0,-9999
2017,1,6,5,44,-33,10116,0,0,-9999,0,-9999
2017,1,6,6,44,-44,10116,-9999,15,6,0,-9999
2017,1,6,7,39,-50,10113,20,31,-9999,0,-9999
2017,1,6,8,39,-50,10123,0,0,-9999,0,-9999
2017,1,6,9,39,-56,10119,0,0,-9999,0,-9999
2017,1,6,10,44,-56,10124,0,0,-9999,0,-9999
2017,1,6,11,39,-50,10136,40,15,-9999,0,-9999
2017,1,6,12,39,-56,10145,30,21,8,0,-9999
2017,1,6,13,39,-61,10156,20,26,-9999,0,-9999
2017,1,6,14,39,-50,10164,30,41,-9999,0,-9999
2017,1,6,15,50,-39,10175,-9999,21,-9999,0,-9999
2017,1,6,16,50,-39,10181,30,41,-9999,0,-9999
2017,1,6,17,56,-44,10180,40,46,-9999,0,-9999
2017,1,6,18,50,-44,10180,50,31,8,0,-9999
2017,1,6,19,56,-39,10179,50,36,-9999,0,-9999
2017,1,6,20,56,-44,10184,40,15,-9999,0,-9999
2017,1,6,21,50,-22,10182,90,31,-9999,-1,-9999
2017,1,6,22,33,-6,10199,30,31,-9999,5,-9999
2017,1,6,23,28,6,10207,40,26,-9999,8,-9999
2017,1,7,0,22,6,10213,30,26,8,8,20
2017,1,7,1,17,6,10219,-9999,21,-9999,-1,-9999
2017,1,7,2,11,0,10212,60,31,-9999,5,-9999
2017,1,7,3,11,-6,10212,70,51,-9999,5,-9999
2017,1,7,4,6,-11,10218,50,51,-9999,13,-9999
2017,1,7,5,0,-11,10216,40,36,-9999,20,-9999
2017,1,7,6,-6,-17,10201,50,51,8,25,70
2017,1,7,7,-6,-22,10197,50,51,-9999,23,-9999
2017,1,7,8,-6,-22,10195,40,46,-9999,15,-9999
2017,1,7,9,-11,-28,10186,30,62,-9999,18,-9999
2017,1,7,10,-17,-28,10194,30,51,-9999,13,-9999
2017,1,7,11,-22,-44,10194,30,62,-9999,23,-9999
2017,1,7,12,-28,-50,10191,40,88,8,13,100
2017,1,7,13,-33,-50,10200,30,57,-9999,8,-9999
2017,1,7,14,-39,-61,10210,30,62,-9999,-1,-9999
2017,1,7,15,-44,-67,10226,20,46,-9999,5,-9999
2017,1,7,16,-44,-67,10234,10,36,-9999,3,-9999
2017,1,7,17,-50,-67,10230,20,46,-9999,5,-9999
2017,1,7,18,-50,-78,10225,10,51,8,3,30
2017,1,7,19,-39,-83,10225,10,51,-9999,-1,-9999
2017,1,7,20,-28,-78,10229,-9999,31,-9999,-1,-9999
2017,1,7,21,-28,-83,10237,-9999,31,-9999,0,-9999
2017,1,7,22,-28,-78,10244,330,57,-9999,0,-9999
2017,1,7,23,-33,-100,10247,330,31,2,0,-9999
2017,1,8,0,-44,-122,10258,320,21,0,0,-1
2017,1,8,1,-44,-128,10270,310,21,0,0,-9999
2017,1,8,2,-56,-133,10283,290,15,0,0,-9999
2017,1,8,3,-56,-144,10291,320,21,0,0,-9999
2017,1,8,4,-61,-161,10291,-9999,31,0,0,-9999
2017,1,8,5,-67,-161,10294,330,26,0,0,-9999
2017,1,8,6,-67,-161,10299,-9999,31,0,0,-9999
2017,1,8,7,-72,-161,10308,-9999,26,0,0,-9999
2017,1,8,8,-78,-167,10315,330,31,0,0,-9999
2017,1,8,9,-78,-167,10321,320,31,0,0,-9999
2017,1,8,10,-83,-172,10327,-9999,21,0,0,-9999
2017,1,8,11,-89,-172,10337,-9999,26,0,0,-9999
2017,1,8,12,-89,-178,10344,340,26,0,0,-9999
2017,1,8,13,-94,-178,10359,310,21,0,0,-9999
2017,1,8,14,-83,-178,10370,340,41,0,0,-9999
2017,1,8,15,-72,-183,10381,330,41,0,0,-9999
2017,1,8,16,-61,-189,10380,-9999,15,0,0,-9999
2017,1,8,17,-50,-178,10374,-9999,31,0,0,-9999
2017,1,8,18,-44,-183,10368,300,46,0,0,-9999
2017,1,8,19,-33,-172,10364,-9999,31,0,0,-9999
2017,1,8,20,-33,-178,10366,360,41,0,0,-9999
2017,1,8,21,-28,-178,10372,-9999,26,2,0,-9999
2017,1,8,22,-39,-172,10376,-9999,26,2,0,-9999
2017,1,8,23,-56,-172,10379,0,0,2,0,-9999
2017,1,9,0,-67,-167,10386,0,0,2,0,-9999
2017,1,9,1,-72,-150,10393,0,0,2,0,-9999
2017,1,9,2,-89,-139,10401,0,0,2,0,-9999
2017,1,9,3,-67,-161,10403,0,0,2,0,-9999
2017,1,9,4,-78,-167,10409,30,15,4,0,-9999
2017,1,9,5,-89,-156,10410,20,15,4,0,-9999
2017,1,9,6,-89,-161,10410,30,15,2,0,-9999
2017,1,9,7,-100,-156,10409,30,15,4,0,-9999
2017,1,9,8,-100,-161,10411,30,21,2,0,-9999
2017,1,9,9,-106,-172,10409,0,0,2,0,-9999
2017,1,9,10,-111,-161,10417,0,0,2,0,-9999
2017,1,9,11,-117,-161,10425,0,0,2,0,-9999
2017,1,9,12,-122,-161,10425,0,0,2,0,-9999
2017,1,9,13,-128,-156,10432,300,15,2,0,-9999
2017,1,9,14,-94,-144,10440,0,0,-9999,0,-9999
2017,1,9,15,-67,-156,10438,90,26,-9999,0,-9999
2017,1,9,16,-56,-161,10435,-9999,15,-9999,0,-9999
2017,1,9,17,-44,-172,10425,0,0,-9999,0,-9999
2017,1,9,18,-33,-161,10417,0,0,6,0,-9999
2017,1,9,19,-22,-150,10405,250,15,-9999,0,-9999
2017,1,9,20,-17,-133,10394,200,31,-9999,0,-9999
2017,1,9,21,-11,-139,10392,190,31,-9999,0,-9999
2017,1,9,22,-11,-144,10391,160,15,-9999,0,-9999
2017,1,9,23,-22,-133,10390,160,15,-9999,0,-9999
2017,1,10,0,-28,-139,10389,160,21,6,0,-9999
2017,1,10,1,-33,-128,10394,0,0,-9999,0,-9999
2017,1,10,2,-50,-122,10394,0,0,4,0,-9999
2017,1,10,3,-50,-117,10393,0,0,4,0,-9999
2017,1,10,4,-61,-122,10397,0,0,-9999,0,-9999
2017,1,10,5,-44,-117,10382,150,31,-9999,0,-9999
2017,1,10,6,-39,-117,10368,160,31,6,0,-9999
2017,1,10,7,-39,-111,10362,0,0,-9999,0,-9999
2017,1,10,8,-39,-100,10369,0,0,-9999,0,-9999
2017,1,10,9,-33,-100,10365,170,15,-9999,0,-9999
2017,1,10,10,-33,-100,10368,0,0,-9999,0,-9999
2017,1,10,11,-33,-106,10358,160,15,-9999,0,-9999
2017,1,10,12,-39,-111,10359,160,15,6,0,-9999
2017,1,10,13,-39,-106,10359,140,15,-9999,0,-9999
2017,1,10,14,-22,-111,10365,0,0,-9999,0,-9999
2017,1,10,15,-6,-106,10364,200,15,-9999,0,-9999
2017,1,10,16,22,-111,10359,230,21,-9999,0,-9999
2017,1,10,17,39,-106,10341,220,21,-9999,0,-9999
2017,1,10,18,61,-83,10327,220,36,6,0,-9999
2017,1,10,19,78,-44,10310,220,36,-9999,0,-9999
2017,1,10,20,83,-17,10303,220,62,-9999,0,-9999
2017,1,10,21,83,-11,10293,170,41,-9999,0,-9999
2017,1,10,22,78,-17,10296,0,0,-9999,0,-9999
2017,1,10,23,61,-17,10299,150,15,-9999,0,-9999
2017,1,11,0,44,-17,10305,170,15,4,0,-9999
2017,1,11,1,50,-11,10298,150,41,-9999,0,-9999
2017,1,11,2,50,-11,10291,170,31,-9999,0,-9999
2017,1,11,3,56,6,10279,170,62,-9999,0,-9999
2017,1,11,4,56,28,-9999,180,31,-9999,0,-9999
2017,1,11,5,67,56,10267,200,46,4,0,-9999
2017,1,11,6,67,56,10274,220,41,6,0,-9999
2017,1,11,7,61,56,10283,230,26,-9999,0,-9999
2017,1,11,8,67,61,10277,180,31,-9999,-1,-9999
2017,1,11,9,67,61,10281,220,31,-9999,0,-9999
2017,1,11,10,61,56,10281,0,0,-9999,0,-9999
2017,1,11,11,50,50,10288,0,0,-9999,0,-9999
2017,1,11,12,56,56,10288,180,15,8,0,0
2017,1,11,13,56,50,10292,190,31,-9999,0,-9999
2017,1,11,14,72,72,10297,210,26,-9999,0,-9999
2017,1,11,15,106,83,10303,200,21,-9999,0,-9999
2017,1,11,16,100,83,10302,180,21,-9999,0,-9999
2017,1,11,17,106,89,10292,220,31,-9999,0,-9999
2017,1,11,18,122,94,10279,220,36,8,0,-9999
2017,1,11,19,128,100,10271,230,26,-9999,0,-9999
2017,1,11,20,139,106,10269,210,26,-9999,0,-9999
2017,1,11,21,139,106,10267,210,36,-9999,0,-9999
2017,1,11,22,133,100,10265,170,26,-9999,0,-9999
2017,1,11,23,111,89,10264,160,21,4,0,-9999
2017,1,12,0,117,94,10267,180,21,6,0,-9999
2017,1,12,1,117,94,10269,170,15,-9999,0,-9999
2017,1,12,2,117,94,10266,170,21,-9999,0,-9999
2017,1,12,3,128,106,10264,170,51,-9999,0,-9999
2017,1,12,4,139,117,10263,190,46,-9999,0,-9999
2017,1,12,5,139,117,10262,210,51,-9999,0,-9999
2017,1,12,6,133,117,10257,210,46,6,0,-9999
2017,1,12,7,133,122,10256,220,57,-9999,0,-9999
2017,1,12,8,133,117,10259,200,36,-9999,0,-9999
2017,1,12,9,133,122,10261,210,51,-9999,0,-9999
2017,1,12,10,128,117,10260,210,41,-9999,0,-9999
2017,1,12,11,133,117,10264,210,41,-9999,0,-9999
2017,1,12,12,128,117,10270,210,36,6,0,-9999
2017,1,12,13,122,111,10277,230,31,4,0,-9999
2017,1,12,14,144,122,10280,220,51,2,0,-9999
2017,1,12,15,167,122,10281,230,77,-9999,0,-9999
2017,1,12,16,189,128,10276,230,62,-9999,0,-9999
2017,1,12,17,200,122,10269,230,88,-9999,0,-9999
2017,1,12,18,211,122,10258,240,98,6,0,-9999
2017,1,12,19,217,111,10254,230,113,-9999,0,-9999
2017,1,12,20,228,111,10251,230,77,-9999,0,-9999
2017,1,12,21,211,106,10253,230,77,-9999,0,-9999
2017,1,12,22,200,111,10251,210,77,-9999,0,-9999
2017,1,12,23,178,106,10255,230,46,-9999,0,-9999
2017,1,13,0,178,106,10260,210,51,6,0,-9999
2017,1,13,1,167,106,10262,210,51,-9999,0,-9999
2017,1,13,2,156,106,10264,210,41,-9999,0,-9999
2017,1,13,3,144,100,10265,230,31,4,0,-9999
2017,1,13,4,139,100,10266,230,26,4,0,-9999
2017,1,13,5,139,100,10265,220,36,2,0,-9999
2017,1,13,6,122,100,10267,230,41,2,0,-9999
2017,1,13,7,117,94,10274,230,36,2,0,-9999
2017,1,13,8,117,94,10276,230,26,2,0,-9999
2017,1,13,9,111,94,10277,220,21,2,0,-9999
2017,1,13,10,111,94,10275,220,31,2,0,-9999
2017,1,13,11,106,94,10280,240,21,2,0,-9999
2017,1,13,12,111,100,10288,230,15,2,0,-9999
2017,1,13,13,100,89,10294,230,31,4,0,-9999
2017,1,13,14,128,111,10303,220,21,4,0,-9999
2017,1,13,15,167,117,10313,280,15,4,0,-9999
2017,1,13,16,200,122,10308,270,36,4,0,-9999
2017,1,13,17,222,122,10301,-9999,15,-9999,0,-9999
2017,1,13,18,222,128,10294,280,15,6,0,-9999
2017,1,13,19,239,128,10290,-9999,15,-9999,0,-9999
2017,1,13,20,239,139,10291,60,36,-9999,0,-9999
2017,1,13,21,217,128,10296,30,31,-9999,0,-9999
2017,1,13,22,211,128,10304,30,31,-9999,0,-9999
2017,1,13,23,194,122,10311,30,31,-9999,0,-9999
2017,1,14,0,167,122,10318,40,31,4,0,-9999
2017,1,14,1,161,122,10327,60,41,-9999,0,-9999
2017,1,14,2,161,117,10332,80,67,-9999,0,-9999
2017,1,14,3,150,89,10337,90,62,-9999,0,-9999
2017,1,14,4,144,72,10341,80,67,-9999,0,-9999
2017,1,14,5,128,67,10339,70,62,-9999,3,-9999
2017,1,14,6,117,28,10336,80,57,8,0,3
2017,1,14,7,111,22,10344,70,46,-9999,-1,-9999
2017,1,14,8,94,39,10344,50,62,-9999,-1,-9999
2017,1,14,9,94,22,10346,70,31,-9999,0,-9999
2017,1,14,10,89,6,10346,50,62,-9999,0,-9999
2017,1,14,11,83,0,10349,50,36,-9999,0,-9999
2017,1,14,12,78,-11,10351,50,36,8,0,0
2017,1,14,13,72,-28,10355,40,62,-9999,0,-9999
2017,1,14,14,67,0,10356,60,57,-9999,0,-9999
2017,1,14,15,67,6,10357,60,46,-9999,0,-9999
2017,1,14,16,67,11,10355,70,31,-9999,0,-9999
2017,1,14,17,72,17,10343,-9999,26,-9999,0,-9999
2017,1,14,18,78,22,10329,100,26,8,0,-9999
2017,1,14,19,83,28,10319,0,0,-9999,0,-9999
2017,1,14,20,83,28,10309,0,0,-9999,0,-9999
2017,1,14,21,89,28,10302,0,0,-9999,0,-9999
2017,1,14,22,89,33,10298,170,21,-9999,0,-9999
2017,1,14,23,83,33,10297,240,21,-9999,0,-9999
2017,1,15,0,72,33,10294,200,15,6,0,-9999
2017,1,15,1,67,33,10286,160,21,4,0,-9999
2017,1,15,2,61,33,10285,160,21,-9999,0,-9999
2017,1,15,3,67,33,10284,0,0,-9999,0,-9999
2017,1,15,4,72,39,10274,240,26,-9999,0,-9999
2017,1,15,5,61,33,10265,220,21,-9999,0,-9999
2017,1,15,6,61,28,10258,250,15,6,0,-9999
2017,1,15,7,56,28,10254,230,15,4,0,-9999
