year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2019,1,1,0,111,28,10150,0,0,-9999,-9999,-9999
2019,1,1,1,94,33,10152,50,15,0,0,-9999
2019,1,1,2,83,33,10153,0,0,0,0,-9999
2019,1,1,3,78,28,10157,0,0,0,0,-9999
2019,1,1,4,67,28,10167,0,0,0,0,-9999
2019,1,1,5,44,22,10176,60,15,0,0,-9999
2019,1,1,6,39,17,10181,70,15,0,0,-9999
2019,1,1,7,39,17,10180,100,15,0,0,-9999
2019,1,1,8,28,11,10181,130,26,0,0,-9999
2019,1,1,9,28,11,10188,0,0,0,0,-9999
2019,1,1,10,28,6,10194,0,0,0,0,-9999
2019,1,1,11,39,17,10194,110,31,0,0,-9999
2019,1,1,12,17,6,10204,40,21,0,0,-9999
2019,1,1,13,17,0,10210,0,0,0,0,-9999
2019,1,1,14,11,0,10218,0,0,0,0,-9999
2019,1,1,15,11,-6,10235,260,15,0,0,-9999
2019,1,1,16,11,0,10244,300,21,2,0,-9999
2019,1,1,17,28,6,10253,110,15,-9999,0,-9999
2019,1,1,18,44,17,10255,110,15,8,0,-9999
2019,1,1,19,56,22,10253,120,15,-9999,0,-9999
2019,1,1,20,72,22,10243,120,26,0,0,-9999
2019,1,1,21,83,33,10234,120,31,2,0,-9999
2019,1,1,22,100,39,10232,280,15,2,0,-9999
2019,1,1,23,100,33,10237,270,31,-9999,0,-9999
2019,1,2,0,100,33,10239,0,0,6,0,-9999
2019,1,2,1,94,39,10238,0,0,-9999,0,-9999
2019,1,2,2,78,39,10239,0,0,-9999,0,-9999
2019,1,2,3,67,33,10244,290,15,2,0,-9999
2019,1,2,4,56,28,10245,270,21,0,0,-9999
2019,1,2,5,50,17,10248,40,15,0,0,-9999
2019,1,2,6,44,17,10245,0,0,0,0,-9999
2019,1,2,7,33,17,10245,0,0,0,0,-9999
2019,1,2,8,22,6,10245,40,15,0,0,-9999
2019,1,2,9,28,11,10247,0,0,0,0,-9999
2019,1,2,10,22,6,10250,0,0,0,0,-9999
2019,1,2,11,17,6,10249,0,0,0,0,-9999
2019,1,2,12,11,0,10244,0,0,0,0,-9999
2019,1,2,13,17,6,10240,80,21,0,0,-9999
2019,1,2,14,11,-6,10240,0,0,0,0,-9999
2019,1,2,15,11,-6,10247,0,0,0,0,-9999
2019,1,2,16,6,-6,10255,110,15,0,0,-9999
2019,1,2,17,28,6,10263,120,21,0,0,-9999
2019,1,2,18,50,11,10267,120,26,0,0,0
2019,1,2,19,67,22,10259,120,21,0,0,-9999
2019,1,2,20,83,22,10248,110,15,0,0,-9999
2019,1,2,21,106,6,10238,0,0,0,0,-9999
2019,1,2,22,117,0,10234,0,0,0,0,-9999
