year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2018,1,1,0,-39,-217,10274,30,46,8,-9999,-9999
2018,1,1,1,-39,-211,10275,50,41,-9999,0,-9999
2018,1,1,2,-39,-211,10280,30,46,-9999,0,-9999
2018,1,1,3,-44,-217,10288,50,46,-9999,0,-9999
2018,1,1,4,-50,-206,10293,40,46,-9999,0,-9999
2018,1,1,5,-50,-189,10294,30,36,-9999,0,-9999
2018,1,1,6,-50,-183,10293,30,46,8,0,-9999
2018,1,1,7,-56,-178,10300,40,57,-9999,0,-9999
2018,1,1,8,-67,-178,10304,40,46,-9999,0,-9999
2018,1,1,9,-78,-172,10311,50,36,-9999,0,-9999
2018,1,1,10,-89,-172,10312,60,41,2,0,-9999
2018,1,1,11,-89,-172,10317,50,41,2,0,-9999
2018,1,1,12,-100,-167,10326,40,26,4,0,-9999
2018,1,1,13,-100,-161,10333,20,15,4,0,-9999
2018,1,1,14,-89,-161,10340,20,26,4,0,-9999
2018,1,1,15,-67,-161,10346,10,41,4,0,-9999
2018,1,1,16,-56,-178,10348,30,51,4,0,-9999
2018,1,1,17,-39,-189,10339,-9999,31,-9999,0,-9999
2018,1,1,18,-39,-200,10327,30,46,6,0,-9999
2018,1,1,19,-33,-206,10318,30,41,-9999,0,-9999
2018,1,1,20,-28,-211,10314,-9999,31,4,0,-9999
2018,1,1,21,-28,-206,10316,350,36,4,0,-9999
2018,1,1,22,-33,-206,10320,-9999,26,4,0,-9999
2018,1,1,23,-50,-194,10327,-9999,15,4,0,-9999
2018,1,2,0,-61,-194,10333,0,0,2,0,-9999
2018,1,2,1,-61,-189,10335,0,0,2,0,-9999
2018,1,2,2,-83,-183,10337,0,0,0,0,-9999
2018,1,2,3,-72,-183,10340,0,0,0,0,-9999
2018,1,2,4,-72,-183,10343,-9999,21,0,0,-9999
2018,1,2,5,-78,-178,10343,-9999,15,0,0,-9999
2018,1,2,6,-83,-178,10342,-9999,15,0,0,-9999
2018,1,2,7,-94,-178,10346,350,15,0,0,-9999
2018,1,2,8,-94,-178,10350,10,21,0,0,-9999
2018,1,2,9,-100,-178,10350,10,15,0,0,-9999
2018,1,2,10,-106,-178,10354,20,21,0,0,-9999
2018,1,2,11,-106,-178,10360,-9999,15,0,0,-9999
2018,1,2,12,-106,-183,10365,0,0,0,0,-9999
2018,1,2,13,-106,-178,10369,10,15,2,0,-9999
2018,1,2,14,-89,-172,10376,10,26,2,0,-9999
2018,1,2,15,-78,-178,10379,40,36,2,0,-9999
2018,1,2,16,-67,-183,10375,-9999,26,2,0,-9999
2018,1,2,17,-44,-189,10365,310,21,2,0,-9999
2018,1,2,18,-28,-183,10349,-9999,26,2,0,-9999
2018,1,2,19,-22,-194,10337,0,0,2,0,-9999
2018,1,2,20,-6,-194,10330,230,26,2,0,-9999
2018,1,2,21,-11,-211,10328,0,0,2,0,-9999
2018,1,2,22,-17,-200,10324,180,15,2,0,-9999
2018,1,2,23,-44,-194,10324,-9999,15,2,0,-9999
2018,1,3,0,-61,-183,10321,0,0,2,0,-9999
2018,1,3,1,-67,-178,10319,0,0,2,0,-9999
2018,1,3,2,-78,-172,10318,0,0,0,0,-9999
2018,1,3,3,-89,-172,10314,60,15,0,0,-9999
2018,1,3,4,-94,-167,10310,0,0,0,0,-9999
2018,1,3,5,-94,-167,10306,0,0,2,0,-9999
2018,1,3,6,-122,-161,10300,0,0,2,0,-9999
2018,1,3,7,-117,-167,10294,0,0,2,0,-9999
2018,1,3,8,-122,-161,10292,0,0,-9999,0,-9999
2018,1,3,9,-117,-139,10286,0,0,-9999,0,-9999
2018,1,3,10,-111,-144,10278,0,0,-9999,0,-9999
2018,1,3,11,-106,-139,10271,0,0,-9999,0,-9999
2018,1,3,12,-100,-133,10272,0,0,6,0,-9999
2018,1,3,13,-89,-122,10265,0,0,-9999,0,-9999
2018,1,3,14,-67,-111,10258,0,0,-9999,0,-9999
2018,1,3,15,-50,-111,10258,0,0,-9999,0,-9999
