year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2016,1,1,0,106,28,10211,290,15,0,-9999,-9999
2016,1,1,1,100,28,10214,0,0,0,0,-9999
2016,1,1,2,78,28,10214,0,0,0,0,-9999
2016,1,1,3,67,28,10216,0,0,0,0,-9999
2016,1,1,4,56,28,10219,310,15,0,0,-9999
2016,1,1,5,39,22,10220,0,0,0,0,-9999
2016,1,1,6,33,17,10218,0,0,0,0,-9999
2016,1,1,7,22,11,10214,0,0,0,0,-9999
2016,1,1,8,11,0,10212,60,15,2,0,-9999
2016,1,1,9,11,-6,10209,60,15,4,0,-9999
2016,1,1,10,6,-6,10207,0,0,4,0,-9999
2016,1,1,11,0,-17,10206,0,0,4,0,-9999
2016,1,1,12,0,-17,10203,0,0,4,0,-9999
2016,1,1,13,-6,-22,10204,30,21,4,0,-9999
2016,1,1,14,-11,-22,10206,70,15,4,0,-9999
2016,1,1,15,-17,-28,10212,280,15,4,0,-9999
2016,1,1,16,-6,-17,10218,300,15,0,0,-9999
2016,1,1,17,17,-6,10224,0,0,0,0,-9999
2016,1,1,18,44,11,10230,290,15,0,0,-9999
2016,1,1,19,67,11,10229,0,0,0,0,-9999
2016,1,1,20,89,11,10222,0,0,0,0,-9999
2016,1,1,21,106,-11,10215,190,31,0,0,-9999
2016,1,1,22,106,-11,10209,0,0,0,0,-9999
2016,1,1,23,111,-11,10206,0,0,0,0,-9999
2016,1,2,0,111,-6,10205,0,0,4,0,-9999
2016,1,2,1,106,-17,10203,0,0,4,0,-9999
2016,1,2,2,94,-6,10202,300,15,4,0,-9999
2016,1,2,3,83,22,10205,310,21,4,0,-9999
2016,1,2,4,78,17,10204,310,21,4,0,-9999
2016,1,2,5,61,17,10206,310,21,4,0,-9999
2016,1,2,6,67,17,10211,330,21,4,0,-9999
2016,1,2,7,61,17,10214,0,0,4,0,-9999
2016,1,2,8,56,22,10212,0,0,-9999,0,-9999
2016,1,2,9,56,17,10208,110,15,-9999,0,-9999
2016,1,2,10,50,22,10209,0,0,-9999,0,-9999
2016,1,2,11,50,22,10205,0,0,-9999,0,-9999
2016,1,2,12,56,22,10196,60,31,8,0,-9999
2016,1,2,13,50,22,10198,300,21,-9999,0,-9999
2016,1,2,14,56,22,10196,0,0,-9999,0,-9999
2016,1,2,15,56,22,10200,100,15,-9999,0,-9999
2016,1,2,16,50,22,10199,70,21,-9999,0,-9999
2016,1,2,17,56,22,10202,0,0,-9999,0,-9999
2016,1,2,18,67,28,10204,0,0,6,0,-9999
2016,1,2,19,83,28,10198,0,0,-9999,0,-9999
2016,1,2,20,94,17,10186,0,0,-9999,0,-9999
2016,1,2,21,106,22,10177,0,0,-9999,0,-9999
2016,1,2,22,111,11,10168,0,0,-9999,0,-9999
2016,1,2,23,111,11,10165,0,0,-9999,0,-9999
2016,1,3,0,117,6,10166,0,0,6,0,-9999
2016,1,3,1,100,28,10167,110,15,-9999,0,-9999
2016,1,3,2,89,33,10168,130,26,-9999,0,-9999
2016,1,3,3,83,33,10165,140,15,-9999,0,-9999
2016,1,3,4,78,33,10164,130,15,-9999,0,-9999
2016,1,3,5,83,33,10164,0,0,4,0,-9999
2016,1,3,6,83,28,10167,0,0,6,0,-9999
2016,1,3,7,72,33,10171,0,0,-9999,0,-9999
2016,1,3,8,72,33,10164,10,21,-9999,0,-9999
2016,1,3,9,72,33,10156,290,15,-9999,0,-9999
2016,1,3,10,72,33,10154,60,26,-9999,0,-9999
2016,1,3,11,72,33,10157,260,21,-9999,0,-9999
2016,1,3,12,67,33,10149,0,0,8,0,-9999
2016,1,3,13,67,33,10146,0,0,-9999,0,-9999
2016,1,3,14,61,33,10145,0,0,-9999,0,-9999
2016,1,3,15,56,33,10145,50,15,-9999,0,-9999
2016,1,3,16,56,33,10142,80,21,-9999,0,-9999
2016,1,3,17,72,33,10139,0,0,-9999,0,-9999
2016,1,3,18,89,33,10140,0,0,6,0,-9999
2016,1,3,19,111,28,10135,0,0,-9999,0,-9999
2016,1,3,20,133,39,10122,0,0,-9999,0,-9999
2016,1,3,21,144,33,10111,0,0,-9999,0,-9999
