year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2017,1,1,0,-56,-78,10181,0,0,8,-9999,-9999
2017,1,1,1,-56,-78,10178,260,21,-9999,0,-9999
2017,1,1,2,-56,-78,10173,280,21,-9999,0,-9999
2017,1,1,3,-61,-78,10173,0,0,8,0,-9999
2017,1,1,4,-61,-78,10172,0,0,-9999,0,-9999
2017,1,1,5,-61,-78,10168,0,0,-9999,0,-9999
2017,1,1,6,-56,-72,10157,120,26,8,0,-9999
2017,1,1,7,-56,-72,10151,0,0,-9999,0,-9999
2017,1,1,8,-56,-72,10139,40,15,-9999,0,-9999
2017,1,1,9,-56,-72,10133,360,26,8,0,-9999
2017,1,1,10,-61,-72,10129,360,31,-9999,0,-9999
2017,1,1,11,-61,-78,10125,10,26,-9999,0,-9999
2017,1,1,12,-56,-67,10107,0,0,8,0,-9999
2017,1,1,13,-56,-72,10105,10,15,-9999,0,-9999
2017,1,1,14,-56,-72,10105,330,46,-9999,0,-9999
2017,1,1,15,-61,-67,10107,350,31,8,0,-9999
2017,1,1,16,-61,-67,10100,0,0,-9999,0,-9999
2017,1,1,17,-50,-72,10100,340,36,-9999,0,-9999
2017,1,1,18,-44,-67,10098,360,31,8,0,-9999
2017,1,1,19,-39,-67,10076,0,0,-9999,0,-9999
2017,1,1,20,-28,-61,10064,290,31,4,0,-9999
2017,1,1,21,-39,-61,10058,340,31,8,0,-9999
2017,1,1,22,-39,-61,10058,320,46,-9999,0,-9999
2017,1,1,23,-44,-67,10059,300,46,-9999,0,-9999
2017,1,2,0,-44,-67,10059,330,46,8,0,-9999
2017,1,2,1,-50,-61,10053,10,21,-9999,0,-9999
2017,1,2,2,-50,-67,10057,340,57,-9999,0,-9999
2017,1,2,3,-50,-67,10057,340,41,8,0,-9999
2017,1,2,4,-44,-61,10049,0,0,-9999,0,-9999
2017,1,2,5,-44,-61,10043,300,15,-9999,0,-9999
2017,1,2,6,-50,-61,10042,260,31,8,0,-9999
2017,1,2,7,-44,-61,10045,320,51,-9999,0,-9999
2017,1,2,8,-50,-61,10049,330,62,-9999,3,-9999
2017,1,2,9,-50,-56,10065,330,57,9,8,-9999
2017,1,2,10,-50,-61,10084,350,51,9,25,-9999
2017,1,2,11,-50,-56,10097,330,21,9,10,-9999
2017,1,2,12,-50,-56,10096,170,21,8,5,50
2017,1,2,13,-61,-72,10095,150,36,-9999,-1,-9999
2017,1,2,14,-67,-78,10102,160,41,-9999,0,-9999
2017,1,2,15,-67,-78,10110,110,36,6,0,-9999
2017,1,2,16,-61,-78,10113,100,31,-9999,-1,-9999
2017,1,2,17,-44,-72,10123,290,21,-9999,-1,-9999
2017,1,2,18,-44,-67,10137,360,36,6,-1,-1
2017,1,2,19,-50,-67,10136,230,31,-9999,0,-9999
2017,1,2,20,-22,-56,10132,280,15,-9999,0,-9999
2017,1,2,21,-39,-61,10137,320,31,6,0,-9999
2017,1,2,22,-33,-56,10144,330,21,-9999,-1,-9999
2017,1,2,23,-33,-50,10146,0,0,-9999,-1,-9999
2017,1,3,0,-39,-50,10157,0,0,8,3,-9999
2017,1,3,1,-33,-50,10160,0,0,-9999,3,-9999
2017,1,3,2,-28,-44,-9999,240,26,-9999,-1,-9999
2017,1,3,3,-33,-44,10171,0,0,8,3,-9999
2017,1,3,4,-33,-44,10168,190,15,-9999,5,-9999
2017,1,3,5,-33,-39,10178,240,26,-9999,3,-9999
2017,1,3,6,-44,-56,10186,350,36,8,3,20
2017,1,3,7,-39,-50,10189,340,51,-9999,3,-9999
2017,1,3,8,-50,-56,10190,270,26,-9999,3,-9999
2017,1,3,9,-39,-50,10198,240,26,8,-1,-9999
2017,1,3,10,-39,-50,10199,160,31,-9999,-1,-9999
