Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted,index,sunrise,sunset
0,2019,Jan,1,0.0,111,28,10150,0,0,-9999,-9999,-9999,0.0,2019Jan1,51.98,0,7.11,16.53
1,2019,Jan,1,1.0,94,33,10152,50,15,0,0,-9999,0.0,2019Jan1,48.92,1,7.11,16.53
2,2019,Jan,1,2.0,83,33,10153,0,0,0,0,-9999,0.0,2019Jan1,46.94,2,7.11,16.53
3,2019,Jan,1,3.0,78,28,10157,0,0,0,0,-9999,0.0,2019Jan1,46.04,3,7.11,16.53
4,2019,Jan,1,4.0,67,28,10167,0,0,0,0,-9999,0.0,2019Jan1,44.06,4,7.11,16.53
5,2019,Jan,1,5.0,44,22,10176,60,15,0,0,-9999,0.0,2019Jan1,39.92,5,7.11,16.53
6,2019,Jan,1,6.0,39,17,10181,70,15,0,0,-9999,0.0,2019Jan1,39.02,6,7.11,16.53
7,2019,Jan,1,7.0,39,17,10180,100,15,0,0,-9999,0.0,2019Jan1,39.02,7,7.11,16.53
8,2019,Jan,1,8.0,28,11,10181,130,26,0,0,-9999,0.0,2019Jan1,37.04,8,7.11,16.53
9,2019,Jan,1,9.0,28,11,10188,0,0,0,0,-9999,0.0,2019Jan1,37.04,9,7.11,16.53
10,2019,Jan,1,10.0,28,6,10194,0,0,0,0,-9999,0.0,2019Jan1,37.04,10,7.11,16.53
11,2019,Jan,1,11.0,39,17,10194,110,31,0,0,-9999,0.0,2019Jan1,39.02,11,7.11,16.53
12,2019,Jan,1,12.0,17,6,10204,40,21,0,0,-9999,0.0,2019Jan1,35.06,12,7.11,16.53
13,2019,Jan,1,13.0,17,0,10210,0,0,0,0,-9999,0.0,2019Jan1,35.06,13,7.11,16.53
14,2019,Jan,1,14.0,11,0,10218,0,0,0,0,-9999,0.0,2019Jan1,33.98,14,7.11,16.53
15,2019,Jan,1,15.0,11,-6,10235,260,15,0,0,-9999,0.0,2019Jan1,33.98,15,7.11,16.53
16,2019,Jan,1,16.0,11,0,10244,300,21,2,0,-9999,0.0,2019Jan1,33.98,16,7.11,16.53
17,2019,Jan,1,17.0,28,6,10253,110,15,-9999,0,-9999,0.0,2019Jan1,37.04,17,7.11,16.53
18,2019,Jan,1,18.0,44,17,10255,110,15,8,0,-9999,0.0,2019Jan1,39.92,18,7.11,16.53
19,2019,Jan,1,19.0,56,22,10253,120,15,-9999,0,-9999,0.0,2019Jan1,42.08,19,7.11,16.53
20,2019,Jan,1,20.0,72,22,10243,120,26,0,0,-9999,0.0,2019Jan1,44.96,20,7.11,16.53
21,2019,Jan,1,21.0,83,33,10234,120,31,2,0,-9999,0.0,2019Jan1,46.94,21,7.11,16.53
22,2019,Jan,1,22.0,100,39,10232,280,15,2,0,-9999,0.0,2019Jan1,50.0,22,7.11,16.53
23,2019,Jan,1,23.0,100,33,10237,270,31,-9999,0,-9999,0.0,2019Jan1,50.0,23,7.11,16.53
24,2019,Jan,2,0.0,100,33,10239,0,0,6,0,-9999,0.0,2019Jan2,50.0,24,7.11,16.54
25,2019,Jan,2,1.0,94,39,10238,0,0,-9999,0,-9999,0.0,2019Jan2,48.92,25,7.11,16.54
26,2019,Jan,2,2.0,78,39,10239,0,0,-9999,0,-9999,0.0,2019Jan2,46.04,26,7.11,16.54
27,2019,Jan,2,3.0,67,33,10244,290,15,2,0,-9999,0.0,2019Jan2,44.06,27,7.11,16.54
28,2019,Jan,2,4.0,56,28,10245,270,21,0,0,-9999,0.0,2019Jan2,42.08,28,7.11,16.54
29,2019,Jan,2,5.0,50,17,10248,40,15,0,0,-9999,0.0,2019Jan2,41.0,29,7.11,16.54
30,2019,Jan,2,6.0,44,17,10245,0,0,0,0,-9999,0.0,2019Jan2,39.92,30,7.11,16.54
31,2019,Jan,2,7.0,33,17,10245,0,0,0,0,-9999,0.0,2019Jan2,37.94,31,7.11,16.54
32,2019,Jan,2,8.0,22,6,10245,40,15,0,0,-9999,0.0,2019Jan2,35.96,32,7.11,16.54
33,2019,Jan,2,9.0,28,11,10247,0,0,0,0,-9999,0.0,2019Jan2,37.04,33,7.11,16.54
34,2019,Jan,2,10.0,22,6,10250,0,0,0,0,-9999,0.0,2019Jan2,35.96,34,7.11,16.54
35,2019,Jan,2,11.0,17,6,10249,0,0,0,0,-9999,0.0,2019Jan2,35.06,35,7.11,16.54
36,2019,Jan,2,12.0,11,0,10244,0,0,0,0,-9999,0.0,2019Jan2,33.98,36,7.11,16.54
37,2019,Jan,2,13.0,17,6,10240,80,21,0,0,-9999,0.0,2019Jan2,35.06,37,7.11,16.54
38,2019,Jan,2,14.0,11,-6,10240,0,0,0,0,-9999,0.0,2019Jan2,33.98,38,7.11,16.54
39,2019,Jan,2,15.0,11,-6,10247,0,0,0,0,-9999,0.0,2019Jan2,33.98,39,7.11,16.54
40,2019,Jan,2,16.0,6,-6,10255,110,15,0,0,-9999,0.0,2019Jan2,33.08,40,7.11,16.54
41,2019,Jan,2,17.0,28,6,10263,120,21,0,0,-9999,0.0,2019Jan2,37.04,41,7.11,16.54
42,2019,Jan,2,18.0,50,11,10267,120,26,0,0,0,0.0,2019Jan2,41.0,42,7.11,16.54
43,2019,Jan,2,19.0,67,22,10259,120,21,0,0,-9999,0.0,2019Jan2,44.06,43,7.11,16.54
44,2019,Jan,2,20.0,83,22,10248,110,15,0,0,-9999,0.0,2019Jan2,46.94,44,7.11,16.54
45,2019,Jan,2,21.0,106,6,10238,0,0,0,0,-9999,0.0,2019Jan2,51.08,45,7.11,16.54
46,2019,Jan,2,22.0,117,0,10234,0,0,0,0,-9999,0.0,2019Jan2,53.06,46,7.11,16.54
47,2019,Jan,2,23.0,122,-22,10232,0,0,0,0,-9999,0.0,2019Jan2,53.96,47,7.11,16.54
48,2019,Jan,3,0.0,128,-22,10233,0,0,0,0,-9999,0.0,2019Jan3,55.040000000000006,48,7.11,16.55
49,2019,Jan,3,1.0,117,-28,10239,0,0,0,0,-9999,0.0,2019Jan3,53.06,49,7.11,16.55
50,2019,Jan,3,2.0,94,-6,10244,0,0,0,0,-9999,0.0,2019Jan3,48.92,50,7.11,16.55
51,2019,Jan,3,3.0,78,0,10249,0,0,0,0,-9999,0.0,2019Jan3,46.04,51,7.11,16.55
52,2019,Jan,3,4.0,67,-6,10254,0,0,0,0,-9999,0.0,2019Jan3,44.06,52,7.11,16.55
53,2019,Jan,3,5.0,50,6,10259,0,0,0,0,-9999,0.0,2019Jan3,41.0,53,7.11,16.55
54,2019,Jan,3,6.0,44,-6,10263,0,0,0,0,-9999,0.0,2019Jan3,39.92,54,7.11,16.55
55,2019,Jan,3,7.0,33,-6,10261,70,15,0,0,-9999,0.0,2019Jan3,37.94,55,7.11,16.55
56,2019,Jan,3,8.0,33,-6,10254,0,0,0,0,-9999,0.0,2019Jan3,37.94,56,7.11,16.55
57,2019,Jan,3,9.0,28,-6,10252,0,0,0,0,-9999,0.0,2019Jan3,37.04,57,7.11,16.55
58,2019,Jan,3,10.0,17,-6,10256,330,26,0,0,-9999,0.0,2019Jan3,35.06,58,7.11,16.55
59,2019,Jan,3,11.0,17,-11,10254,0,0,0,0,-9999,0.0,2019Jan3,35.06,59,7.11,16.55
60,2019,Jan,3,12.0,11,-11,10250,90,15,0,0,-9999,0.0,2019Jan3,33.98,60,7.11,16.55
61,2019,Jan,3,13.0,11,-11,10248,0,0,0,0,-9999,0.0,2019Jan3,33.98,61,7.11,16.55
62,2019,Jan,3,14.0,6,-17,10248,70,21,0,0,-9999,0.0,2019Jan3,33.08,62,7.11,16.55
63,2019,Jan,3,15.0,11,-17,10249,0,0,0,0,-9999,0.0,2019Jan3,33.98,63,7.11,16.55
64,2019,Jan,3,16.0,11,-11,10253,110,15,4,0,-9999,0.0,2019Jan3,33.98,64,7.11,16.55
65,2019,Jan,3,17.0,44,0,10257,0,0,0,0,-9999,0.0,2019Jan3,39.92,65,7.11,16.55
66,2019,Jan,3,18.0,67,6,10256,120,15,2,0,-9999,0.0,2019Jan3,44.06,66,7.11,16.55
67,2019,Jan,3,19.0,89,11,10247,0,0,0,0,-9999,0.0,2019Jan3,48.02,67,7.11,16.55
68,2019,Jan,3,20.0,111,6,10233,290,15,0,0,-9999,0.0,2019Jan3,51.98,68,7.11,16.55
69,2019,Jan,3,21.0,122,-11,10220,310,15,0,0,-9999,0.0,2019Jan3,53.96,69,7.11,16.55
70,2019,Jan,3,22.0,139,-6,10215,300,21,2,0,-9999,0.0,2019Jan3,57.02,70,7.11,16.55
71,2019,Jan,3,23.0,144,-11,10211,320,15,2,0,-9999,0.0,2019Jan3,57.92,71,7.11,16.55
72,2019,Jan,4,0.0,144,-11,10205,0,0,4,0,-9999,0.0,2019Jan4,57.92,72,7.12,16.56
73,2019,Jan,4,1.0,133,-11,10208,270,15,4,0,-9999,0.0,2019Jan4,55.94,73,7.12,16.56
74,2019,Jan,4,2.0,100,17,10214,300,26,4,0,-9999,0.0,2019Jan4,50.0,74,7.12,16.56
75,2019,Jan,4,3.0,94,11,10215,0,0,4,0,-9999,0.0,2019Jan4,48.92,75,7.12,16.56
76,2019,Jan,4,4.0,83,17,10213,0,0,4,0,-9999,0.0,2019Jan4,46.94,76,7.12,16.56
77,2019,Jan,4,5.0,67,17,10211,0,0,4,0,-9999,0.0,2019Jan4,44.06,77,7.12,16.56
78,2019,Jan,4,6.0,61,11,10213,0,0,4,0,-9999,0.0,2019Jan4,42.98,78,7.12,16.56
79,2019,Jan,4,7.0,50,11,10210,50,21,4,0,-9999,0.0,2019Jan4,41.0,79,7.12,16.56
80,2019,Jan,4,8.0,44,11,10205,0,0,4,0,-9999,0.0,2019Jan4,39.92,80,7.12,16.56
81,2019,Jan,4,9.0,33,0,10202,0,0,4,0,-9999,0.0,2019Jan4,37.94,81,7.12,16.56
82,2019,Jan,4,10.0,33,6,10200,0,0,4,0,-9999,0.0,2019Jan4,37.94,82,7.12,16.56
83,2019,Jan,4,11.0,33,0,10196,90,15,4,0,-9999,0.0,2019Jan4,37.94,83,7.12,16.56
84,2019,Jan,4,12.0,22,0,10187,0,0,4,0,-9999,0.0,2019Jan4,35.96,84,7.12,16.56
85,2019,Jan,4,13.0,22,-6,10178,0,0,4,0,-9999,0.0,2019Jan4,35.96,85,7.12,16.56
86,2019,Jan,4,14.0,17,-6,10179,0,0,2,0,-9999,0.0,2019Jan4,35.06,86,7.12,16.56
87,2019,Jan,4,15.0,22,-6,10177,70,21,-9999,0,-9999,0.0,2019Jan4,35.96,87,7.12,16.56
88,2019,Jan,4,16.0,22,-6,10179,140,15,-9999,0,-9999,0.0,2019Jan4,35.96,88,7.12,16.56
89,2019,Jan,4,17.0,50,6,10185,130,15,-9999,0,-9999,0.0,2019Jan4,41.0,89,7.12,16.56
90,2019,Jan,4,18.0,78,17,10184,120,26,6,0,0,0.0,2019Jan4,46.04,90,7.12,16.56
91,2019,Jan,4,19.0,100,22,10172,140,26,-9999,0,-9999,0.0,2019Jan4,50.0,91,7.12,16.56
92,2019,Jan,4,20.0,122,17,10161,180,21,-9999,0,-9999,0.0,2019Jan4,53.96,92,7.12,16.56
93,2019,Jan,4,21.0,144,17,10153,260,15,-9999,0,-9999,0.0,2019Jan4,57.92,93,7.12,16.56
94,2019,Jan,4,22.0,161,6,10151,280,15,4,0,-9999,0.0,2019Jan4,60.98,94,7.12,16.56
95,2019,Jan,4,23.0,172,0,10141,290,15,2,0,-9999,0.0,2019Jan4,62.96,95,7.12,16.56
96,2019,Jan,5,0.0,172,0,10137,0,0,2,0,-9999,0.0,2019Jan5,62.96,96,7.12,16.57
97,2019,Jan,5,1.0,150,33,10131,100,26,0,0,-9999,0.0,2019Jan5,59.0,97,7.12,16.57
98,2019,Jan,5,2.0,128,17,10132,0,0,0,0,-9999,0.0,2019Jan5,55.040000000000006,98,7.12,16.57
99,2019,Jan,5,3.0,111,22,10136,80,21,0,0,-9999,0.0,2019Jan5,51.98,99,7.12,16.57
100,2019,Jan,5,4.0,89,33,10137,0,0,0,0,-9999,0.0,2019Jan5,48.02,100,7.12,16.57
101,2019,Jan,5,5.0,83,28,10133,90,15,0,0,-9999,0.0,2019Jan5,46.94,101,7.12,16.57
102,2019,Jan,5,6.0,72,28,10129,120,21,0,0,-9999,0.0,2019Jan5,44.96,102,7.12,16.57
103,2019,Jan,5,7.0,72,28,10121,100,15,0,0,-9999,0.0,2019Jan5,44.96,103,7.12,16.57
104,2019,Jan,5,8.0,67,28,10123,0,0,-9999,0,-9999,0.0,2019Jan5,44.06,104,7.12,16.57
105,2019,Jan,5,9.0,72,22,10118,80,36,-9999,0,-9999,0.0,2019Jan5,44.96,105,7.12,16.57
106,2019,Jan,5,10.0,56,22,10115,100,26,-9999,0,-9999,0.0,2019Jan5,42.08,106,7.12,16.57
107,2019,Jan,5,11.0,50,22,10109,90,15,-9999,0,-9999,0.0,2019Jan5,41.0,107,7.12,16.57
108,2019,Jan,5,12.0,56,17,10101,0,0,6,0,-9999,0.0,2019Jan5,42.08,108,7.12,16.57
109,2019,Jan,5,13.0,44,17,10091,130,26,-9999,0,-9999,0.0,2019Jan5,39.92,109,7.12,16.57
110,2019,Jan,5,14.0,56,17,10099,0,0,-9999,0,-9999,0.0,2019Jan5,42.08,110,7.12,16.57
111,2019,Jan,5,15.0,61,17,10108,110,15,-9999,0,-9999,0.0,2019Jan5,42.98,111,7.12,16.57
112,2019,Jan,5,16.0,78,17,10107,100,36,-9999,0,-9999,0.0,2019Jan5,46.04,112,7.12,16.57
113,2019,Jan,5,17.0,83,28,10117,130,31,-9999,0,-9999,0.0,2019Jan5,46.94,113,7.12,16.57
114,2019,Jan,5,18.0,100,22,10118,70,21,8,0,-9999,0.0,2019Jan5,50.0,114,7.12,16.57
115,2019,Jan,5,19.0,111,28,10112,80,51,-9999,0,-9999,0.0,2019Jan5,51.98,115,7.12,16.57
116,2019,Jan,5,20.0,122,33,10107,80,31,-9999,0,-9999,0.0,2019Jan5,53.96,116,7.12,16.57
117,2019,Jan,5,21.0,139,22,10100,90,62,-9999,0,-9999,0.0,2019Jan5,57.02,117,7.12,16.57
118,2019,Jan,5,22.0,139,28,10109,140,36,-9999,0,-9999,0.0,2019Jan5,57.02,118,7.12,16.57
119,2019,Jan,5,23.0,106,78,10127,200,31,-9999,20,-9999,0.0,2019Jan5,51.08,119,7.12,16.57
120,2019,Jan,6,0.0,100,78,10125,120,67,8,25,50,0.0,2019Jan6,50.0,120,7.12,16.58
121,2019,Jan,6,1.0,100,72,10117,100,88,-9999,13,-9999,0.0,2019Jan6,50.0,121,7.12,16.58
122,2019,Jan,6,2.0,100,56,10126,100,72,-9999,-1,-9999,0.0,2019Jan6,50.0,122,7.12,16.58
123,2019,Jan,6,3.0,94,56,10133,100,46,-9999,8,-9999,0.0,2019Jan6,48.92,123,7.12,16.58
124,2019,Jan,6,4.0,89,61,10135,110,41,-9999,10,-9999,0.0,2019Jan6,48.02,124,7.12,16.58
125,2019,Jan,6,5.0,89,61,10139,120,31,-9999,-1,-9999,0.0,2019Jan6,48.02,125,7.12,16.58
126,2019,Jan,6,6.0,83,61,10140,80,15,8,0,30,0.0,2019Jan6,46.94,126,7.12,16.58
127,2019,Jan,6,7.0,89,67,10142,0,0,-9999,0,-9999,0.0,2019Jan6,48.02,127,7.12,16.58
128,2019,Jan,6,8.0,83,67,10142,90,15,-9999,0,-9999,0.0,2019Jan6,46.94,128,7.12,16.58
129,2019,Jan,6,9.0,89,61,10147,80,15,-9999,-1,-9999,0.0,2019Jan6,48.02,129,7.12,16.58
130,2019,Jan,6,10.0,83,67,10157,60,15,-9999,0,-9999,0.0,2019Jan6,46.94,130,7.12,16.58
131,2019,Jan,6,11.0,78,67,10156,80,31,4,0,-9999,0.0,2019Jan6,46.04,131,7.12,16.58
132,2019,Jan,6,12.0,72,61,10153,80,26,2,0,0,0.0,2019Jan6,44.96,132,7.12,16.58
133,2019,Jan,6,13.0,67,56,10154,130,26,2,0,-9999,0.0,2019Jan6,44.06,133,7.12,16.58
134,2019,Jan,6,14.0,61,56,10157,140,26,2,0,-9999,0.0,2019Jan6,42.98,134,7.12,16.58
135,2019,Jan,6,15.0,67,56,10170,130,21,-9999,0,-9999,0.0,2019Jan6,44.06,135,7.12,16.58
136,2019,Jan,6,16.0,67,56,10179,120,21,-9999,0,-9999,0.0,2019Jan6,44.06,136,7.12,16.58
137,2019,Jan,6,17.0,83,67,10184,120,41,-9999,0,-9999,0.0,2019Jan6,46.94,137,7.12,16.58
138,2019,Jan,6,18.0,100,78,10191,130,67,6,0,-9999,0.0,2019Jan6,50.0,138,7.12,16.58
139,2019,Jan,6,19.0,111,83,10187,130,67,-9999,0,-9999,0.0,2019Jan6,51.98,139,7.12,16.58
140,2019,Jan,6,20.0,117,78,10176,110,67,-9999,0,-9999,0.0,2019Jan6,53.06,140,7.12,16.58
141,2019,Jan,6,21.0,122,78,10170,130,72,-9999,0,-9999,0.0,2019Jan6,53.96,141,7.12,16.58
142,2019,Jan,6,22.0,122,83,10170,130,57,-9999,-1,-9999,0.0,2019Jan6,53.96,142,7.12,16.58
143,2019,Jan,6,23.0,111,83,10164,120,51,-9999,10,-9999,0.0,2019Jan6,51.98,143,7.12,16.58
144,2019,Jan,7,0.0,106,83,10162,110,46,8,13,20,0.0,2019Jan7,51.08,144,7.12,16.58
145,2019,Jan,7,1.0,100,78,10157,100,57,-9999,20,-9999,0.0,2019Jan7,50.0,145,7.12,16.58
146,2019,Jan,7,2.0,100,72,10157,110,72,-9999,18,-9999,0.0,2019Jan7,50.0,146,7.12,16.58
147,2019,Jan,7,3.0,94,72,10155,100,62,-9999,10,-9999,0.0,2019Jan7,48.92,147,7.12,16.58
148,2019,Jan,7,4.0,94,72,10158,100,72,-9999,15,-9999,0.0,2019Jan7,48.92,148,7.12,16.58
149,2019,Jan,7,5.0,100,72,10168,100,93,-9999,18,-9999,0.0,2019Jan7,50.0,149,7.12,16.58
150,2019,Jan,7,6.0,94,83,10169,110,82,8,13,90,0.0,2019Jan7,48.92,150,7.12,16.58
151,2019,Jan,7,7.0,100,83,10175,110,88,-9999,23,-9999,0.0,2019Jan7,50.0,151,7.12,16.58
152,2019,Jan,7,8.0,106,89,10183,110,67,-9999,3,-9999,0.0,2019Jan7,51.08,152,7.12,16.58
153,2019,Jan,7,9.0,111,94,10187,130,82,-9999,0,-9999,0.0,2019Jan7,51.98,153,7.12,16.58
154,2019,Jan,7,10.0,111,89,10190,120,57,4,0,-9999,0.0,2019Jan7,51.98,154,7.12,16.58
155,2019,Jan,7,11.0,111,89,10194,120,51,-9999,0,-9999,0.0,2019Jan7,51.98,155,7.12,16.58
156,2019,Jan,7,12.0,111,94,10195,110,51,4,0,30,0.0,2019Jan7,51.98,156,7.12,16.58
157,2019,Jan,7,13.0,111,94,10190,80,31,4,0,-9999,0.0,2019Jan7,51.98,157,7.12,16.58
158,2019,Jan,7,14.0,106,89,10195,80,21,2,0,-9999,0.0,2019Jan7,51.08,158,7.12,16.58
159,2019,Jan,7,15.0,106,89,10203,80,36,4,0,-9999,0.0,2019Jan7,51.08,159,7.12,16.58
160,2019,Jan,7,16.0,106,89,10212,90,21,4,0,-9999,0.0,2019Jan7,51.08,160,7.12,16.58
161,2019,Jan,7,17.0,128,94,10221,90,26,4,0,-9999,0.0,2019Jan7,55.040000000000006,161,7.12,16.58
162,2019,Jan,7,18.0,139,100,10226,110,51,8,0,-9999,0.0,2019Jan7,57.02,162,7.12,16.58
163,2019,Jan,7,19.0,150,111,10222,130,46,-9999,0,-9999,0.0,2019Jan7,59.0,163,7.12,16.58
164,2019,Jan,7,20.0,156,106,10220,120,31,-9999,0,-9999,0.0,2019Jan7,60.08,164,7.12,16.58
165,2019,Jan,7,21.0,167,111,10213,110,46,-9999,0,-9999,0.0,2019Jan7,62.06,165,7.12,16.58
166,2019,Jan,7,22.0,167,106,10213,120,26,-9999,0,-9999,0.0,2019Jan7,62.06,166,7.12,16.58
167,2019,Jan,7,23.0,172,100,10214,120,26,-9999,0,-9999,0.0,2019Jan7,62.96,167,7.12,16.58
168,2019,Jan,8,0.0,167,100,10213,110,26,6,0,-9999,0.0,2019Jan8,62.06,168,7.12,16.59
169,2019,Jan,8,1.0,161,106,10217,100,21,-9999,0,-9999,0.0,2019Jan8,60.98,169,7.12,16.59
170,2019,Jan,8,2.0,150,100,10218,80,26,4,0,-9999,0.0,2019Jan8,59.0,170,7.12,16.59
171,2019,Jan,8,3.0,139,100,10219,70,21,-9999,0,-9999,0.0,2019Jan8,57.02,171,7.12,16.59
172,2019,Jan,8,4.0,133,94,10218,70,21,-9999,0,-9999,0.0,2019Jan8,55.94,172,7.12,16.59
173,2019,Jan,8,5.0,133,94,10216,0,0,-9999,0,-9999,0.0,2019Jan8,55.94,173,7.12,16.59
174,2019,Jan,8,6.0,128,100,10213,0,0,6,0,-9999,0.0,2019Jan8,55.040000000000006,174,7.12,16.59
175,2019,Jan,8,7.0,128,100,10210,90,15,-9999,0,-9999,0.0,2019Jan8,55.040000000000006,175,7.12,16.59
176,2019,Jan,8,8.0,128,94,10203,80,21,-9999,0,-9999,0.0,2019Jan8,55.040000000000006,176,7.12,16.59
177,2019,Jan,8,9.0,117,94,10199,130,15,-9999,0,-9999,0.0,2019Jan8,53.06,177,7.12,16.59
178,2019,Jan,8,10.0,122,94,10192,140,26,-9999,0,-9999,0.0,2019Jan8,53.96,178,7.12,16.59
179,2019,Jan,8,11.0,122,89,10180,100,21,-9999,0,-9999,0.0,2019Jan8,53.96,179,7.12,16.59
180,2019,Jan,8,12.0,111,89,10178,0,0,8,0,-9999,0.0,2019Jan8,51.98,180,7.12,16.59
181,2019,Jan,8,13.0,106,89,10180,0,0,-9999,0,-9999,0.0,2019Jan8,51.08,181,7.12,16.59
182,2019,Jan,8,14.0,111,83,10182,70,26,-9999,0,-9999,0.0,2019Jan8,51.98,182,7.12,16.59
183,2019,Jan,8,15.0,106,83,10179,50,21,-9999,0,-9999,0.0,2019Jan8,51.08,183,7.12,16.59
184,2019,Jan,8,16.0,106,83,10186,100,15,-9999,0,-9999,0.0,2019Jan8,51.08,184,7.12,16.59
185,2019,Jan,8,17.0,117,89,10199,120,21,-9999,0,-9999,0.0,2019Jan8,53.06,185,7.12,16.59
186,2019,Jan,8,18.0,133,89,10208,140,31,8,0,-9999,0.0,2019Jan8,55.94,186,7.12,16.59
187,2019,Jan,8,19.0,144,94,10202,120,26,-9999,0,-9999,0.0,2019Jan8,57.92,187,7.12,16.59
188,2019,Jan,8,20.0,161,100,10192,120,15,-9999,0,-9999,0.0,2019Jan8,60.98,188,7.12,16.59
189,2019,Jan,8,21.0,178,94,10178,70,21,-9999,0,-9999,0.0,2019Jan8,64.03999999999999,189,7.12,16.59
190,2019,Jan,8,22.0,178,89,10169,160,21,-9999,0,-9999,0.0,2019Jan8,64.03999999999999,190,7.12,16.59
191,2019,Jan,8,23.0,183,83,10162,190,21,-9999,0,-9999,0.0,2019Jan8,64.94,191,7.12,16.59
192,2019,Jan,9,0.0,178,94,10155,120,36,8,0,-9999,0.0,2019Jan9,64.03999999999999,192,7.12,17.0
193,2019,Jan,9,1.0,167,89,10154,180,21,-9999,0,-9999,0.0,2019Jan9,62.06,193,7.12,17.0
194,2019,Jan,9,2.0,161,94,10154,0,0,-9999,0,-9999,0.0,2019Jan9,60.98,194,7.12,17.0
195,2019,Jan,9,3.0,144,94,10158,0,0,-9999,0,-9999,0.0,2019Jan9,57.92,195,7.12,17.0
196,2019,Jan,9,4.0,139,89,10166,70,15,-9999,0,-9999,0.0,2019Jan9,57.02,196,7.12,17.0
197,2019,Jan,9,5.0,128,89,10173,110,21,-9999,0,-9999,0.0,2019Jan9,55.040000000000006,197,7.12,17.0
198,2019,Jan,9,6.0,117,89,10172,130,26,6,0,-9999,0.0,2019Jan9,53.06,198,7.12,17.0
199,2019,Jan,9,7.0,111,83,10171,280,15,-9999,0,-9999,0.0,2019Jan9,51.98,199,7.12,17.0
200,2019,Jan,9,8.0,111,83,10173,290,15,-9999,0,-9999,0.0,2019Jan9,51.98,200,7.12,17.0
201,2019,Jan,9,9.0,106,83,10170,70,15,-9999,0,-9999,0.0,2019Jan9,51.08,201,7.12,17.0
202,2019,Jan,9,10.0,117,83,10181,40,15,-9999,0,-9999,0.0,2019Jan9,53.06,202,7.12,17.0
203,2019,Jan,9,11.0,128,89,10181,110,31,-9999,0,-9999,0.0,2019Jan9,55.040000000000006,203,7.12,17.0
204,2019,Jan,9,12.0,128,83,10186,70,31,8,-1,-1,0.0,2019Jan9,55.040000000000006,204,7.12,17.0
205,2019,Jan,9,13.0,128,89,10188,80,41,-9999,3,-9999,0.0,2019Jan9,55.040000000000006,205,7.12,17.0
206,2019,Jan,9,14.0,128,100,10194,60,26,-9999,5,-9999,0.0,2019Jan9,55.040000000000006,206,7.12,17.0
207,2019,Jan,9,15.0,128,94,10196,60,26,-9999,-1,-9999,0.0,2019Jan9,55.040000000000006,207,7.12,17.0
208,2019,Jan,9,16.0,128,100,10200,90,41,-9999,-1,-9999,0.0,2019Jan9,55.040000000000006,208,7.12,17.0
209,2019,Jan,9,17.0,133,106,10209,0,0,-9999,-1,-9999,0.0,2019Jan9,55.94,209,7.12,17.0
210,2019,Jan,9,18.0,139,111,10209,110,15,8,0,8,0.0,2019Jan9,57.02,210,7.12,17.0
211,2019,Jan,9,19.0,150,106,10205,110,15,-9999,-1,-9999,0.0,2019Jan9,59.0,211,7.12,17.0
212,2019,Jan,9,20.0,156,111,10198,110,15,-9999,0,-9999,0.0,2019Jan9,60.08,212,7.12,17.0
213,2019,Jan,9,21.0,150,100,10191,130,31,-9999,0,-9999,0.0,2019Jan9,59.0,213,7.12,17.0
214,2019,Jan,9,22.0,144,106,10193,110,15,-9999,-1,-9999,0.0,2019Jan9,57.92,214,7.12,17.0
215,2019,Jan,9,23.0,144,106,10194,120,21,-9999,-1,-9999,0.0,2019Jan9,57.92,215,7.12,17.0
216,2019,Jan,10,0.0,133,117,10200,130,41,8,23,20,0.0,2019Jan10,55.94,216,7.11,17.01
