Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted,index,sunrise,sunset,is_day,warm_enough,dry,flight_hour,cold_enough,concat3,concat_hour,num_month,month_concat,DHBFH
0,2017,Jan,1,0.0,83,-72,10206,220,72,8,-9999,-9999,0.0,2017Jan1,46.94,0,7.24,17.12,0,0,1,,1,2017Jan11,2017Jan10.046.94,1,2017110.0,0
1,2017,Jan,1,1.0,83,-72,10203,220,67,-9999,0,-9999,0.0,2017Jan1,46.94,1,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan11.046.94,1,2017111.0,0
2,2017,Jan,1,2.0,78,-61,10200,230,51,-9999,0,-9999,0.0,2017Jan1,46.04,2,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan12.046.04,1,2017112.0,0
3,2017,Jan,1,3.0,78,-61,10201,220,62,-9999,0,-9999,0.0,2017Jan1,46.04,3,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan13.046.04,1,2017113.0,0
4,2017,Jan,1,4.0,78,-56,10203,230,67,-9999,0,-9999,0.0,2017Jan1,46.04,4,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan14.046.04,1,2017114.0,0
5,2017,Jan,1,5.0,78,-50,10202,230,67,-9999,0,-9999,0.0,2017Jan1,46.04,5,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan15.046.04,1,2017115.0,0
6,2017,Jan,1,6.0,78,-44,10203,240,62,8,0,-9999,0.0,2017Jan1,46.04,6,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan16.046.04,1,2017116.0,0
7,2017,Jan,1,7.0,78,-33,10199,220,57,-9999,0,-9999,0.0,2017Jan1,46.04,7,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan17.046.04,1,2017117.0,0
8,2017,Jan,1,8.0,78,-33,10203,240,41,-9999,0,-9999,0.0,2017Jan1,46.04,8,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan18.046.04,1,2017118.0,0
9,2017,Jan,1,9.0,78,-33,10204,230,57,-9999,0,-9999,0.0,2017Jan1,46.04,9,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan19.046.04,1,2017119.0,0
10,2017,Jan,1,10.0,67,-6,10207,240,51,-9999,-1,-9999,0.0,2017Jan1,44.06,10,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan110.044.06,1,20171110.0,0
11,2017,Jan,1,11.0,56,33,10215,230,67,-9999,3,-9999,0.0,2017Jan1,42.08,11,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan111.042.08,1,20171111.0,0
12,2017,Jan,1,12.0,50,39,10224,240,31,8,10,8,0.0,2017Jan1,41.0,12,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan112.041.0,1,20171112.0,0
13,2017,Jan,1,13.0,50,39,10225,220,46,-9999,20,-9999,0.0,2017Jan1,41.0,13,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan113.041.0,1,20171113.0,0
14,2017,Jan,1,14.0,56,50,10229,230,31,-9999,13,-9999,0.0,2017Jan1,42.08,14,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan114.042.08,1,20171114.0,0
15,2017,Jan,1,15.0,72,61,-9999,230,31,-9999,10,-9999,0.0,2017Jan1,44.96,15,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan115.044.96,1,20171115.0,0
16,2017,Jan,1,16.0,89,78,10238,250,21,-9999,0,-9999,0.0,2017Jan1,48.02,16,7.24,17.12,1,0,0,,1,2017Jan11,2017Jan116.048.02,1,20171116.0,0
17,2017,Jan,1,17.0,89,78,10237,230,31,-9999,3,-9999,0.0,2017Jan1,48.02,17,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan117.048.02,1,20171117.0,0
18,2017,Jan,1,18.0,89,83,10231,250,15,8,8,60,0.0,2017Jan1,48.02,18,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan118.048.02,1,20171118.0,0
19,2017,Jan,1,19.0,94,83,10230,180,15,-9999,20,-9999,0.0,2017Jan1,48.92,19,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan119.048.92,1,20171119.0,0
20,2017,Jan,1,20.0,94,83,10233,0,0,-9999,8,-9999,0.0,2017Jan1,48.92,20,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan120.048.92,1,20171120.0,0
21,2017,Jan,1,21.0,94,83,10236,0,0,-9999,10,-9999,0.0,2017Jan1,48.92,21,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan121.048.92,1,20171121.0,0
22,2017,Jan,1,22.0,100,89,10240,0,0,-9999,-1,-9999,0.0,2017Jan1,50.0,22,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan122.050.0,1,20171122.0,0
23,2017,Jan,1,23.0,100,89,10245,0,0,-9999,-1,-9999,0.0,2017Jan1,50.0,23,7.24,17.12,0,0,0,,1,2017Jan11,2017Jan123.050.0,1,20171123.0,0
24,2017,Jan,2,0.0,100,89,10251,130,21,8,-1,40,0.0,2017Jan2,50.0,24,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan20.050.0,1,2017120.0,0
25,2017,Jan,2,1.0,100,94,10253,130,15,-9999,5,-9999,0.0,2017Jan2,50.0,25,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan21.050.0,1,2017121.0,0
26,2017,Jan,2,2.0,100,94,10253,130,21,-9999,10,-9999,0.0,2017Jan2,50.0,26,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan22.050.0,1,2017122.0,0
27,2017,Jan,2,3.0,100,94,10251,120,21,-9999,8,-9999,0.0,2017Jan2,50.0,27,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan23.050.0,1,2017123.0,0
28,2017,Jan,2,4.0,100,94,10251,130,31,-9999,10,-9999,0.0,2017Jan2,50.0,28,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan24.050.0,1,2017124.0,0
29,2017,Jan,2,5.0,100,94,10246,110,26,-9999,-1,-9999,0.0,2017Jan2,50.0,29,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan25.050.0,1,2017125.0,0
30,2017,Jan,2,6.0,106,100,10238,90,26,8,10,40,0.0,2017Jan2,51.08,30,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan26.051.08,1,2017126.0,0
31,2017,Jan,2,7.0,106,100,10237,40,15,-9999,38,-9999,0.0,2017Jan2,51.08,31,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan27.051.08,1,2017127.0,0
32,2017,Jan,2,8.0,100,94,10239,40,26,-9999,51,-9999,0.0,2017Jan2,50.0,32,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan28.050.0,1,2017128.0,0
33,2017,Jan,2,9.0,100,94,10238,20,15,-9999,28,-9999,0.0,2017Jan2,50.0,33,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan29.050.0,1,2017129.0,0
34,2017,Jan,2,10.0,94,89,10234,40,31,-9999,15,-9999,0.0,2017Jan2,48.92,34,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan210.048.92,1,20171210.0,0
35,2017,Jan,2,11.0,100,89,10233,50,21,-9999,5,-9999,0.0,2017Jan2,50.0,35,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan211.050.0,1,20171211.0,0
36,2017,Jan,2,12.0,100,89,10234,50,31,8,10,150,0.0,2017Jan2,50.0,36,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan212.050.0,1,20171212.0,0
37,2017,Jan,2,13.0,100,94,10236,30,21,-9999,15,-9999,0.0,2017Jan2,50.0,37,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan213.050.0,1,20171213.0,0
38,2017,Jan,2,14.0,100,89,10241,20,21,-9999,74,-9999,0.0,2017Jan2,50.0,38,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan214.050.0,1,20171214.0,0
39,2017,Jan,2,15.0,100,94,10245,20,15,-9999,18,-9999,0.0,2017Jan2,50.0,39,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan215.050.0,1,20171215.0,0
40,2017,Jan,2,16.0,100,89,-9999,30,36,-9999,2,-9999,0.0,2017Jan2,50.0,40,7.24,17.12,1,0,0,,1,2017Jan21,2017Jan216.050.0,1,20171216.0,0
41,2017,Jan,2,17.0,94,83,10233,30,31,-9999,3,-9999,0.0,2017Jan2,48.92,41,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan217.048.92,1,20171217.0,0
42,2017,Jan,2,18.0,94,83,10227,340,21,8,-1,120,0.0,2017Jan2,48.92,42,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan218.048.92,1,20171218.0,0
43,2017,Jan,2,19.0,94,83,10224,-9999,31,-9999,0,-9999,0.0,2017Jan2,48.92,43,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan219.048.92,1,20171219.0,0
44,2017,Jan,2,20.0,94,83,10221,30,31,-9999,0,-9999,0.0,2017Jan2,48.92,44,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan220.048.92,1,20171220.0,0
45,2017,Jan,2,21.0,89,83,10224,30,36,-9999,0,-9999,0.0,2017Jan2,48.02,45,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan221.048.02,1,20171221.0,0
46,2017,Jan,2,22.0,89,78,10228,30,31,-9999,0,-9999,0.0,2017Jan2,48.02,46,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan222.048.02,1,20171222.0,0
47,2017,Jan,2,23.0,89,78,10219,50,21,-9999,0,-9999,0.0,2017Jan2,48.02,47,7.24,17.12,0,0,0,,1,2017Jan21,2017Jan223.048.02,1,20171223.0,0
48,2017,Jan,3,0.0,89,78,10227,-9999,15,8,-1,-9999,0.0,2017Jan3,48.02,48,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan30.048.02,1,2017130.0,0
49,2017,Jan,3,1.0,83,78,10220,30,26,-9999,-1,-9999,0.0,2017Jan3,46.94,49,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan31.046.94,1,2017131.0,0
50,2017,Jan,3,2.0,83,78,10219,30,36,-9999,-1,-9999,0.0,2017Jan3,46.94,50,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan32.046.94,1,2017132.0,0
51,2017,Jan,3,3.0,83,78,10212,50,31,-9999,-1,-9999,0.0,2017Jan3,46.94,51,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan33.046.94,1,2017133.0,0
52,2017,Jan,3,4.0,83,78,10211,40,21,-9999,-1,-9999,0.0,2017Jan3,46.94,52,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan34.046.94,1,2017134.0,0
53,2017,Jan,3,5.0,83,78,10200,50,21,-9999,-1,-9999,0.0,2017Jan3,46.94,53,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan35.046.94,1,2017135.0,0
54,2017,Jan,3,6.0,83,78,10187,40,26,8,-1,-1,0.0,2017Jan3,46.94,54,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan36.046.94,1,2017136.0,0
55,2017,Jan,3,7.0,83,78,10171,50,41,-9999,5,-9999,0.0,2017Jan3,46.94,55,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan37.046.94,1,2017137.0,0
56,2017,Jan,3,8.0,83,78,10158,50,26,-9999,20,-9999,0.0,2017Jan3,46.94,56,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan38.046.94,1,2017138.0,0
57,2017,Jan,3,9.0,83,78,10152,70,26,-9999,-1,-9999,0.0,2017Jan3,46.94,57,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan39.046.94,1,2017139.0,0
58,2017,Jan,3,10.0,83,78,10136,80,26,-9999,3,-9999,0.0,2017Jan3,46.94,58,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan310.046.94,1,20171310.0,0
59,2017,Jan,3,11.0,83,78,10117,70,26,-9999,51,-9999,0.0,2017Jan3,46.94,59,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan311.046.94,1,20171311.0,0
60,2017,Jan,3,12.0,83,78,10124,0,0,8,-1,80,0.0,2017Jan3,46.94,60,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan312.046.94,1,20171312.0,0
61,2017,Jan,3,13.0,83,78,10116,20,15,-9999,-1,-9999,0.0,2017Jan3,46.94,61,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan313.046.94,1,20171313.0,0
62,2017,Jan,3,14.0,83,78,10119,-9999,15,-9999,-1,-9999,0.0,2017Jan3,46.94,62,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan314.046.94,1,20171314.0,0
63,2017,Jan,3,15.0,83,78,10121,0,0,-9999,0,-9999,0.0,2017Jan3,46.94,63,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan315.046.94,1,20171315.0,0
64,2017,Jan,3,16.0,94,89,10111,0,0,-9999,0,-9999,0.0,2017Jan3,48.92,64,7.24,17.13,1,0,0,,1,2017Jan31,2017Jan316.048.92,1,20171316.0,0
65,2017,Jan,3,17.0,100,94,10099,250,15,-9999,0,-9999,0.0,2017Jan3,50.0,65,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan317.050.0,1,20171317.0,0
66,2017,Jan,3,18.0,100,100,10087,250,21,8,0,-1,0.0,2017Jan3,50.0,66,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan318.050.0,1,20171318.0,0
67,2017,Jan,3,19.0,106,100,10073,230,26,-9999,0,-9999,0.0,2017Jan3,51.08,67,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan319.051.08,1,20171319.0,0
68,2017,Jan,3,20.0,111,106,10068,250,15,-9999,0,-9999,0.0,2017Jan3,51.98,68,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan320.051.98,1,20171320.0,0
69,2017,Jan,3,21.0,111,106,10066,240,41,-9999,0,-9999,0.0,2017Jan3,51.98,69,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan321.051.98,1,20171321.0,0
70,2017,Jan,3,22.0,117,111,10056,240,31,-9999,0,-9999,0.0,2017Jan3,53.06,70,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan322.053.06,1,20171322.0,0
71,2017,Jan,3,23.0,122,111,10055,240,51,-9999,0,-9999,0.0,2017Jan3,53.96,71,7.24,17.13,0,0,0,,1,2017Jan31,2017Jan323.053.96,1,20171323.0,0
72,2017,Jan,4,0.0,122,111,10061,240,36,8,0,-9999,0.0,2017Jan4,53.96,72,7.25,17.14,0,0,0,,1,2017Jan41,2017Jan40.053.96,1,2017140.0,0
73,2017,Jan,4,1.0,128,111,10056,230,41,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,73,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan41.055.040000000000006,1,2017141.0,0
74,2017,Jan,4,2.0,128,111,10046,280,21,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,74,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan42.055.040000000000006,1,2017142.0,0
75,2017,Jan,4,3.0,122,117,10048,240,31,-9999,0,-9999,0.0,2017Jan4,53.96,75,7.25,17.14,0,0,0,,1,2017Jan41,2017Jan43.053.96,1,2017143.0,0
76,2017,Jan,4,4.0,128,117,10049,240,21,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,76,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan44.055.040000000000006,1,2017144.0,0
77,2017,Jan,4,5.0,128,117,10043,240,26,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,77,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan45.055.040000000000006,1,2017145.0,0
78,2017,Jan,4,6.0,128,117,10039,230,31,6,0,-9999,0.0,2017Jan4,55.040000000000006,78,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan46.055.040000000000006,1,2017146.0,0
79,2017,Jan,4,7.0,122,117,10038,230,31,-9999,0,-9999,0.0,2017Jan4,53.96,79,7.25,17.14,0,0,0,,1,2017Jan41,2017Jan47.053.96,1,2017147.0,0
80,2017,Jan,4,8.0,128,117,10037,260,26,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,80,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan48.055.040000000000006,1,2017148.0,0
81,2017,Jan,4,9.0,122,117,10035,240,31,-9999,0,-9999,0.0,2017Jan4,53.96,81,7.25,17.14,1,0,0,,1,2017Jan41,2017Jan49.053.96,1,2017149.0,0
82,2017,Jan,4,10.0,133,122,10035,240,31,-9999,0,-9999,0.0,2017Jan4,55.94,82,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan410.055.94,1,20171410.0,7
83,2017,Jan,4,11.0,128,122,10038,250,15,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,83,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan411.055.040000000000006,1,20171411.0,7
84,2017,Jan,4,12.0,133,122,10045,250,21,6,0,-9999,0.0,2017Jan4,55.94,84,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan412.055.94,1,20171412.0,7
85,2017,Jan,4,13.0,128,117,10048,230,21,-9999,0,-9999,0.0,2017Jan4,55.040000000000006,85,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan413.055.040000000000006,1,20171413.0,7
86,2017,Jan,4,14.0,133,122,10049,270,21,-9999,0,-9999,0.0,2017Jan4,55.94,86,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan414.055.94,1,20171414.0,7
87,2017,Jan,4,15.0,144,117,10059,260,21,-9999,0,-9999,0.0,2017Jan4,57.92,87,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan415.057.92,1,20171415.0,7
88,2017,Jan,4,16.0,161,89,10059,300,51,-9999,0,-9999,0.0,2017Jan4,60.98,88,7.25,17.14,1,1,0,1.0,0,2017Jan40,2017Jan416.060.98,1,20171416.0,7
89,2017,Jan,4,17.0,172,83,10059,340,51,-9999,0,-9999,0.0,2017Jan4,62.96,89,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan417.062.96,1,20171417.0,0
90,2017,Jan,4,18.0,161,39,10058,320,51,6,0,-9999,0.0,2017Jan4,60.98,90,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan418.060.98,1,20171418.0,0
91,2017,Jan,4,19.0,167,28,10059,310,41,-9999,0,-9999,0.0,2017Jan4,62.06,91,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan419.062.06,1,20171419.0,0
92,2017,Jan,4,20.0,150,6,10067,350,36,-9999,0,-9999,0.0,2017Jan4,59.0,92,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan420.059.0,1,20171420.0,0
93,2017,Jan,4,21.0,139,0,10076,320,36,-9999,0,-9999,0.0,2017Jan4,57.02,93,7.25,17.14,0,1,0,,0,2017Jan40,2017Jan421.057.02,1,20171421.0,0
94,2017,Jan,4,22.0,122,0,10087,-9999,21,-9999,0,-9999,0.0,2017Jan4,53.96,94,7.25,17.14,0,0,0,,1,2017Jan41,2017Jan422.053.96,1,20171422.0,0
95,2017,Jan,4,23.0,100,6,10098,0,0,-9999,0,-9999,0.0,2017Jan4,50.0,95,7.25,17.14,0,0,0,,1,2017Jan41,2017Jan423.050.0,1,20171423.0,0
96,2017,Jan,5,0.0,89,0,10108,260,21,6,0,-9999,0.0,2017Jan5,48.02,96,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan50.048.02,1,2017150.0,0
97,2017,Jan,5,1.0,83,-17,10115,270,15,-9999,0,-9999,0.0,2017Jan5,46.94,97,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan51.046.94,1,2017151.0,0
98,2017,Jan,5,2.0,72,-22,10123,270,21,-9999,0,-9999,0.0,2017Jan5,44.96,98,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan52.044.96,1,2017152.0,0
99,2017,Jan,5,3.0,78,-61,10133,320,26,-9999,0,-9999,0.0,2017Jan5,46.04,99,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan53.046.04,1,2017153.0,0
100,2017,Jan,5,4.0,67,-72,10141,0,0,-9999,0,-9999,0.0,2017Jan5,44.06,100,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan54.044.06,1,2017154.0,0
101,2017,Jan,5,5.0,56,-78,10143,280,15,-9999,0,-9999,0.0,2017Jan5,42.08,101,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan55.042.08,1,2017155.0,0
102,2017,Jan,5,6.0,39,-83,10141,0,0,6,0,-9999,0.0,2017Jan5,39.02,102,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan56.039.02,1,2017156.0,0
103,2017,Jan,5,7.0,33,-83,10147,0,0,-9999,0,-9999,0.0,2017Jan5,37.94,103,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan57.037.94,1,2017157.0,0
104,2017,Jan,5,8.0,17,-67,10151,0,0,-9999,0,-9999,0.0,2017Jan5,35.06,104,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan58.035.06,1,2017158.0,0
105,2017,Jan,5,9.0,17,-83,10157,0,0,4,0,-9999,0.0,2017Jan5,35.06,105,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan59.035.06,1,2017159.0,0
106,2017,Jan,5,10.0,0,-83,10154,40,26,4,0,-9999,0.0,2017Jan5,32.0,106,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan510.032.0,1,20171510.0,0
107,2017,Jan,5,11.0,6,-94,10153,0,0,2,0,-9999,0.0,2017Jan5,33.08,107,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan511.033.08,1,20171511.0,0
108,2017,Jan,5,12.0,-11,-78,10158,0,0,2,0,-9999,0.0,2017Jan5,30.02,108,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan512.030.02,1,20171512.0,0
109,2017,Jan,5,13.0,-6,-67,10165,0,0,-9999,0,-9999,0.0,2017Jan5,30.92,109,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan513.030.92,1,20171513.0,0
110,2017,Jan,5,14.0,22,-78,10168,40,36,-9999,0,-9999,0.0,2017Jan5,35.96,110,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan514.035.96,1,20171514.0,0
111,2017,Jan,5,15.0,33,-89,10174,40,26,-9999,0,-9999,0.0,2017Jan5,37.94,111,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan515.037.94,1,20171515.0,0
112,2017,Jan,5,16.0,44,-106,10175,10,21,-9999,0,-9999,0.0,2017Jan5,39.92,112,7.25,17.15,1,0,0,,1,2017Jan51,2017Jan516.039.92,1,20171516.0,0
113,2017,Jan,5,17.0,56,-100,10161,-9999,21,-9999,0,-9999,0.0,2017Jan5,42.08,113,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan517.042.08,1,20171517.0,0
114,2017,Jan,5,18.0,67,-106,10155,350,15,6,0,-9999,0.0,2017Jan5,44.06,114,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan518.044.06,1,20171518.0,0
115,2017,Jan,5,19.0,61,-111,10150,-9999,15,-9999,0,-9999,0.0,2017Jan5,42.98,115,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan519.042.98,1,20171519.0,0
116,2017,Jan,5,20.0,61,-100,10154,0,0,-9999,0,-9999,0.0,2017Jan5,42.98,116,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan520.042.98,1,20171520.0,0
117,2017,Jan,5,21.0,56,-78,10144,60,15,-9999,0,-9999,0.0,2017Jan5,42.08,117,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan521.042.08,1,20171521.0,0
118,2017,Jan,5,22.0,61,-100,10136,0,0,-9999,0,-9999,0.0,2017Jan5,42.98,118,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan522.042.98,1,20171522.0,0
119,2017,Jan,5,23.0,56,-78,10139,0,0,-9999,0,-9999,0.0,2017Jan5,42.08,119,7.25,17.15,0,0,0,,1,2017Jan51,2017Jan523.042.08,1,20171523.0,0
120,2017,Jan,6,0.0,56,-72,10135,150,15,8,0,-9999,0.0,2017Jan6,42.08,120,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan60.042.08,1,2017160.0,0
121,2017,Jan,6,1.0,56,-72,10127,0,0,-9999,0,-9999,0.0,2017Jan6,42.08,121,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan61.042.08,1,2017161.0,0
122,2017,Jan,6,2.0,56,-56,10133,0,0,-9999,0,-9999,0.0,2017Jan6,42.08,122,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan62.042.08,1,2017162.0,0
123,2017,Jan,6,3.0,50,-44,10133,50,15,-9999,0,-9999,0.0,2017Jan6,41.0,123,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan63.041.0,1,2017163.0,0
124,2017,Jan,6,4.0,44,-44,10127,0,0,-9999,0,-9999,0.0,2017Jan6,39.92,124,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan64.039.92,1,2017164.0,0
125,2017,Jan,6,5.0,44,-33,10116,0,0,-9999,0,-9999,0.0,2017Jan6,39.92,125,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan65.039.92,1,2017165.0,0
126,2017,Jan,6,6.0,44,-44,10116,-9999,15,6,0,-9999,0.0,2017Jan6,39.92,126,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan66.039.92,1,2017166.0,0
127,2017,Jan,6,7.0,39,-50,10113,20,31,-9999,0,-9999,0.0,2017Jan6,39.02,127,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan67.039.02,1,2017167.0,0
128,2017,Jan,6,8.0,39,-50,10123,0,0,-9999,0,-9999,0.0,2017Jan6,39.02,128,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan68.039.02,1,2017168.0,0
129,2017,Jan,6,9.0,39,-56,10119,0,0,-9999,0,-9999,0.0,2017Jan6,39.02,129,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan69.039.02,1,2017169.0,0
130,2017,Jan,6,10.0,44,-56,10124,0,0,-9999,0,-9999,0.0,2017Jan6,39.92,130,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan610.039.92,1,20171610.0,0
131,2017,Jan,6,11.0,39,-50,10136,40,15,-9999,0,-9999,0.0,2017Jan6,39.02,131,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan611.039.02,1,20171611.0,0
132,2017,Jan,6,12.0,39,-56,10145,30,21,8,0,-9999,0.0,2017Jan6,39.02,132,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan612.039.02,1,20171612.0,0
133,2017,Jan,6,13.0,39,-61,10156,20,26,-9999,0,-9999,0.0,2017Jan6,39.02,133,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan613.039.02,1,20171613.0,0
134,2017,Jan,6,14.0,39,-50,10164,30,41,-9999,0,-9999,0.0,2017Jan6,39.02,134,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan614.039.02,1,20171614.0,0
135,2017,Jan,6,15.0,50,-39,10175,-9999,21,-9999,0,-9999,0.0,2017Jan6,41.0,135,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan615.041.0,1,20171615.0,0
136,2017,Jan,6,16.0,50,-39,10181,30,41,-9999,0,-9999,0.0,2017Jan6,41.0,136,7.25,17.16,1,0,0,,1,2017Jan61,2017Jan616.041.0,1,20171616.0,0
137,2017,Jan,6,17.0,56,-44,10180,40,46,-9999,0,-9999,0.0,2017Jan6,42.08,137,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan617.042.08,1,20171617.0,0
138,2017,Jan,6,18.0,50,-44,10180,50,31,8,0,-9999,0.0,2017Jan6,41.0,138,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan618.041.0,1,20171618.0,0
139,2017,Jan,6,19.0,56,-39,10179,50,36,-9999,0,-9999,0.0,2017Jan6,42.08,139,7.25,17.16,0,0,0,,1,2017Jan61,2017Jan619.042.08,1,20171619.0,0
